dataset,stage,model_type,fold,train_subjects,val_subject,test_subject,selected_alpha,val_selection_mae,n_features,val_n,val_mae,val_rmse,val_r2,val_spearman,val_rounded_exact_acc,val_rounded_pm1_acc,test_n,test_mae,test_rmse,test_r2,test_spearman,test_rounded_exact_acc,test_rounded_pm1_acc
imu_only_7subject_sets,M4_add_one__concentric_sec_last2_vs_first2,ridge,4,haoyu0512workout|hsianshun0514workout|tsenyu0515workout|yushuan0513workout|ziho0512workout,yoru0511workout,yanz0510workout,100.0,1.3770701918337374,11,24,1.3770701918337374,1.7287692301957205,-0.39728766033472906,0.6762880109285704,0.2916666666666667,0.5,24,0.9105065139587354,1.0870052500406109,0.41530041388081596,0.6715822130084823,0.2916666666666667,0.875
imu_only_7subject_sets,M4_add_one__concentric_sec_last2_vs_first2,ridge,5,haoyu0512workout|hsianshun0514workout|tsenyu0515workout|yanz0510workout|ziho0512workout,yushuan0513workout,yoru0511workout,0.01,0.7714487015451352,11,24,0.7714487015451352,1.1740717053685792,0.3507898963663775,0.65969609672437,0.5833333333333334,0.8333333333333334,24,1.2966538612501786,1.5288346469286307,-0.0927801765633518,0.7411192975967065,0.20833333333333334,0.5833333333333334
imu_only_7subject_sets,M4_add_one__concentric_sec_last2_vs_first2,ridge,6,haoyu0512workout|hsianshun0514workout|tsenyu0515workout|yanz0510workout|yoru0511workout,ziho0512workout,yushuan0513workout,100.0,1.533255756460424,11,23,1.533255756460424,1.6866675981912314,-1.3662332915266444,0.6770735057483023,0.08695652173913043,0.4782608695652174,24,1.0644145740952669,1.4068673780745082,0.06781449548129248,0.5795046974583452,0.3333333333333333,0.75
imu_only_7subject_sets,M4_add_one__concentric_sec_last2_vs_first2,ridge,7,hsianshun0514workout|tsenyu0515workout|yanz0510workout|yoru0511workout|yushuan0513workout,haoyu0512workout,ziho0512workout,100.0,1.2304543755676145,11,24,1.2304543755676145,1.4678088540927872,-1.169529005804602,0.5038654489615009,0.2916666666666667,0.625,23,1.585728701846499,1.716794344646562,-1.4515181017888552,0.7512018309728657,0.08695652173913043,0.43478260869565216
imu_only_7subject_sets,M4_add_one__ce_ratio_slope,ridge,1,tsenyu0515workout|yanz0510workout|yoru0511workout|yushuan0513workout|ziho0512workout,hsianshun0514workout,haoyu0512workout,0.01,0.8475344837146509,11,23,0.8475344837146509,1.1026385435023711,0.6886909875220673,0.9494197004513155,0.391304347826087,0.8260869565217391,24,1.1600312903580905,1.343794847364713,-0.8184124560823014,0.5911876634747426,0.16666666666666666,0.6666666666666666
imu_only_7subject_sets,M4_add_one__ce_ratio_slope,ridge,2,haoyu0512workout|yanz0510workout|yoru0511workout|yushuan0513workout|ziho0512workout,tsenyu0515workout,hsianshun0514workout,100.0,2.0067432763482187,11,24,2.0067432763482187,2.392701212939913,-0.4961937379204988,0.7814744373969826,0.16666666666666666,0.375,23,1.4110375153875085,1.7246741624527377,0.23837801967649785,0.8449885541298594,0.13043478260869565,0.6086956521739131
imu_only_7subject_sets,M4_add_one__ce_ratio_slope,ridge,3,haoyu0512workout|hsianshun0514workout|yoru0511workout|yushuan0513workout|ziho0512workout,yanz0510workout,tsenyu0515workout,10.0,0.7550370860267656,11,24,0.7550370860267656,0.9570309134703945,0.5467670914616193,0.7551964223102006,0.4166666666666667,0.9166666666666666,24,2.1128264080127868,2.3821615783426227,-0.48304157003227144,0.815854023475361,0.0,0.4166666666666667
imu_only_7subject_sets,M4_add_one__ce_ratio_slope,ridge,4,haoyu0512workout|hsianshun0514workout|tsenyu0515workout|yushuan0513workout|ziho0512workout,yoru0511workout,yanz0510workout,100.0,1.8113432363564401,11,24,1.8113432363564401,2.1304565673509823,-1.1220574892633959,0.6909416579152038,0.125,0.4166666666666667,24,0.9257917925272515,1.1283815543887272,0.36994065206529314,0.6497891478181409,0.3333333333333333,0.8333333333333334
imu_only_7subject_sets,M4_add_one__ce_ratio_slope,ridge,5,haoyu0512workout|hsianshun0514workout|tsenyu0515workout|yanz0510workout|ziho0512workout,yushuan0513workout,yoru0511workout,0.01,0.8064430361244801,11,24,0.8064430361244801,1.2312301610490641,0.2860389528547038,0.5795046974583452,0.5416666666666666,0.8333333333333334,24,2.0222005614225567,2.226555034438125,-1.3178143320745899,0.7420073974140782,0.08333333333333333,0.375
imu_only_7subject_sets,M4_add_one__ce_ratio_slope,ridge,6,haoyu0512workout|hsianshun0514workout|tsenyu0515workout|yanz0510workout|yoru0511workout,ziho0512workout,yushuan0513workout,100.0,1.4833208739127657,11,23,1.4833208739127657,1.6329353451375535,-1.2178722926105916,0.684381932178893,0.08695652173913043,0.4782608695652174,24,1.049890112962543,1.3766745312389133,0.10739650644477206,0.5967835072449472,0.2916666666666667,0.75
imu_only_7subject_sets,M4_add_one__ce_ratio_slope,ridge,7,hsianshun0514workout|tsenyu0515workout|yanz0510workout|yoru0511workout|yushuan0513workout,haoyu0512workout,ziho0512workout,100.0,1.248802531533843,11,24,1.248802531533843,1.4701643383508145,-1.1764977494630928,0.5938995334906818,0.25,0.5833333333333334,23,1.528824037190288,1.6658518206308737,-1.3081886014312505,0.7746932016426218,0.08695652173913043,0.391304347826087
imu_only_7subject_sets,M4_add_one__eccentric_wave_sim_to_first2_last_minus_first,ridge,1,tsenyu0515workout|yanz0510workout|yoru0511workout|yushuan0513workout|ziho0512workout,hsianshun0514workout,haoyu0512workout,0.01,0.8293989284216797,11,23,0.8293989284216797,1.1581974795078882,0.6565285956370635,0.9087518021242101,0.43478260869565216,0.8260869565217391,24,1.1285588896505894,1.3200998611090122,-0.7548501023440894,0.5987808995193724,0.16666666666666666,0.625
imu_only_7subject_sets,M4_add_one__eccentric_wave_sim_to_first2_last_minus_first,ridge,2,haoyu0512workout|yanz0510workout|yoru0511workout|yushuan0513workout|ziho0512workout,tsenyu0515workout,hsianshun0514workout,100.0,1.9045812796161308,11,24,1.9045812796161308,2.254968598016614,-0.32889874126661667,0.7973419386639264,0.125,0.4166666666666667,23,1.3392823030602405,1.699712435354803,0.2602648451239252,0.8334408792962368,0.2608695652173913,0.6521739130434783
imu_only_7subject_sets,M4_add_one__eccentric_wave_sim_to_first2_last_minus_first,ridge,3,haoyu0512workout|hsianshun0514workout|yoru0511workout|yushuan0513workout|ziho0512workout,yanz0510workout,tsenyu0515workout,0.01,0.7045292602086372,11,24,0.7045292602086372,0.8245566492357537,0.663557772635599,0.8196861050163132,0.3333333333333333,0.9166666666666666,24,2.0498421201986807,2.2719639091429507,-0.3490055909991454,0.8303992329700592,0.08333333333333333,0.4166666666666667
imu_only_7subject_sets,M4_add_one__eccentric_wave_sim_to_first2_last_minus_first,ridge,4,haoyu0512workout|hsianshun0514workout|tsenyu0515workout|yushuan0513workout|ziho0512workout,yoru0511workout,yanz0510workout,100.0,1.2577707102270497,11,24,1.2577707102270497,1.598537492079279,-0.194696053103792,0.6642986633940521,0.25,0.625,24,0.8760266904175946,1.0523089611196337,0.45203093625434265,0.7084969969023261,0.2916666666666667,0.875
imu_only_7subject_sets,M4_add_one__eccentric_wave_sim_to_first2_last_minus_first,ridge,5,haoyu0512workout|hsianshun0514workout|tsenyu0515workout|yanz0510workout|ziho0512workout,yushuan0513workout,yoru0511workout,0.01,0.8292773499191585,11,24,0.8292773499191585,1.2263187472418036,0.29172361584142015,0.62646761636552,0.4166666666666667,0.8333333333333334,24,0.9933881085581246,1.2002879206236017,0.32643013862055237,0.6758439610198845,0.2916666666666667,0.75
imu_only_7subject_sets,M4_add_one__eccentric_wave_sim_to_first2_last_minus_first,ridge,6,haoyu0512workout|hsianshun0514workout|tsenyu0515workout|yanz0510workout|yoru0511workout,ziho0512workout,yushuan0513workout,100.0,1.4612768447422724,11,23,1.4612768447422724,1.59664618348418,-1.120390895658966,0.784611780369852,0.08695652173913043,0.4782608695652174,24,1.065308054827006,1.4179920496626424,0.053013870094748894,0.5462762170994951,0.2916666666666667,0.75
imu_only_7subject_sets,M4_add_one__eccentric_wave_sim_to_first2_last_minus_first,ridge,7,hsianshun0514workout|tsenyu0515workout|yanz0510workout|yoru0511workout|yushuan0513workout,haoyu0512workout,ziho0512workout,100.0,1.248678516776124,11,24,1.248678516776124,1.4535778007819231,-1.127663866442977,0.6117978755958804,0.20833333333333334,0.5833333333333334,23,1.522486842308301,1.645474146081266,-1.2520637618052994,0.8258521866567572,0.08695652173913043,0.391304347826087
imu_only_7subject_sets,M5_all_IMU_figure_components,ridge,1,tsenyu0515workout|yanz0510workout|yoru0511workout|yushuan0513workout|ziho0512workout,hsianshun0514workout,haoyu0512workout,100.0,1.1568894230668916,16,23,1.1568894230668916,1.486159876534038,0.434468996374732,0.8721004863479297,0.2608695652173913,0.782608695652174,24,1.12034386888503,1.2941708145361914,-0.6865905314434038,0.6221029816564494,0.20833333333333334,0.7083333333333334
imu_only_7subject_sets,M5_all_IMU_figure_components,ridge,2,haoyu0512workout|yanz0510workout|yoru0511workout|yushuan0513workout|ziho0512workout,tsenyu0515workout,hsianshun0514workout,100.0,1.9473250452868338,16,24,1.9473250452868338,2.3214563139226945,-0.4084191580998593,0.806157217145562,0.16666666666666666,0.375,23,1.3643864591494776,1.7469807509498831,0.21854928234452953,0.8746108504421957,0.21739130434782608,0.6521739130434783
imu_only_7subject_sets,M5_all_IMU_figure_components,ridge,3,haoyu0512workout|hsianshun0514workout|yoru0511workout|yushuan0513workout|ziho0512workout,yanz0510workout,tsenyu0515workout,10.0,0.7247153464204867,16,24,0.7247153464204867,0.9265193834064268,0.5752058550955091,0.786329372582117,0.4166666666666667,0.9166666666666666,24,2.0777433379650834,2.3544050422486094,-0.44868262582043084,0.794256591195354,0.041666666666666664,0.375
imu_only_7subject_sets,M5_all_IMU_figure_components,ridge,4,haoyu0512workout|hsianshun0514workout|tsenyu0515workout|yushuan0513workout|ziho0512workout,yoru0511workout,yanz0510workout,100.0,1.5157104980167488,16,24,1.5157104980167488,1.8389103009961534,-0.5810036288824869,0.716696552618984,0.20833333333333334,0.5,24,0.7929852907585092,1.0257781347908101,0.47931342755550665,0.7138340740917974,0.375,0.875
imu_only_7subject_sets,M5_all_IMU_figure_components,ridge,5,haoyu0512workout|hsianshun0514workout|tsenyu0515workout|yanz0510workout|ziho0512workout,yushuan0513workout,yoru0511workout,10.0,0.8804394312808445,16,24,0.8804394312808445,1.283200924341465,0.22449365769015917,0.5436179386707871,0.5416666666666666,0.8333333333333334,24,1.625152004847058,1.8424802920572825,-0.5871481890688519,0.7695384917526017,0.125,0.4583333333333333
imu_only_7subject_sets,M5_all_IMU_figure_components,ridge,6,haoyu0512workout|hsianshun0514workout|tsenyu0515workout|yanz0510workout|yoru0511workout,ziho0512workout,yushuan0513workout,100.0,1.4978549013959592,16,23,1.4978549013959592,1.6451714736247562,-1.2512353379961594,0.6927344195281395,0.13043478260869565,0.43478260869565216,24,1.0211262327775597,1.3567971017481644,0.13298653787421266,0.6193788738889653,0.2916666666666667,0.8333333333333334
imu_only_7subject_sets,M5_all_IMU_figure_components,ridge,7,hsianshun0514workout|tsenyu0515workout|yanz0510workout|yoru0511workout|yushuan0513workout,haoyu0512workout,ziho0512workout,100.0,1.4031835517115312,16,24,1.4031835517115312,1.595742414479084,-1.5642008033910857,0.6096283795831291,0.20833333333333334,0.5833333333333334,23,1.578287351853472,1.7247526821159571,-1.474299197881468,0.696910663202763,0.08695652173913043,0.43478260869565216
imu_vo2_overlap_sets,M0_exercise_mean,exercise_mean,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,,1.4236111111111114,0,24,1.4236111111111114,1.5844294451526288,-0.24226804123711365,0.21019233550035915,0.08333333333333333,0.5,24,1.4236111111111114,1.6530695354064477,-1.7517482517482517,0.3766598367417936,0.08333333333333333,0.5833333333333334
