dataset,stage,model_type,fold,train_subjects,val_subject,test_subject,selected_alpha,val_selection_mae,n_features,val_n,val_mae,val_rmse,val_r2,val_spearman,val_rounded_exact_acc,val_rounded_pm1_acc,test_n,test_mae,test_rmse,test_r2,test_spearman,test_rounded_exact_acc,test_rounded_pm1_acc
imu_vo2_overlap_sets,M0_exercise_mean,exercise_mean,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,,1.9513888888888886,0,24,1.9513888888888886,2.415948169054037,-1.728896103896104,0.1585746991634606,0.16666666666666666,0.4166666666666667,24,1.2986111111111112,1.6383002709447916,-0.3281786941580753,-0.0006758595996796115,0.25,0.6666666666666666
imu_vo2_overlap_sets,M0_exercise_mean,exercise_mean,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,,1.097222222222222,0,24,1.097222222222222,1.3359349618234497,0.1594439901880622,0.3154534996778317,0.2916666666666667,0.7083333333333334,24,1.7916666666666667,2.196904387744011,-1.2564935064935066,0.4412605628806426,0.20833333333333334,0.4583333333333333
imu_vo2_overlap_sets,M0_exercise_mean,exercise_mean,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,,1.6111111111111114,0,24,1.6111111111111114,1.8352262954621035,-2.3916083916083917,0.22830366472095587,0.125,0.4166666666666667,24,1.4444444444444446,1.8047006523089764,-0.5339329517579725,0.14071155149317635,0.16666666666666666,0.5833333333333334
imu_vo2_overlap_sets,M1_exercise_plus_set_index,ridge,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,0.01,1.1005992865704572,9,24,1.1005992865704572,1.2542807712674817,0.22149925616263166,0.5719831363284613,0.125,0.8333333333333334,24,1.4377331761703518,1.6634877681950788,-1.7865425448292913,0.5689265555115782,0.16666666666666666,0.5
imu_vo2_overlap_sets,M1_exercise_plus_set_index,ridge,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,100.0,1.9874936822222977,9,24,1.9874936822222977,2.3620679896372843,-1.6085343734556932,0.4520428070422092,0.16666666666666666,0.4166666666666667,24,1.1289734500227082,1.4284159485591463,-0.009668678976392009,0.4242976365629749,0.25,0.8333333333333334
imu_vo2_overlap_sets,M1_exercise_plus_set_index,ridge,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,0.01,0.9856612604956222,9,24,0.9856612604956222,1.204014849979169,0.31725313723063964,0.5808649183608614,0.25,0.8333333333333334,24,1.767712517948248,2.0916787837404702,-1.0455107121636429,0.6071482282685738,0.20833333333333334,0.375
imu_vo2_overlap_sets,M1_exercise_plus_set_index,ridge,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,100.0,1.5867509446300343,9,24,1.5867509446300343,1.7379185666244135,-2.0414823494221763,0.38725503827611585,0.125,0.3333333333333333,24,1.3955225209345306,1.6980078088506627,-0.35792377669392406,0.38855169699615344,0.16666666666666666,0.5416666666666666
imu_vo2_overlap_sets,M2_exercise_plus_accumulated_TUT,ridge,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,0.01,1.0536955667455732,9,24,1.0536955667455732,1.2416707838744583,0.23707397829571364,0.7031599197128546,0.16666666666666666,0.6666666666666666,24,1.0710381778612732,1.3281781171303702,-0.7763931745360311,0.5890181674619913,0.20833333333333334,0.7916666666666666
imu_vo2_overlap_sets,M2_exercise_plus_accumulated_TUT,ridge,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,0.01,1.5777121402151515,9,24,1.5777121402151515,1.9863115421707964,-0.8446182796388753,0.48623465001102073,0.25,0.5,24,1.01155578836066,1.283039960715324,0.1853897530099563,0.4714418184033055,0.375,0.75
imu_vo2_overlap_sets,M2_exercise_plus_accumulated_TUT,ridge,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,10.0,0.9749923177835248,9,24,0.9749923177835248,1.1826951499792346,0.34121810053653556,0.5892517183636079,0.3333333333333333,0.7916666666666666,24,1.4398366440043253,1.786907962427342,-0.49284990107408433,0.6252222714296961,0.2916666666666667,0.5
imu_vo2_overlap_sets,M2_exercise_plus_accumulated_TUT,ridge,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,10.0,0.9463079328182126,9,24,0.9463079328182126,1.2641266254812935,-0.6091910631895385,0.5445434992005886,0.4166666666666667,0.75,24,1.0024334953985836,1.4543685845907022,0.0038035352490983776,0.5028576694305977,0.4583333333333333,0.7916666666666666
imu_vo2_overlap_sets,M3_progression_control,ridge,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,10.0,1.094969826279155,10,24,1.094969826279155,1.2902681594324439,0.17618544004361925,0.6698031872786586,0.25,0.7083333333333334,24,0.9746774379248219,1.2156298876627225,-0.48808998198712694,0.6226453556596372,0.3333333333333333,0.7916666666666666
imu_vo2_overlap_sets,M3_progression_control,ridge,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,10.0,1.8222206979328677,10,24,1.8222206979328677,2.2815268443258585,-1.4336770219436676,0.45781545585512545,0.25,0.4166666666666667,24,0.9871993531528555,1.3858181137740067,0.0496535202651649,0.4781131648901447,0.4583333333333333,0.75
imu_vo2_overlap_sets,M3_progression_control,ridge,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,10.0,0.9578270412418964,10,24,0.9578270412418964,1.1766100639440376,0.3479796600794359,0.6131762242219799,0.3333333333333333,0.8333333333333334,24,1.4758440134838817,1.8114909205184304,-0.5342074907057868,0.641652118051073,0.25,0.5
imu_vo2_overlap_sets,M3_progression_control,ridge,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,10.0,1.2055137887945042,10,24,1.2055137887945042,1.522801793436412,-1.335141562946951,0.5336960191368318,0.375,0.625,24,1.0787687782526094,1.6413328439765893,-0.2687888296946661,0.4381728943320362,0.4583333333333333,0.8333333333333334
imu_vo2_overlap_sets,M4_add_one__eccentric_pca_range_mean,ridge,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,10.0,0.9732864559705429,11,24,0.9732864559705429,1.1520937609163122,0.34318183887391707,0.7018256504154868,0.25,0.7916666666666666,24,1.0405118831695015,1.2898951666227674,-0.6754647124912994,0.5581028492802846,0.3333333333333333,0.7083333333333334
imu_vo2_overlap_sets,M4_add_one__eccentric_pca_range_mean,ridge,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,10.0,1.790737781723718,11,24,1.790737781723718,2.226739980966361,-1.3181994018444998,0.4955596980934238,0.25,0.4166666666666667,24,0.9712578980972232,1.3647127302752389,0.07837979240810056,0.5172517309462682,0.5,0.75
imu_vo2_overlap_sets,M4_add_one__eccentric_pca_range_mean,ridge,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,10.0,0.9235319365733083,11,24,0.9235319365733083,1.1570483531353977,0.3694797436629913,0.6211510595081039,0.3333333333333333,0.8333333333333334,24,1.4355384574923757,1.7620437516433838,-0.451593955550619,0.7042631551757798,0.25,0.5
imu_vo2_overlap_sets,M4_add_one__eccentric_pca_range_mean,ridge,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,10.0,1.247654211501148,11,24,1.247654211501148,1.5448121066923763,-1.403132867675529,0.5022383269519374,0.3333333333333333,0.625,24,1.0295152889826573,1.5635180478850075,-0.15133530921651284,0.522351711241123,0.4583333333333333,0.8333333333333334
imu_vo2_overlap_sets,M4_add_one__concentric_gyro_diff_rms_last2,ridge,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,10.0,0.9174534503391252,11,24,0.9174534503391252,1.0648696455655349,0.43887140847165296,0.6693584308462026,0.3333333333333333,0.7916666666666666,24,1.0573282609549433,1.2980925942763861,-0.6968279104712485,0.6042046395512507,0.125,0.75
imu_vo2_overlap_sets,M4_add_one__concentric_gyro_diff_rms_last2,ridge,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,10.0,1.7777002721260582,11,24,1.7777002721260582,2.221484118898919,-1.3072688423210894,0.4760215021112459,0.25,0.4166666666666667,24,0.9682707339034774,1.3853034805919273,0.05035922473891541,0.5608378613269511,0.5,0.75
imu_vo2_overlap_sets,M4_add_one__concentric_gyro_diff_rms_last2,ridge,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,10.0,0.9497460510418619,11,24,0.9497460510418619,1.154151450391568,0.3726330592199566,0.6096318529837025,0.3333333333333333,0.8333333333333334,24,1.389507137022494,1.7179235442493166,-0.37981047973897164,0.7202489518884708,0.3333333333333333,0.5
imu_vo2_overlap_sets,M4_add_one__concentric_gyro_diff_rms_last2,ridge,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,0.01,1.240992020751455,11,24,1.240992020751455,1.563575078390819,-1.4618632986723021,0.5646113373185386,0.25,0.625,24,1.0433362794768413,1.5614835000898282,-0.1483408792529859,0.5307695929320317,0.4166666666666667,0.8333333333333334
imu_vo2_overlap_sets,M4_add_one__eccentric_pca_movement_rate_mean,ridge,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,10.0,0.9412358828026101,11,24,0.9412358828026101,1.1013240772556145,0.3997947761766941,0.7009361375505749,0.2916666666666667,0.7916666666666666,24,1.1019691442513533,1.349559399766977,-0.8340470110763218,0.5656960853249143,0.3333333333333333,0.7083333333333334
imu_vo2_overlap_sets,M4_add_one__eccentric_pca_movement_rate_mean,ridge,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,10.0,1.8076930054533022,11,24,1.8076930054533022,2.257464150008948,-1.3826129608924993,0.4738012525678166,0.25,0.4166666666666667,24,0.9825792754950292,1.3784411031152295,0.059744391872562086,0.5039090379725897,0.4583333333333333,0.75
imu_vo2_overlap_sets,M4_add_one__eccentric_pca_movement_rate_mean,ridge,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,10.0,0.9397400635478511,11,24,0.9397400635478511,1.165697882321463,0.36001758426747643,0.6171636418650419,0.3333333333333333,0.8333333333333334,24,1.445696261644164,1.7785810784812741,-0.4789691363420523,0.6585260145811359,0.25,0.5
imu_vo2_overlap_sets,M4_add_one__eccentric_pca_movement_rate_mean,ridge,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,10.0,1.3323659207846834,11,24,1.3323659207846834,1.6457897952518663,-1.7275654770793416,0.48922135087542923,0.3333333333333333,0.5416666666666666,24,1.0269903270905,1.5856037411487047,-0.1840917358889509,0.5272252216937544,0.4166666666666667,0.8333333333333334
imu_vo2_overlap_sets,M4_add_one__concentric_sec_last2_vs_first2,ridge,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,10.0,1.0445399371583415,11,24,1.0445399371583415,1.2243979547213644,0.25815240336864664,0.6626870843593633,0.20833333333333334,0.6666666666666666,24,1.228032621753553,1.8525385256811564,-2.4558982827632128,0.4783738708116725,0.25,0.7083333333333334
imu_vo2_overlap_sets,M4_add_one__concentric_sec_last2_vs_first2,ridge,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,10.0,1.8392488594359324,11,24,1.8392488594359324,2.3015893418095255,-1.476666051167836,0.4640321545767275,0.25,0.4166666666666667,24,0.9861507304126539,1.3918169088193615,0.041408177645121835,0.4781131648901447,0.4583333333333333,0.75
imu_vo2_overlap_sets,M4_add_one__concentric_sec_last2_vs_first2,ridge,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,10.0,0.9529367219584278,11,24,0.9529367219584278,1.1857823848530955,0.3377743239613513,0.5759603262200679,0.3333333333333333,0.8333333333333334,24,1.4134691851294583,1.74556797103954,-0.42457495447646076,0.6540855154942772,0.2916666666666667,0.5
imu_vo2_overlap_sets,M4_add_one__concentric_sec_last2_vs_first2,ridge,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,10.0,1.1186605640942633,11,24,1.1186605640942633,1.3752386039634013,-0.904506960613241,0.3926787783079942,0.25,0.7083333333333334,24,0.9936936141762261,1.4707700082090098,-0.018792072133399618,0.5086172726927983,0.4166666666666667,0.7916666666666666
imu_vo2_overlap_sets,M4_add_one__ce_ratio_slope,ridge,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,1.0,0.8586730332220861,11,24,0.8586730332220861,1.0420670503148668,0.46264557326914957,0.6755850209005859,0.375,0.8333333333333334,24,0.8459739496598928,1.0933046740244912,-0.20367395716858083,0.5863062974460521,0.4583333333333333,0.9166666666666666
imu_vo2_overlap_sets,M4_add_one__ce_ratio_slope,ridge,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,100.0,1.9335449681369272,11,24,1.9335449681369272,2.3011965349410892,-1.4758207497051372,0.4897870492805076,0.16666666666666666,0.375,24,1.0745332531990799,1.352420551611816,0.0949073739767381,0.527481128892755,0.2916666666666667,0.7916666666666666
imu_vo2_overlap_sets,M4_add_one__ce_ratio_slope,ridge,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,10.0,0.9502575461323791,11,24,0.9502575461323791,1.1629173138688433,0.3630670751888361,0.6211510595081039,0.3333333333333333,0.7916666666666666,24,1.3193128044726938,1.654946240884611,-0.2804999242578152,0.6651867632114238,0.375,0.5833333333333334
imu_vo2_overlap_sets,M4_add_one__ce_ratio_slope,ridge,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,10.0,1.0334603477757325,11,24,1.0334603477757325,1.2935677388563263,-0.6850190159539933,0.5152553030284454,0.375,0.75,24,0.9630146079530887,1.4211973751168503,0.048727767844253034,0.525009989669831,0.5416666666666666,0.7916666666666666
imu_vo2_overlap_sets,M4_add_one__eccentric_wave_sim_to_first2_last_minus_first,ridge,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,10.0,0.8283307627457347,11,24,0.8283307627457347,1.0048365458093236,0.5003563791534781,0.74318799863389,0.2916666666666667,0.8333333333333334,24,0.8708112941432109,1.1256624572302878,-0.27597691844023076,0.5863062974460521,0.4166666666666667,0.7916666666666666
imu_vo2_overlap_sets,M4_add_one__eccentric_wave_sim_to_first2_last_minus_first,ridge,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,100.0,1.9146886357562816,11,24,1.9146886357562816,2.283113207066118,-1.4370625063126035,0.49467159827605206,0.16666666666666666,0.375,24,1.0748618839565116,1.3545770736192435,0.09201861523717603,0.5203650259734599,0.3333333333333333,0.7916666666666666
imu_vo2_overlap_sets,M4_add_one__eccentric_wave_sim_to_first2_last_minus_first,ridge,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,1.0,1.0101048665167645,11,24,1.0101048665167645,1.2403523216168058,0.275420314078205,0.5462762170994951,0.20833333333333334,0.7916666666666666,24,1.1242650149854725,1.365746789847691,0.1279283820356646,0.6705153621156541,0.25,0.625
imu_vo2_overlap_sets,M4_add_one__eccentric_wave_sim_to_first2_last_minus_first,ridge,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,10.0,1.0257241579615062,11,24,1.0257241579615062,1.3213745576114706,-0.7582407265483841,0.5543062312579696,0.375,0.6666666666666666,24,0.9763405894821057,1.5570163557277117,-0.141779853502924,0.43064110545069684,0.5416666666666666,0.75
imu_vo2_overlap_sets,M4_add_one__vo2_slope_lag45,ridge,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,100.0,1.1676011823144605,11,24,1.1676011823144605,1.4165152418959313,0.00708514778219127,0.4505382660778759,0.25,0.625,24,1.1268100687726872,1.246538876592723,-0.564725318904999,0.6427131937775872,0.08333333333333333,0.75
imu_vo2_overlap_sets,M4_add_one__vo2_slope_lag45,ridge,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,10.0,1.699956613000419,11,24,1.699956613000419,2.1439053358166413,-1.1489335480772773,0.5195383931624605,0.25,0.4166666666666667,24,1.0520486480295586,1.4685082321046776,-0.06714214981898836,0.4127339693191203,0.4166666666666667,0.7083333333333334
imu_vo2_overlap_sets,M4_add_one__vo2_slope_lag45,ridge,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,10.0,0.9588028214811669,11,24,0.9588028214811669,1.180590444001218,0.34356073036386914,0.6131762242219799,0.2916666666666667,0.8333333333333334,24,1.461221493046966,1.7878381416140565,-0.4944045187267547,0.6665189129374813,0.25,0.5
imu_vo2_overlap_sets,M4_add_one__vo2_slope_lag45,ridge,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,10.0,1.171214944692128,11,24,1.171214944692128,1.4842414849545176,-1.2183781897555161,0.5440011251974008,0.3333333333333333,0.625,24,1.0712012001023423,1.6383865642764774,-0.26423783122237743,0.4381728943320362,0.4166666666666667,0.8333333333333334
imu_vo2_overlap_sets,M4_add_one__vo2_mean_delta_subject_min_lag10,ridge,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,100.0,1.1090626619041097,11,24,1.1090626619041097,1.3708951801875908,0.07001059213448202,0.6408940191690219,0.375,0.7083333333333334,24,1.2710943588983044,1.467100204957672,-1.1674346408371008,0.5098315629965671,0.16666666666666666,0.5833333333333334
imu_vo2_overlap_sets,M4_add_one__vo2_mean_delta_subject_min_lag10,ridge,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,10.0,1.8448448802439106,11,24,1.8448448802439106,2.310540831550781,-1.4959683329023576,0.4627000048506699,0.25,0.375,24,0.9968010687934244,1.4258703239687878,-0.006073161620547163,0.4607676640243627,0.5,0.75
imu_vo2_overlap_sets,M4_add_one__vo2_mean_delta_subject_min_lag10,ridge,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,10.0,1.033268719674145,11,24,1.033268719674145,1.2167879168786615,0.3026901449180197,0.5724159549817904,0.25,0.7083333333333334,24,1.5220963144860775,1.8546471340119361,-0.6081789052097766,0.6656308131201096,0.2916666666666667,0.5
imu_vo2_overlap_sets,M4_add_one__vo2_mean_delta_subject_min_lag10,ridge,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,10.0,1.1993445057846834,11,24,1.1993445057846834,1.5159595680022449,-1.3142042748372562,0.5440011251974008,0.3333333333333333,0.625,24,1.0671904153898335,1.6283606139522806,-0.24881240760827783,0.45500865771385357,0.4166666666666667,0.8333333333333334
imu_vo2_overlap_sets,M5_all_IMU_figure_components,ridge,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,100.0,0.8556240054603093,16,24,0.8556240054603093,1.0597918238567123,0.4442101229293838,0.7307348185251236,0.2916666666666667,0.8333333333333334,24,1.1185001843490412,1.2574435103445267,-0.5922212738873387,0.4550517886745955,0.125,0.7083333333333334
imu_vo2_overlap_sets,M5_all_IMU_figure_components,ridge,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,100.0,1.8778837469344325,16,24,1.8778837469344325,2.2397249511841584,-1.345314842213607,0.5417408885967536,0.125,0.4583333333333333,24,1.0324201363978383,1.3324029411710683,0.1215022197238863,0.6173219282488567,0.3333333333333333,0.8333333333333334
imu_vo2_overlap_sets,M5_all_IMU_figure_components,ridge,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,10.0,1.0132165554313082,16,24,1.0132165554313082,1.2214695308930952,0.29731399723424845,0.5546940987904038,0.20833333333333334,0.7916666666666666,24,1.248475543977686,1.5384619456108577,-0.10658630767972532,0.6842809092849159,0.3333333333333333,0.625
imu_vo2_overlap_sets,M5_all_IMU_figure_components,ridge,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,10.0,1.1502624857282455,16,24,1.1502624857282455,1.4681454308544564,-1.17052409009783,0.5488824912260913,0.3333333333333333,0.6666666666666666,24,0.9180783590843146,1.464111355175956,-0.00958814943955888,0.5121616439310758,0.5416666666666666,0.8333333333333334
imu_vo2_overlap_sets,M6_all_IMU_plus_VO2_figure_components,ridge,1,yoru0511workout|yushuan0513workout,yanz0510workout,haoyu0512workout,100.0,0.9323778364002813,18,24,0.9323778364002813,1.1296876030529044,0.368481279756825,0.5999764273830746,0.2916666666666667,0.75,24,1.1320577210987093,1.2636212253446482,-0.6079046053452968,0.44854330063634146,0.20833333333333334,0.7083333333333334
imu_vo2_overlap_sets,M6_all_IMU_plus_VO2_figure_components,ridge,2,haoyu0512workout|yushuan0513workout,yoru0511workout,yanz0510workout,100.0,1.8001970695620508,18,24,1.8001970695620508,2.1383118229245923,-1.1377349126510046,0.5781529811089946,0.08333333333333333,0.4583333333333333,24,1.0326038874021517,1.3405968598504154,0.11066394689940062,0.4834502420796161,0.2916666666666667,0.75
imu_vo2_overlap_sets,M6_all_IMU_plus_VO2_figure_components,ridge,3,haoyu0512workout|yanz0510workout,yushuan0513workout,yoru0511workout,100.0,1.0709441500282784,18,24,1.0709441500282784,1.240925401270369,0.27475060468161616,0.6419742405329834,0.20833333333333334,0.7083333333333334,24,1.4767027376842183,1.8049819556354787,-0.5232020125468622,0.7122560535321254,0.16666666666666666,0.5416666666666666
imu_vo2_overlap_sets,M6_all_IMU_plus_VO2_figure_components,ridge,4,yanz0510workout|yoru0511workout,haoyu0512workout,yushuan0513workout,10.0,1.103037252847064,18,24,1.103037252847064,1.4157156122588117,-1.0182664339177712,0.533153645133644,0.2916666666666667,0.7083333333333334,24,0.9024831987416269,1.4365139537261857,0.028113109233015465,0.5214656184315537,0.5416666666666666,0.8333333333333334
