dataset,folder,exercise,set_id,borg,kg,n_reps,set_index_numeric,total_rep_sec,total_concentric_sec,total_eccentric_sec,mean_ce_ratio,mean_ce_time_balance_abs,concentric_sec_mean,concentric_sec_first2,concentric_sec_last2,concentric_sec_slope,concentric_sec_cv,concentric_sec_last2_vs_first2,concentric_pca_movement_rate_mean,concentric_pca_movement_rate_first2,concentric_pca_movement_rate_last2,concentric_pca_movement_rate_slope,concentric_pca_movement_rate_cv,concentric_pca_movement_rate_last2_vs_first2,concentric_pca_range_mean,concentric_pca_range_first2,concentric_pca_range_last2,concentric_pca_range_slope,concentric_pca_range_cv,concentric_pca_range_last2_vs_first2,concentric_gyro_diff_rms_mean,concentric_gyro_diff_rms_first2,concentric_gyro_diff_rms_last2,concentric_gyro_diff_rms_slope,concentric_gyro_diff_rms_cv,concentric_gyro_diff_rms_last2_vs_first2,concentric_gyro_peak_abs_mean,concentric_gyro_peak_abs_first2,concentric_gyro_peak_abs_last2,concentric_gyro_peak_abs_slope,concentric_gyro_peak_abs_cv,concentric_gyro_peak_abs_last2_vs_first2,concentric_acc_diff_rms_mean,concentric_acc_diff_rms_first2,concentric_acc_diff_rms_last2,concentric_acc_diff_rms_slope,concentric_acc_diff_rms_cv,concentric_acc_diff_rms_last2_vs_first2,eccentric_sec_mean,eccentric_sec_first2,eccentric_sec_last2,eccentric_sec_slope,eccentric_sec_cv,eccentric_sec_last2_vs_first2,eccentric_pca_movement_rate_mean,eccentric_pca_movement_rate_first2,eccentric_pca_movement_rate_last2,eccentric_pca_movement_rate_slope,eccentric_pca_movement_rate_cv,eccentric_pca_movement_rate_last2_vs_first2,eccentric_pca_range_mean,eccentric_pca_range_first2,eccentric_pca_range_last2,eccentric_pca_range_slope,eccentric_pca_range_cv,eccentric_pca_range_last2_vs_first2,eccentric_gyro_diff_rms_mean,eccentric_gyro_diff_rms_first2,eccentric_gyro_diff_rms_last2,eccentric_gyro_diff_rms_slope,eccentric_gyro_diff_rms_cv,eccentric_gyro_diff_rms_last2_vs_first2,eccentric_gyro_peak_abs_mean,eccentric_gyro_peak_abs_first2,eccentric_gyro_peak_abs_last2,eccentric_gyro_peak_abs_slope,eccentric_gyro_peak_abs_cv,eccentric_gyro_peak_abs_last2_vs_first2,eccentric_acc_diff_rms_mean,eccentric_acc_diff_rms_first2,eccentric_acc_diff_rms_last2,eccentric_acc_diff_rms_slope,eccentric_acc_diff_rms_cv,eccentric_acc_diff_rms_last2_vs_first2,ce_ratio_slope,ce_ratio_last_minus_first,ce_time_balance_slope,phase_vector_similarity_slope,phase_vector_similarity_last_minus_first,phase_vector_similarity_mean,phase_vector_similarity_min,concentric_wave_sim_to_first2_mean,concentric_wave_sim_to_first2_min,concentric_wave_sim_to_first2_slope,concentric_wave_sim_to_first2_last_minus_first,eccentric_wave_sim_to_first2_mean,eccentric_wave_sim_to_first2_min,eccentric_wave_sim_to_first2_slope,eccentric_wave_sim_to_first2_last_minus_first,kg_x_total_rep_sec,kg_x_n_reps,cumulative_active_time_sec,vo2_slope_lag45,vo2_mean_delta_subject_min_lag10
imu_only_7subject_sets,yanz0510workout,db_bench_press,4,8.0,8.0,12,4.0,31.922585999999995,16.687224,15.235362,0.5146218743349165,0.2496780547197952,1.390602,1.3553775,1.1256525,-0.2152346538461539,0.3544271204495274,-0.1694915254237288,0.9495759627276724,0.6917657130571182,1.0424566707366063,0.1862678643640222,0.3134013501297817,0.5069504762380901,1.211614508872818,0.9329072237941392,1.039155416389518,-0.1397159756993908,0.3777472650756234,0.1138893449267837,0.0343181699924757,0.0348649746704257,0.0352855103802324,-0.0023509652047315,0.1671200795846937,0.012061838959642,0.6412702633638231,0.7698470951997973,0.6165609105081511,-0.1221771463314547,0.2607545787920302,-0.1991125064281291,0.0209544522245632,0.0227329927930364,0.0179245584061174,-0.003950032475004,0.1580211928772457,-0.2115178775929576,1.2696135,0.928089,1.6218585,0.1473774230769231,0.3309432614299525,0.7475247524752475,0.8313073758602645,1.1611595997379,0.7010636112329711,-0.1682710549927966,0.2710052972835443,-0.3962383712013257,1.0401039992805106,1.0179918990352617,1.1335378706992132,-0.0007468855440915,0.3462573340629219,0.1135038223520767,0.0306327094445218,0.0402976088586896,0.0328332017554198,-0.004265749697845,0.2738342114399733,-0.1852320104015348,0.6028206674688503,0.6191743447439375,0.6886668656611722,0.0299880886862309,0.1511316954061147,0.1122341736332335,0.0174131004749314,0.0237529764227539,0.0183037911216767,-0.0028286586357725,0.2599557167978157,-0.2294106306549952,-0.1015737509159547,-0.2055535575136366,0.1754244086063155,-0.2875183494112414,-0.8652651849170003,-0.0053828930331406,-0.8004959145856504,0.3557189169078295,-0.1616074686013613,-0.1849003519709678,-0.4467646071408944,0.5218135850924416,-0.1115891428304745,-0.1821426162475634,-0.1618341902865502,255.38068799999996,96.0,109.367478,,
imu_only_7subject_sets,yanz0510workout,db_biceps_curl,0,7.0,5.0,12,0.0,30.535046999999995,16.016426999999997,14.51862,0.5210857189640143,0.0990785370886491,1.3347022499999996,1.01079,1.5667245,0.2507536730769231,0.1913546230604944,0.5499999999999998,5.634314306899427,5.764524995660783,5.5682324830415215,-0.0861815360901095,0.1234802992391611,-0.0340518104730258,7.465548542698968,5.581439891606312,8.773135900287564,1.4251024882334438,0.2131572605491004,0.5718409712664121,0.0698323746880244,0.0710333894278729,0.0638964703178953,-0.0026886184049294,0.1549272442053657,-0.1004727377851567,4.245678734616342,3.880097933390931,4.0789639154704425,0.1148383692165005,0.088479904138676,0.0512528254424022,0.0314512611211014,0.0271511425515364,0.0378671122249236,0.0051767398534805,0.2774986501369235,0.3946784063708117,1.209885,1.0980854999999998,1.1072745,0.0586682307692307,0.1718631233970355,0.0083682008368202,5.592402474063836,4.812574080728051,7.201253861019577,0.7513563797221909,0.2845452806654743,0.4963414048745749,6.749419912994632,5.496125757669754,7.912491023772668,1.080838815263773,0.3028085809758924,0.4396488313119322,0.0726206397411937,0.0663817191485248,0.0767306572651258,0.0001561221865666,0.2434347027205577,0.1559004233295899,3.684822381080256,3.574202493535429,3.767798902902168,0.0897117393006007,0.1569673903033614,0.0541649248236193,0.021381236740437,0.0282467418599432,0.0203429593809695,-0.0041512193134816,0.1633420794345947,-0.279812182168242,0.0468135724369402,0.2045702930948832,-0.0051088609043787,-0.397006103680401,-1.754938907542403,-0.2001392574332924,-0.7915992628964954,0.7473048595420596,0.649005230459283,-0.0366782803807613,-0.0412568458492045,0.9259203355950604,0.7573524647959586,-0.0313785575967464,0.0223597306757699,152.675235,60.0,30.535046999999995,,
imu_only_7subject_sets,yanz0510workout,db_biceps_curl,1,9.0,5.0,12,1.0,29.708036999999997,15.52941,14.178627,0.5204344052031499,0.1139118106271585,1.2941175,1.4197004999999998,1.323216,0.0212053846153846,0.1807941663430074,-0.0679611650485435,6.976397930635305,4.7618304112777,6.9390263024329695,0.8435872615407227,0.1867566616925003,0.4572182759803667,8.815715259875182,6.072540298501071,9.188067924671056,1.69920295290254,0.1781444157551023,0.5130517827833949,0.078749915891135,0.0536872728194015,0.0907654841829843,0.0208357400373408,0.1977985636223062,0.6906331690251835,4.385422204146162,3.884239910534243,4.558858200414522,0.6240126799647643,0.1514215008722946,0.1736809016483977,0.0435722872807414,0.021597504554225,0.0667313997345678,0.0289865556239679,0.5098063053951595,2.0897736156056643,1.18155225,1.1348414999999998,1.304838,-0.0153739038461538,0.1230668014328041,0.1497975708502026,6.667774587831109,5.792993890031964,7.113591418302329,0.5689432808613363,0.19683681921774,0.2279645988480541,7.834289483896177,6.544279024204845,9.282084399074776,0.6252268330997823,0.1976059254062681,0.4183509542829411,0.0739685115559998,0.0752799874360385,0.0703986967034937,0.00173205701645,0.138685542615998,-0.0648418112010474,3.992413471011472,3.37671809201784,4.321903407191995,0.4905447125838788,0.1389447373634509,0.2799124147818144,0.0265801580039105,0.0205524589504775,0.0306657273726192,0.0067932431548382,0.2092071893013478,0.4920709705106441,0.0122581027985977,-0.0813097866077998,-0.0515806641929592,-0.4588212992220303,-1.5875676287190483,-0.0726350258916888,-0.6595997341535421,0.918682343884055,0.8203752491098343,-0.0263949946120784,-0.1628039980915848,0.8943856503650292,0.729576640297977,0.0106681767216761,-0.0457988985210153,148.54018499999998,60.0,60.243083999999996,,
imu_only_7subject_sets,yanz0510workout,db_biceps_curl,2,10.0,5.0,9,2.0,21.50226,11.173823999999998,10.328436,0.5414993011473856,0.1578926390340792,1.2415359999999998,1.1164635,1.3645664999999998,0.1372223999999999,0.1090250882840562,0.2222222222222218,6.89673883696982,6.350145985090621,6.107026613239382,0.1253677236695423,0.1859175738663442,-0.0382856350739106,8.500644515352047,7.176759099490651,8.061484482159443,0.8011074526454561,0.1804199313272526,0.1232764497740468,0.0771356963269447,0.0926704955175232,0.0692781133597491,-0.0088003954741579,0.1628280000940813,-0.2524253488355504,4.552855867971641,5.025092920971737,4.241274582370536,-0.2266336597561214,0.083353591574433,-0.1559808646184455,0.036988223712276,0.0364097354041732,0.0328378460161337,0.0017572249509861,0.3990043711866601,-0.0981025911995507,1.147604,1.1256525,0.8132265,-0.1843925999999999,0.3747590336182089,-0.2775510204081632,5.881690344814375,4.492245578956579,6.99346028654263,1.3554447899711466,0.2137486893375196,0.5567849449955966,7.687342522659974,5.053912222417607,10.260857876303788,2.8235123632581804,0.2786457609760366,1.0302801918066096,0.0691204977252693,0.0722658923164802,0.0669645950691271,-0.0015452177069965,0.1083774332082683,-0.0733582202809687,3.966190551942594,3.0136524423891524,4.797517370068841,1.0130820096229591,0.1790808959179921,0.5919278887599537,0.0248281080294329,0.01886372125795,0.0283390435584065,0.0051614702478652,0.2176431516124609,0.5023039818542265,0.1201925465942485,0.5260869565217392,0.2779222614279347,-0.635771383330356,-1.0894750446063202,-0.058887635096727,-0.6303038789778583,0.7835817544445869,0.3590423921346154,-0.2864292161676399,-0.6165682915270341,0.7177024559313404,0.0,-0.4140343661986075,-0.9963204541142812,107.5113,45.0,81.74534399999999,,
imu_only_7subject_sets,yanz0510workout,db_rdl,0,5.0,12.0,12,0.0,44.428815,27.502677,16.926138,0.6219072417748083,0.2438144835496165,2.2918897499999997,2.1640094999999997,2.370762,0.0464751346153846,0.0818808479559125,0.0955414012738855,0.4295129314509798,0.4152273756702699,0.4392143162790887,0.0063643386404635,0.226186380693527,0.0577682060825071,0.9750394141770952,0.905774549598384,1.0425590604989765,0.0309027969400258,0.2004186881814038,0.1510138598630772,0.0193255491700404,0.0178378285650908,0.0252036849575912,0.0036976693348114,0.2111332863337726,0.4129345881771471,0.5548459343450464,0.5614249673285644,0.5438121956200801,-0.0201727689042565,0.0481479197801863,-0.031371550489269,0.0157368650384732,0.0151769233919589,0.0180141646059286,0.0013507681017552,0.1264108578107835,0.1869444248149048,1.4105115,1.047546,1.2634875,0.1413692307692307,0.1905189422265766,0.2061403508771933,0.4308694730047844,0.3387434590547951,0.6490577593017097,0.1692907769469791,0.3622210615650035,0.9160746634423376,0.6044615291523195,0.333742393630309,0.7988723568814782,0.2711644757821525,0.3663368777922695,1.3936795927891614,0.0159804654592854,0.0110379635132331,0.0188105955397358,0.0043025617943556,0.2262041993091071,0.7041726507959822,0.5520514270858032,0.5636508392617564,0.5214912747873488,-0.0228743094916769,0.0579843340970854,-0.0747973063069084,0.0160905380507684,0.014875390178251,0.0196829441505037,0.0029811039432226,0.1819671859518777,0.3231884283130783,-0.024589948923736,-0.0640821115359616,-0.0491798978474721,-0.5332419924196182,-1.3317070212940645,0.0072433270916835,-0.5102338623234492,0.2769990078139571,-0.2485265680420929,-0.349001975861873,-0.5114273623207655,0.5826291922097993,-0.1092145632494871,0.0036686453694462,0.0682643676932227,533.1457800000001,144.0,44.428815,,
imu_only_7subject_sets,yanz0510workout,db_rdl,1,8.0,12.0,12,1.0,43.362891,29.055618,14.298084,0.6706301783841414,0.3414656112838821,2.4213015,2.0859029999999996,2.7245384999999995,0.3046506923076923,0.1032776500388073,0.3061674008810573,0.4810374230323881,0.4037269817584846,0.6400209620501688,0.1039923339095917,0.249146123421809,0.585281615963529,1.1793871945371712,0.8360269324283057,1.7349253494660393,0.4089624832415414,0.3227962452963148,1.0752027024139197,0.0210557124857897,0.0172820754210421,0.0242203799698317,0.0040640791965971,0.1602296129187733,0.4014740347876104,0.5483161802348805,0.5203198453703205,0.5793684053544712,0.0214248870457911,0.066489439829732,0.1134851197961224,0.0153059581553453,0.015144803432749,0.0169946083954526,0.0014530638791873,0.1293727569224319,0.1221412328603488,1.191507,0.9694395,1.0153845,0.0858818076923076,0.1685324771525322,0.04739336492891,0.5807756965021188,0.7060746259622236,0.6728831911312267,0.0235780354489198,0.2858877183740061,-0.0470083948786068,0.6882933509531469,0.7024133563006998,0.6796527601752135,0.0760120422611463,0.3108802123020845,-0.0324034216054152,0.0167996309246783,0.0154185468362435,0.0240775495561132,0.0047623500006806,0.2760526098763822,0.5615965506889005,0.546505529326453,0.566346056343275,0.5278596280827106,-0.0159242727559629,0.0512295284392257,-0.0679556745023697,0.0138429501805884,0.014282021068076,0.0139101778228758,2.24419778165652e-05,0.1425538463862274,-0.0260357580644755,0.0108348153867964,0.057996001813304,0.0220959286136839,-0.5899470901191979,-1.3557567283580745,0.0205555932144746,-0.8118153838960719,0.1544911060683139,-0.5808886698022293,-0.2543660220282048,-0.3162606015629592,-0.2594494651287888,-0.9038486575363516,-0.7083346293037344,-1.663045606897823,520.354692,144.0,87.791706,,
imu_only_7subject_sets,yanz0510workout,db_rdl,2,9.0,12.0,12,2.0,42.021297,25.453529999999994,16.567766999999996,0.6059494579772604,0.2118989159545206,2.1211274999999996,1.9526624999999995,2.288061,0.2922808846153846,0.1152275089845301,0.171764705882353,0.4414134068905548,0.4193916429371335,0.5033599488652203,0.0386427638878806,0.2439367232499183,0.2002145425217105,0.9409546669000898,0.8293590338733365,1.1532884057271289,0.2243689659429514,0.2778640627251988,0.3905779748258753,0.0221866768553652,0.0172598405170619,0.0235653746775887,0.003550844718826,0.1990873375086484,0.3653298044262683,0.5297363125533737,0.5486500621974062,0.5150028764212858,0.0036081128614528,0.1023403465868175,-0.0613272249370746,0.0185683670645899,0.0146649505828216,0.0192111836025745,0.0024153026352118,0.1519478431456486,0.3100067057217559,1.3806472499999998,1.1302469999999998,1.405917,0.0337519038461538,0.1406916831316902,0.2439024390243904,0.5148523571040599,0.3796627022368158,0.5885471340610872,0.1622798189092265,0.3174905237531677,0.5501842308807543,0.7066241979459598,0.4229792748749775,0.8189100003593783,0.2303564159587612,0.3121482586948014,0.9360523056393916,0.020422385976295,0.0196611433886978,0.0272214784347852,0.0034021068136792,0.2160484205656622,0.3845318096013428,0.5284325836686201,0.523152666250499,0.5298306687252681,-0.0086912433061422,0.0523176624107489,0.0127649210365896,0.01830010490556,0.0166166665283372,0.0214948228542176,0.0022736168561442,0.1251325992620486,0.2935700922661828,0.0227077831337582,-0.0660613397901532,0.0454155662675164,-0.4889188665327321,-1.5518530667262544,0.0223709227814655,-0.6483659296825807,0.0738898607346035,-0.5247974431767526,-0.5156239554238918,-0.7388859941190045,0.4571373255084295,0.0498423012359866,-0.0981900336040422,-0.3844852891677477,504.2555640000001,144.0,129.81300299999998,,
imu_only_7subject_sets,yanz0510workout,db_shoulder_press,1,7.0,8.0,12,1.0,37.022481,20.932542,16.089938999999998,0.5669292660024401,0.1408613331253285,1.7443784999999998,1.810233,1.727532,-0.0805804615384614,0.1145228777831891,-0.045685279187817,1.0479990129029864,0.9946122250882344,1.2261814983410515,0.1457440500772367,0.1676459408305191,0.2328236748068066,1.8119764288336104,1.7201344056521943,2.1172829729273124,0.2082358684222332,0.1505897590826003,0.2308822880178005,0.0437553454933615,0.0384214507454039,0.0538529497190551,0.0069465745732594,0.2558503840711747,0.4016375923935451,1.2526289677250944,1.0398113812009533,1.7579061840786931,0.3840608262612759,0.3817653828121077,0.6906010223203753,0.0349960777160171,0.0350420489827527,0.0380050385270578,-0.0012966294922927,0.1729888222216951,0.0845552594759375,1.3408282499999995,0.9786285,1.2405149999999998,0.0323382115384615,0.167319307961695,0.2676056338028167,1.1506043215793818,1.1713340312312064,1.471156485577801,0.148162096499255,0.1915818367516402,0.2559666554137823,1.5193886148142262,1.1320778650865515,1.8205170826135917,0.2287642881303875,0.1907896188325472,0.6081200231526533,0.0532516314343109,0.0430767228762902,0.0618164072011115,0.0119805930178066,0.1643689980199547,0.4350304079221354,1.3707931691767588,0.8786551003974481,1.52693856185429,0.396830898488879,0.2319614289414651,0.737813348108489,0.0226544463450868,0.0175667850725653,0.021819280190399,0.002108114672277,0.1463289929487077,0.2420758892573344,-0.0183097719957119,-0.0694953419577023,-0.0382355750192195,-0.3767986851655455,-0.946421615871087,-0.0225957632341852,-0.4839677424279669,0.4554058491973422,-0.1782369668861492,-0.4352108659881556,-0.8834628015041229,0.2079109544196379,-0.7127324568395194,-0.4023833568841609,-0.327643846242287,296.179848,96.0,37.022481,,
imu_only_7subject_sets,yanz0510workout,db_shoulder_press,2,10.0,8.0,7,2.0,21.465503999999996,11.21058,10.245735,0.5238034484725647,0.0736165607551491,1.6015114285714287,1.6356419999999998,1.5759135,-0.0699020357142857,0.0732678687871689,-0.0365168539325841,1.180344338581558,0.7773859596062248,1.597241190962142,0.5482143943504936,0.3479486250418048,1.05463087057966,1.858649624833241,1.2040573627387543,2.526438760403651,0.8473468886609047,0.3339749278151075,1.0982710945407137,0.0412578638868258,0.0269763277170233,0.0576723680402387,0.0173188525550829,0.2932833760353685,1.1378880270588,0.905032163519472,0.6393050815893174,1.7573027021762873,0.6064571337982715,0.6080852932157211,1.74877011427411,0.0335764867880446,0.032732614479381,0.0346462647714812,0.0022453905799037,0.1581433826008478,0.0584631054542137,1.4636764285714283,1.369161,1.7275319999999998,0.2254586785714285,0.1465318256953194,0.2617449664429527,0.9046299181427582,0.7722518379951662,0.9609910134499626,0.0773444121217452,0.1793409479040958,0.2444010699214132,1.3269094126013496,1.0692242930904403,1.6395115055647609,0.302544906966506,0.2247011872470168,0.5333653716620919,0.0510102000316777,0.0508386526339132,0.0326455069280874,-0.0135263060437565,0.2966453132936201,-0.3578605010804228,1.3554715370678323,1.202676310056423,0.9587724691498096,-0.2378333983951945,0.3013351781427182,-0.2028009023435165,0.0203521609082461,0.0226042166144353,0.0128826393642433,-0.006675300705048,0.2993022469054455,-0.4300780432259539,-0.0450871060179824,-0.1246386900528155,-0.0329551171824824,-0.752743710599974,-1.6401387033916388,-0.0377813378682251,-0.8961241659498277,0.5630247820523435,0.2212924113129825,-0.3113101138827792,-0.4180450399468258,0.3102636621809379,-0.1197309556977444,-0.4248546922090383,-0.6292513574752698,171.72403199999997,56.0,58.487984999999995,,
imu_only_7subject_sets,yanz0510workout,db_shoulder_press,3,10.0,8.0,7,3.0,15.998048999999998,10.034387999999998,5.963661,0.635958431519649,0.2719168630392982,1.4334839999999998,1.4197004999999998,1.6356419999999998,0.1368504642857143,0.161442497223729,0.1521035598705502,1.2982487136370842,1.236928884965344,1.454916707998671,0.1737474650959494,0.1681214461939236,0.1762331090193876,1.855355709608752,1.7597561820259748,2.340331222518696,0.41484656118028,0.2146323592010054,0.3299178865928549,0.0574357167853096,0.0456514143718293,0.073255716389402,0.0164218194488491,0.197911177019102,0.6046757235764153,1.526088503199032,1.0673035418407253,2.460789136401547,0.8341604244079461,0.4215950494742619,1.3056132018053144,0.0374417580065184,0.036353421989581,0.0380646764567478,-3.4765371576073884e-06,0.1221713500446427,0.0470727203523579,0.8519515714285715,0.992412,0.569718,-0.2864998928571429,0.4180002171847766,-0.4259259259259259,1.530386442728809,0.9109199112782174,1.6864083333926794,0.510235018776732,0.3940054176943001,0.8513244825511435,1.5243403097156625,0.9093361694541078,1.764176308947477,0.5745546995919277,0.3996367747946897,0.9400705351977215,0.0546106053933804,0.0496119799096636,0.0529176847516012,-0.001111130770134,0.2184682184176719,0.0666311815806761,1.498619296023153,1.3714631944348206,1.2695992471273323,-0.1465223988409105,0.2629607778858429,-0.0742739197966345,0.0262865301973242,0.0231016678376251,0.0269144783126234,0.0023755778950532,0.1012180308185128,0.1650448141578977,0.1188325466040664,0.4457364341085271,0.2376650932081329,-0.7396793498780795,-1.3582811350615531,0.1149858496042951,-0.4924792772595326,0.2583796263569632,-0.4852593187827025,-0.6045928465658075,-0.8449774437214462,0.3242855214317756,-0.0967345059767166,-0.4236938472874015,-0.7322608232778739,127.984392,56.0,74.48603399999999,,
imu_only_7subject_sets,yanz0510workout,db_squat,0,7.0,12.0,12,0.0,33.089589,18.865017,14.224571999999998,0.5606517611948686,0.1213035223897373,1.57208475,2.4948135,1.3094324999999998,-0.5479824807692307,0.3626200018868092,-0.4751381215469613,0.991639309459799,0.506557899129349,1.3870986627952333,0.4129730692325015,0.3309357443541,1.7382825639069526,1.4315300528012205,1.122016796131097,1.8186520485713296,0.3001676915684363,0.2150171896083367,0.6208777398362917,0.0205690792062964,0.0184464774228648,0.0271110511714722,0.0038854548318377,0.1888412104528942,0.469714273895319,0.5561345286202025,0.5846812255932555,0.5637084578410092,-0.0141598643672723,0.061030510026034,-0.035870431329424,0.011753271303712,0.0102476841110144,0.0125952472428065,0.0015079585808668,0.1326820939414203,0.2290823083889623,1.1853809999999998,1.2956489999999998,1.1807865,-0.0342820384615384,0.1229360583500287,-0.0886524822695035,1.0999864134830717,0.9299736529055684,1.0512345648558583,0.1309260666380985,0.2504415772886207,0.1303917713920475,1.2928723952918542,1.181869014894617,1.2745880634470634,0.1406430766087971,0.2511642455428274,0.0784512051538248,0.0243102763393731,0.0209002136034826,0.0327031563094234,0.0061047069847767,0.2606904666589088,0.5647283290910488,0.4786729526482956,0.5047139992344988,0.4330937399199709,-0.0372522346692392,0.0702263803203214,-0.1419026605625254,0.0161358301200695,0.0120689630635053,0.0199412837795683,0.002900461092582,0.1873680302237359,0.6522781348024527,-0.0591481652748151,-0.1895491225100163,-0.1182963305496303,-0.6641591743214578,-1.5468771375329555,-0.0402899037679565,-0.7656716808259683,0.6324819843252619,0.4825831007400106,-0.0838876063070365,-0.3148662023265379,0.8464235648591406,0.4371323307780579,-0.0798107216915562,-0.0342661183762545,397.075068,144.0,33.089589,,
imu_only_7subject_sets,yanz0510workout,db_squat,1,8.0,12.0,12,1.0,26.951337,15.125094,11.826242999999998,0.5687337857993223,0.2699289305954366,1.2604244999999998,1.111869,1.157814,0.0742188461538461,0.2047775165138737,0.0413223140495866,1.501939190417018,1.4055866743082748,1.5995840499850882,0.1294681702379531,0.1626976628287796,0.138018792595828,1.8877496527197224,1.4830112834658418,1.8300980349752167,0.2591354847849602,0.2403477048826671,0.2340418817975698,0.0242555501782705,0.0253232541528848,0.0301202079555034,0.0032677537907352,0.1830712530056217,0.1894288061738733,0.5201995886778561,0.5030767490787454,0.5140261241756557,-0.0016355046651759,0.0710059481534337,0.0217648204115201,0.016612293135277,0.0156790986276224,0.0193361537701621,0.0020680212657306,0.1034287129898732,0.2332439657020175,0.98552025,1.2037589999999998,1.029168,-0.2185921730769231,0.3868457382136977,-0.1450381679389313,1.4792553244754305,1.848980638900916,1.075492419665696,-0.3241192029330546,0.3382416812904967,-0.4183322437032127,1.369887018350328,1.967609032411275,1.1332754244653105,-0.5016350349043425,0.3227266042771927,-0.4240342436949993,0.0233826087748141,0.0217588679483644,0.018814403542347,0.0009894816038444,0.2065865793310455,-0.1353224999115242,0.4672957745579309,0.4769818483029159,0.4444819312526094,-0.0269602828257368,0.0825540303284121,-0.0681365908701558,0.0169887958533872,0.0119241367488133,0.0211446978594333,0.0049075642039311,0.2205417778971443,0.7732686486959053,0.062112429187218,-0.1397777777777777,-0.0743059983453971,-0.4207646162687127,-0.5035712838641014,-0.1259320840633402,-0.7238385961045928,-0.312880473907061,-0.7028862989399111,-0.6852559371424848,-1.2874416785855285,-0.3258163370565179,-0.90327803834512,-0.6849272580409815,-1.7123452305158615,323.416044,144.0,60.040926,,
imu_only_7subject_sets,yanz0510workout,db_squat,2,9.0,12.0,12,2.0,26.859447,16.576956,10.282491,0.6121885631945477,0.2585651605771298,1.381413,1.0245734999999998,1.4840234999999995,0.1813060384615384,0.1913372620192713,0.4484304932735425,1.3969971689123666,1.8285566905325843,1.4935573542981078,-0.0716173735872414,0.2853710452306357,-0.1832042386046586,1.9500993009970256,2.227033797199576,2.214737975060846,0.0709097623844966,0.3589786601335226,-0.0055211654866632,0.0285821806772543,0.0568755857194914,0.0250087302353037,-0.0105979568656324,0.6980285720840771,-0.560290590084715,0.7004338315666772,1.4209208437284495,0.5507401343479441,-0.2690396634735434,0.69762958871172,-0.6124061823860505,0.01701922149976,0.0215780156646116,0.0160951823800634,-0.000829926461879,0.1839213125130869,-0.2540934889365254,0.8568742500000001,0.771876,0.8545769999999999,0.0531901730769231,0.1709172229158667,0.1071428571428569,1.4367139856441933,0.978585548714478,1.5169409428119414,0.3136450460676814,0.2991272478484703,0.5501362602428328,1.2123756212078962,0.75221204428768,1.2351235548415809,0.2911043670489807,0.273542427220371,0.6419885379676449,0.023818698869271,0.0199475416348902,0.0226883798497108,0.0023005866265836,0.2494299255410545,0.1374023057571434,0.4720590057051927,0.516846067462231,0.45772347488341,-0.0187367487515231,0.0740075240195368,-0.1143911046264108,0.0197368006988476,0.0163929782231142,0.0207271302851332,0.0028242211055939,0.1397845431146776,0.264390765547887,0.0364534851915902,0.16242325749368,-0.0138780394787524,-0.3038291046616731,-0.6445147643245108,-0.2219071388556526,-0.9084504694071036,0.3388915577556388,0.1857197850510441,-0.1430053432341987,-0.2383632233538315,0.3069635525422862,-0.4740921938577553,-0.2781897581538378,-0.1976556784884345,322.313364,144.0,86.900373,,
imu_only_7subject_sets,yanz0510workout,db_triceps_curl,0,7.0,5.0,12,0.0,33.521472,21.336858,12.175425,0.6340540348287337,0.2683768868617684,1.7780715,1.791855,1.5115904999999998,-0.2678946923076923,0.1550028669334072,-0.1564102564102565,1.3967548933981295,1.1399660463365144,1.8335941749752536,0.454721315195692,0.2361814824052295,0.6084638493118615,2.407641207495068,2.053234335845216,2.7646889582907677,0.3920869134016457,0.1332113352936377,0.3465043468370992,0.0370049654017132,0.0277489920486691,0.0427196420741493,0.007138339132425,0.1592850695301706,0.5395024799179371,1.843008330881277,1.7957826801714774,1.82534893897729,0.0390095771032058,0.0892175707513194,0.0164642743981635,0.01791092767353,0.01954384863549,0.0148960930598418,-0.0041178645792322,0.2148180702491838,-0.2378116850131676,1.01461875,1.075113,1.176192,0.0864119423076922,0.1533599019397244,0.0940170940170939,2.114910309859071,2.320892370300748,1.9441207512772016,-0.2221592411018892,0.2020818893718312,-0.1623391174209096,2.105661024235961,2.430483839153487,2.2236824378719846,-0.0654528071062572,0.1689915121640901,-0.0850865156764544,0.0408061110340467,0.0425248459626807,0.0465549689828102,0.0020752324561832,0.1291925172760984,0.0947710198331184,1.949108679817368,1.9117711745885884,2.1040176221644975,0.0641407157361831,0.0620765178148003,0.1005593400147799,0.0148976425058624,0.0171691655717128,0.0126269983987509,-0.0022416750359197,0.1684405258496186,-0.2645537521314004,-0.0549531116550082,-0.0840544836416619,-0.1097201190916542,-0.4955591351903042,-1.0721279988044197,-0.029217334600319,-0.8820329013455728,0.8444716432280931,0.7005257265669197,-0.0141715963183368,-0.1066378730416859,0.8089846975146885,0.5588918581570324,-0.0616485616915314,-0.2000070997915033,167.60736000000003,60.0,33.521472,,
