,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,71.93,1.11,0.00,20.15,0.07,0.29,5.82,0.00,0.62
db_biceps_curl,0.52,98.16,0.16,0.04,0.00,0.08,0.00,0.00,1.04
db_rdl,0.13,0.00,73.40,0.00,0.30,0.00,0.00,20.57,5.60
db_shoulder_press,21.44,0.00,0.00,70.42,5.44,0.08,2.08,0.00,0.54
db_squat,0.17,2.02,0.00,0.88,92.60,0.00,0.38,0.00,3.95
db_triceps_curl,0.08,0.12,0.00,0.04,0.00,98.70,0.20,0.24,0.61
db_weighted_crunch,15.40,4.73,4.12,9.14,0.97,0.89,64.43,0.00,0.32
one_arm_db_row,5.19,1.95,30.81,0.00,0.00,0.00,0.00,56.60,5.44
Other,2.43,3.56,3.57,1.61,4.28,1.62,1.33,1.59,80.00
