,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,33.30,11.81,2.36,36.31,5.79,7.23,2.58,0.00,0.62
db_biceps_curl,0.00,92.69,6.27,0.00,0.00,0.00,0.00,0.00,1.04
db_rdl,0.00,5.83,65.52,0.00,3.08,0.00,0.00,19.97,5.60
db_shoulder_press,18.53,1.91,0.00,60.28,5.23,0.00,13.50,0.00,0.54
db_squat,0.00,0.34,0.00,2.82,85.20,0.00,7.69,0.00,3.95
db_triceps_curl,0.00,0.00,0.00,0.00,3.69,92.01,3.69,0.00,0.61
db_weighted_crunch,24.33,0.00,0.00,7.28,20.98,2.79,44.30,0.00,0.32
one_arm_db_row,2.70,2.99,20.60,0.00,0.00,0.00,0.00,68.27,5.44
Other,1.49,3.44,3.28,1.51,4.61,1.74,1.93,2.00,80.00
