,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,52.01,0.00,0.00,23.62,0.00,0.00,15.70,0.00,8.67
db_biceps_curl,0.00,71.96,0.00,0.00,0.00,0.00,0.00,0.00,28.04
db_rdl,0.00,0.00,43.06,0.00,0.00,0.00,0.00,9.04,47.90
db_shoulder_press,9.64,0.00,0.00,80.56,0.00,0.00,0.00,0.00,9.80
db_squat,0.13,0.59,0.00,0.00,36.53,0.00,3.45,0.00,59.31
db_triceps_curl,0.00,0.00,0.00,0.00,0.00,86.17,0.00,0.00,13.83
db_weighted_crunch,14.43,5.86,3.07,5.13,0.00,0.00,55.25,0.00,16.25
one_arm_db_row,0.00,0.00,19.56,0.00,0.00,0.00,0.00,54.86,25.58
Other,0.30,0.22,0.53,0.49,0.36,0.38,0.47,0.53,96.73
