,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,0.342820,0.112202,0.079817,0.289500,0.057900,0.031403,0.050703,0.029441,0.006215
db_biceps_curl,0.000000,0.926917,0.021965,0.000000,0.000000,0.000000,0.000000,0.040735,0.010383
db_rdl,0.000000,0.058297,0.681351,0.000000,0.004637,0.000000,0.000000,0.199735,0.055979
db_shoulder_press,0.149564,0.019111,0.000000,0.660573,0.082260,0.000000,0.083091,0.000000,0.005401
db_squat,0.000000,0.003363,0.000000,0.028163,0.793190,0.027743,0.108029,0.000000,0.039512
db_triceps_curl,0.000000,0.036902,0.000000,0.000000,0.031630,0.898621,0.026764,0.000000,0.006083
db_weighted_crunch,0.206952,0.000000,0.000000,0.072757,0.252223,0.027890,0.436944,0.000000,0.003234
one_arm_db_row,0.026993,0.029900,0.286130,0.000000,0.000000,0.000000,0.000000,0.602575,0.054402
Other,0.012075,0.036005,0.032418,0.015100,0.050943,0.016185,0.016823,0.020419,0.800032
