,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,34.28,11.22,7.98,28.95,5.79,3.14,5.07,2.94,0.62
db_biceps_curl,0.00,92.69,2.20,0.00,0.00,0.00,0.00,4.07,1.04
db_rdl,0.00,5.83,68.14,0.00,0.46,0.00,0.00,19.97,5.60
db_shoulder_press,14.96,1.91,0.00,66.06,8.23,0.00,8.31,0.00,0.54
db_squat,0.00,0.34,0.00,2.82,79.32,2.77,10.80,0.00,3.95
db_triceps_curl,0.00,3.69,0.00,0.00,3.16,89.86,2.68,0.00,0.61
db_weighted_crunch,20.70,0.00,0.00,7.28,25.22,2.79,43.69,0.00,0.32
one_arm_db_row,2.70,2.99,28.61,0.00,0.00,0.00,0.00,60.26,5.44
Other,1.21,3.60,3.24,1.51,5.09,1.62,1.68,2.04,80.00
