,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,0.719333,0.011122,0.000000,0.201505,0.000654,0.002944,0.058227,0.000000,0.006215
db_biceps_curl,0.005192,0.981629,0.001597,0.000399,0.000000,0.000799,0.000000,0.000000,0.010383
db_rdl,0.001325,0.000000,0.734018,0.000000,0.002981,0.000000,0.000000,0.205697,0.055979
db_shoulder_press,0.214375,0.000000,0.000000,0.704196,0.054425,0.000831,0.020773,0.000000,0.005401
db_squat,0.001681,0.020177,0.000000,0.008827,0.926019,0.000000,0.003783,0.000000,0.039512
db_triceps_curl,0.000811,0.001217,0.000000,0.000406,0.000000,0.987024,0.002028,0.002433,0.006083
db_weighted_crunch,0.154002,0.047292,0.041229,0.091350,0.009701,0.008892,0.644301,0.000000,0.003234
one_arm_db_row,0.051910,0.019518,0.308140,0.000000,0.000000,0.000000,0.000000,0.566030,0.054402
Other,0.024330,0.035567,0.035710,0.016099,0.042837,0.016176,0.013312,0.015938,0.800032
