,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,64.54,1.08,0.00,19.63,0.00,0.29,5.79,0.00,8.67
db_biceps_curl,0.40,71.45,0.00,0.04,0.00,0.08,0.00,0.00,28.04
db_rdl,0.00,0.00,41.64,0.00,0.00,0.00,0.00,10.47,47.90
db_shoulder_press,13.42,0.00,0.00,69.21,5.44,0.08,2.04,0.00,9.80
db_squat,0.13,0.63,0.00,0.55,39.01,0.00,0.38,0.00,59.31
db_triceps_curl,0.00,0.12,0.00,0.04,0.00,85.69,0.08,0.24,13.83
db_weighted_crunch,5.17,4.73,3.76,8.08,0.93,0.57,60.51,0.00,16.25
one_arm_db_row,1.20,0.37,23.30,0.00,0.00,0.00,0.00,49.54,25.58
Other,0.38,0.23,0.59,0.48,0.37,0.39,0.38,0.45,96.73
