,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,0.645404,0.010795,0.000000,0.196271,0.000000,0.002944,0.057900,0.000000,0.086686
db_biceps_curl,0.003994,0.714457,0.000000,0.000399,0.000000,0.000799,0.000000,0.000000,0.280351
db_rdl,0.000000,0.000000,0.416363,0.000000,0.000000,0.000000,0.000000,0.104670,0.478967
db_shoulder_press,0.134192,0.000000,0.000000,0.692148,0.054425,0.000831,0.020357,0.000000,0.098047
db_squat,0.001261,0.006305,0.000000,0.005464,0.390080,0.000000,0.003783,0.000000,0.593106
db_triceps_curl,0.000000,0.001217,0.000000,0.000406,0.000000,0.856853,0.000811,0.002433,0.138281
db_weighted_crunch,0.051738,0.047292,0.037591,0.080841,0.009297,0.005659,0.605093,0.000000,0.162490
one_arm_db_row,0.012043,0.003738,0.232973,0.000000,0.000000,0.000000,0.000000,0.495432,0.255814
Other,0.003806,0.002322,0.005890,0.004758,0.003730,0.003892,0.003768,0.004520,0.967316
