class,support,correct,class_accuracy_recall,precision,recall,f1_score
1-2,0,0,0.0,0.0,0.0,0.0
3-4,10,0,0.0,0.0,0.0,0.0
5-6,36,15,0.4166666666666667,0.39473684210526316,0.4166666666666667,0.40540540540540543
7-8,49,34,0.6938775510204082,0.4473684210526316,0.6938775510204082,0.544
9-10,48,20,0.4166666666666667,0.6896551724137931,0.4166666666666667,0.5194805194805194
