,啞鈴臥推,啞鈴二頭彎舉,啞鈴羅馬尼亞硬舉,啞鈴肩推,啞鈴深蹲,啞鈴三頭伸展,負重捲腹,單臂啞鈴划船
啞鈴臥推,0.621197,0.000000,0.000000,0.378803,0.000000,0.000000,0.000000,0.000000
啞鈴二頭彎舉,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
啞鈴羅馬尼亞硬舉,0.000000,0.000000,0.843326,0.000000,0.000000,0.000000,0.000000,0.156674
啞鈴肩推,0.192771,0.000000,0.000000,0.687578,0.000000,0.000000,0.119651,0.000000
啞鈴深蹲,0.000000,0.000000,0.000000,0.000000,0.965532,0.000000,0.034468,0.000000
啞鈴三頭伸展,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
負重捲腹,0.101859,0.000000,0.000000,0.252223,0.000000,0.027890,0.618027,0.000000
單臂啞鈴划船,0.000000,0.000000,0.223422,0.000000,0.000000,0.000000,0.000000,0.776578
