,啞鈴臥推,啞鈴二頭彎舉,啞鈴羅馬尼亞硬舉,啞鈴肩推,啞鈴深蹲,啞鈴三頭伸展,負重捲腹,單臂啞鈴划船
啞鈴臥推,0.703304,0.035002,0.000000,0.225384,0.000000,0.000000,0.036310,0.000000
啞鈴二頭彎舉,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
啞鈴羅馬尼亞硬舉,0.000000,0.000000,0.874462,0.000000,0.000000,0.000000,0.000000,0.125538
啞鈴肩推,0.143332,0.000000,0.000000,0.709597,0.000000,0.000000,0.147071,0.000000
啞鈴深蹲,0.000000,0.000000,0.000000,0.000000,0.965532,0.000000,0.034468,0.000000
啞鈴三頭伸展,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
負重捲腹,0.101859,0.000000,0.000000,0.123686,0.043250,0.027890,0.703314,0.000000
單臂啞鈴划船,0.054817,0.000000,0.232973,0.000000,0.000000,0.000000,0.000000,0.712209
