,啞鈴臥推,啞鈴二頭彎舉,啞鈴羅馬尼亞硬舉,啞鈴肩推,啞鈴深蹲,啞鈴三頭伸展,負重捲腹,單臂啞鈴划船
啞鈴臥推,0.596991,0.035002,0.000000,0.280994,0.000000,0.000000,0.087013,0.000000
啞鈴二頭彎舉,0.000000,0.923722,0.053115,0.000000,0.000000,0.000000,0.000000,0.023163
啞鈴羅馬尼亞硬舉,0.000000,0.000000,0.797284,0.000000,0.004969,0.000000,0.000000,0.197748
啞鈴肩推,0.268799,0.016618,0.000000,0.594931,0.000000,0.000000,0.119651,0.000000
啞鈴深蹲,0.000000,0.000000,0.000000,0.028163,0.937369,0.000000,0.034468,0.000000
啞鈴三頭伸展,0.031630,0.000000,0.000000,0.057989,0.000000,0.846715,0.063666,0.000000
負重捲腹,0.382781,0.000000,0.000000,0.094584,0.000000,0.137429,0.385206,0.000000
單臂啞鈴划船,0.028654,0.000000,0.272841,0.000000,0.000000,0.000000,0.000000,0.698505
