,啞鈴臥推,啞鈴二頭彎舉,啞鈴羅馬尼亞硬舉,啞鈴肩推,啞鈴深蹲,啞鈴三頭伸展,負重捲腹,單臂啞鈴划船
啞鈴臥推,0.785738,0.000000,0.000000,0.214262,0.000000,0.000000,0.000000,0.000000
啞鈴二頭彎舉,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
啞鈴羅馬尼亞硬舉,0.000000,0.000000,0.757536,0.000000,0.000000,0.000000,0.000000,0.242464
啞鈴肩推,0.189447,0.000000,0.000000,0.628583,0.034898,0.000000,0.147071,0.000000
啞鈴深蹲,0.000000,0.031106,0.000000,0.000000,0.968894,0.000000,0.000000,0.000000
啞鈴三頭伸展,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
負重捲腹,0.101859,0.000000,0.000000,0.127728,0.000000,0.000000,0.770412,0.000000
單臂啞鈴划船,0.083472,0.000000,0.232973,0.000000,0.000000,0.000000,0.000000,0.683555
