,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row
db_bench_press,0.778214,0.024207,0.000327,0.184495,0.000327,0.001963,0.009814,0.000654
db_biceps_curl,0.000399,0.996006,0.002396,0.000399,0.000000,0.000399,0.000000,0.000399
db_rdl,0.005962,0.000000,0.767804,0.000000,0.000331,0.000000,0.000000,0.225903
db_shoulder_press,0.208558,0.000415,0.000000,0.599501,0.038222,0.008309,0.144994,0.000000
db_squat,0.001261,0.021858,0.000000,0.016393,0.956704,0.000000,0.003783,0.000000
db_triceps_curl,0.006488,0.000000,0.000000,0.001622,0.000406,0.987024,0.002433,0.002028
db_weighted_crunch,0.118432,0.002829,0.000000,0.135408,0.055376,0.007276,0.680679,0.000000
one_arm_db_row,0.081395,0.019934,0.259136,0.000000,0.000000,0.000000,0.000000,0.639535
