,啞鈴臥推,啞鈴二頭彎舉,啞鈴羅馬尼亞硬舉,啞鈴肩推,啞鈴深蹲,啞鈴三頭伸展,負重捲腹,單臂啞鈴划船
啞鈴臥推,0.621197,0.035002,0.000000,0.343801,0.000000,0.000000,0.000000,0.000000
啞鈴二頭彎舉,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
啞鈴羅馬尼亞硬舉,0.000000,0.000000,0.814839,0.000000,0.000000,0.000000,0.000000,0.185161
啞鈴肩推,0.179061,0.000000,0.000000,0.651849,0.000000,0.000000,0.169090,0.000000
啞鈴深蹲,0.000000,0.000000,0.000000,0.000000,0.965532,0.000000,0.034468,0.000000
啞鈴三頭伸展,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
負重捲腹,0.145109,0.000000,0.000000,0.166936,0.000000,0.027890,0.660065,0.000000
單臂啞鈴划船,0.054817,0.000000,0.105897,0.000000,0.000000,0.000000,0.000000,0.839286
