,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row
db_bench_press,0.654890,0.059208,0.000000,0.179915,0.000000,0.000000,0.105986,0.000000
db_biceps_curl,0.000000,0.917732,0.053115,0.000000,0.000000,0.000000,0.000000,0.029153
db_rdl,0.000000,0.000000,0.830739,0.000000,0.000000,0.000000,0.000000,0.169261
db_shoulder_press,0.219360,0.016618,0.000000,0.594931,0.000000,0.000000,0.169090,0.000000
db_squat,0.000000,0.000000,0.000000,0.028163,0.937369,0.000000,0.034468,0.000000
db_triceps_curl,0.031630,0.000000,0.000000,0.000000,0.029603,0.912003,0.026764,0.000000
db_weighted_crunch,0.265562,0.000000,0.000000,0.125303,0.000000,0.137429,0.471706,0.000000
one_arm_db_row,0.083472,0.000000,0.175664,0.000000,0.000000,0.000000,0.000000,0.740864
