,啞鈴臥推,啞鈴二頭彎舉,啞鈴羅馬尼亞硬舉,啞鈴肩推,啞鈴深蹲,啞鈴三頭伸展,負重捲腹,單臂啞鈴划船
啞鈴臥推,0.621197,0.035002,0.000000,0.313052,0.000000,0.000000,0.030749,0.000000
啞鈴二頭彎舉,0.000000,0.946885,0.053115,0.000000,0.000000,0.000000,0.000000,0.000000
啞鈴羅馬尼亞硬舉,0.000000,0.000000,0.742630,0.000000,0.000000,0.000000,0.000000,0.257370
啞鈴肩推,0.268799,0.000000,0.000000,0.594931,0.000000,0.000000,0.136269,0.000000
啞鈴深蹲,0.000000,0.000000,0.000000,0.000000,0.965532,0.000000,0.034468,0.000000
啞鈴三頭伸展,0.031630,0.000000,0.000000,0.000000,0.000000,0.941606,0.026764,0.000000
負重捲腹,0.265562,0.000000,0.000000,0.083670,0.000000,0.111156,0.539612,0.000000
單臂啞鈴划船,0.055233,0.000000,0.114203,0.000000,0.000000,0.000000,0.000000,0.830565
