,啞鈴臥推,啞鈴二頭彎舉,啞鈴羅馬尼亞硬舉,啞鈴肩推,啞鈴深蹲,啞鈴三頭伸展,負重捲腹,單臂啞鈴划船
啞鈴臥推,0.737978,0.059208,0.000000,0.166503,0.000000,0.000000,0.036310,0.000000
啞鈴二頭彎舉,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
啞鈴羅馬尼亞硬舉,0.000000,0.000000,0.874462,0.000000,0.000000,0.000000,0.000000,0.125538
啞鈴肩推,0.143332,0.000000,0.000000,0.709597,0.000000,0.000000,0.147071,0.000000
啞鈴深蹲,0.000000,0.000000,0.000000,0.000000,0.965532,0.000000,0.034468,0.000000
啞鈴三頭伸展,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
負重捲腹,0.141067,0.000000,0.000000,0.044462,0.085287,0.027890,0.701293,0.000000
單臂啞鈴划船,0.083472,0.000000,0.283638,0.000000,0.000000,0.000000,0.000000,0.632890
