,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row
db_bench_press,56.89,0.00,0.00,34.41,0.00,0.00,8.70,0.00
db_biceps_curl,0.00,88.78,8.91,0.00,0.00,0.00,0.00,2.32
db_rdl,0.00,0.00,76.61,0.00,0.50,0.00,0.00,22.89
db_shoulder_press,26.88,1.66,0.00,59.49,0.00,0.00,11.97,0.00
db_squat,0.00,0.00,0.00,2.82,93.74,0.00,3.45,0.00
db_triceps_curl,3.16,0.00,0.00,5.80,0.00,84.67,6.37,0.00
db_weighted_crunch,38.28,0.00,0.00,9.46,0.00,11.12,41.15,0.00
one_arm_db_row,0.00,0.00,17.86,0.00,0.00,0.00,0.00,82.14
