,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row
db_bench_press,0.621197,0.035002,0.000000,0.343801,0.000000,0.000000,0.000000,0.000000
db_biceps_curl,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
db_rdl,0.000000,0.000000,0.814839,0.000000,0.000000,0.000000,0.000000,0.185161
db_shoulder_press,0.179061,0.000000,0.000000,0.651849,0.000000,0.000000,0.169090,0.000000
db_squat,0.000000,0.000000,0.000000,0.000000,0.965532,0.000000,0.034468,0.000000
db_triceps_curl,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
db_weighted_crunch,0.145109,0.000000,0.000000,0.166936,0.000000,0.027890,0.660065,0.000000
one_arm_db_row,0.054817,0.000000,0.105897,0.000000,0.000000,0.000000,0.000000,0.839286
