,啞鈴臥推,啞鈴二頭彎舉,啞鈴羅馬尼亞硬舉,啞鈴肩推,啞鈴深蹲,啞鈴三頭伸展,負重捲腹,單臂啞鈴划船
啞鈴臥推,0.716389,0.035002,0.000000,0.212300,0.000000,0.000000,0.036310,0.000000
啞鈴二頭彎舉,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
啞鈴羅馬尼亞硬舉,0.000000,0.000000,0.771116,0.000000,0.000000,0.000000,0.000000,0.228884
啞鈴肩推,0.179061,0.000000,0.000000,0.651849,0.000000,0.000000,0.169090,0.000000
啞鈴深蹲,0.000000,0.000000,0.000000,0.000000,0.965532,0.000000,0.034468,0.000000
啞鈴三頭伸展,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
負重捲腹,0.101859,0.000000,0.000000,0.137833,0.000000,0.067906,0.692401,0.000000
單臂啞鈴划船,0.083472,0.000000,0.105897,0.000000,0.000000,0.000000,0.000000,0.810631
