,啞鈴臥推,啞鈴二頭彎舉,啞鈴羅馬尼亞硬舉,啞鈴肩推,啞鈴深蹲,啞鈴三頭伸展,負重捲腹,單臂啞鈴划船
啞鈴臥推,0.568858,0.000000,0.000000,0.344128,0.000000,0.000000,0.087013,0.000000
啞鈴二頭彎舉,0.000000,0.887780,0.089058,0.000000,0.000000,0.000000,0.000000,0.023163
啞鈴羅馬尼亞硬舉,0.000000,0.000000,0.766148,0.000000,0.004969,0.000000,0.000000,0.228884
啞鈴肩推,0.268799,0.016618,0.000000,0.594931,0.000000,0.000000,0.119651,0.000000
啞鈴深蹲,0.000000,0.000000,0.000000,0.028163,0.937369,0.000000,0.034468,0.000000
啞鈴三頭伸展,0.031630,0.000000,0.000000,0.057989,0.000000,0.846715,0.063666,0.000000
負重捲腹,0.382781,0.000000,0.000000,0.094584,0.000000,0.111156,0.411479,0.000000
單臂啞鈴划船,0.000000,0.000000,0.178571,0.000000,0.000000,0.000000,0.000000,0.821429
