exercise,feature,objective,boundaries,mean_abs_error,median_abs_error,p80_abs_error,p90_abs_error,within_25_samples,within_50_samples,within_100_samples
db_triceps_curl,gyro_magnitude_min_s51,min,279,42.8029,36.0,75.4,90.0,0.4086,0.6595,0.9319
db_triceps_curl,gyro_magnitude_min_s9,min,279,40.7276,30.0,70.0,87.6,0.4194,0.6452,0.9283
db_triceps_curl,motion_energy_min_s21_e21,min,279,66.4659,69.0,96.4,114.8,0.1756,0.3513,0.8208
db_triceps_curl,motion_energy_min_s21_e51,min,279,65.7885,70.0,97.8,113.2,0.1864,0.3477,0.8244
db_triceps_curl,motion_energy_min_s21_e81,min,279,67.8459,71.0,100.0,119.2,0.1685,0.3369,0.8029
db_triceps_curl,motion_energy_min_s51_e21,min,279,66.871,72.0,99.4,113.6,0.1792,0.3405,0.8065
db_triceps_curl,motion_energy_min_s51_e51,min,279,67.595,73.0,100.4,120.2,0.1828,0.3477,0.7993
db_triceps_curl,motion_energy_min_s51_e81,min,279,68.2366,72.0,99.0,122.0,0.1971,0.3226,0.8065
db_triceps_curl,motion_energy_min_s9_e21,min,279,65.5556,66.0,92.8,114.2,0.1541,0.3118,0.8387
db_triceps_curl,motion_energy_min_s9_e51,min,279,67.6882,68.0,100.0,116.2,0.1577,0.3082,0.8172
db_triceps_curl,motion_energy_min_s9_e81,min,279,69.3154,70.0,100.4,118.0,0.1505,0.2903,0.7993
db_triceps_curl,pca_extreme_max_s21,max,279,52.405,48.0,85.4,98.2,0.2581,0.5125,0.9176
db_triceps_curl,pca_extreme_max_s51,max,279,54.0394,54.0,84.4,100.4,0.2581,0.4624,0.8996
db_triceps_curl,pca_extreme_max_s9,max,279,51.6774,48.0,86.0,95.4,0.276,0.5233,0.9176
db_triceps_curl,pca_velocity_min_s21_e21,min,279,54.9462,56.0,87.0,97.2,0.2509,0.4695,0.9176
db_triceps_curl,pca_velocity_min_s21_e51,min,279,57.0681,56.0,90.0,99.2,0.2437,0.4552,0.9104
db_triceps_curl,pca_velocity_min_s21_e81,min,279,62.9677,64.0,93.0,110.2,0.2043,0.4122,0.828
db_triceps_curl,pca_velocity_min_s51_e21,min,279,56.2581,56.0,90.0,101.0,0.2473,0.4552,0.8889
db_triceps_curl,pca_velocity_min_s51_e51,min,279,58.6272,61.0,91.0,106.2,0.2401,0.4229,0.8566
db_triceps_curl,pca_velocity_min_s51_e81,min,279,63.2043,67.0,93.0,113.4,0.2222,0.3584,0.8351
db_triceps_curl,pca_velocity_min_s9_e21,min,279,56.3154,54.0,87.0,99.0,0.2186,0.448,0.914
db_triceps_curl,pca_velocity_min_s9_e51,min,279,56.9355,58.0,87.4,100.2,0.2401,0.4301,0.8996
db_triceps_curl,pca_velocity_min_s9_e81,min,279,63.3584,63.0,92.0,108.2,0.1613,0.3907,0.8495
db_triceps_curl,transition_energy_max_s21_e21,max,279,52.6703,47.0,84.2,105.2,0.2832,0.5412,0.8781
db_triceps_curl,transition_energy_max_s21_e51,max,279,53.4194,49.0,89.4,109.0,0.2903,0.5161,0.8674
db_triceps_curl,transition_energy_max_s21_e81,max,279,54.9032,54.0,89.0,102.2,0.2437,0.4839,0.8889
db_triceps_curl,transition_energy_max_s51_e21,max,279,57.2545,51.0,88.0,110.0,0.19,0.4982,0.853
db_triceps_curl,transition_energy_max_s51_e51,max,279,58.4373,52.0,91.4,110.0,0.1756,0.4731,0.8638
db_triceps_curl,transition_energy_max_s51_e81,max,279,56.6022,56.0,86.4,102.0,0.2294,0.448,0.8925
db_triceps_curl,transition_energy_max_s9_e21,max,279,45.9677,38.0,74.0,95.0,0.3513,0.6237,0.9032
db_triceps_curl,transition_energy_max_s9_e51,max,279,47.6882,36.0,83.8,101.2,0.362,0.595,0.8925
db_triceps_curl,transition_energy_max_s9_e81,max,279,51.2258,43.0,88.0,102.0,0.3118,0.5627,0.8889
db_weighted_crunch,acc_jerk_max_s21_e21,max,273,66.1429,69.0,103.6,119.0,0.1978,0.3516,0.7875
db_weighted_crunch,acc_jerk_max_s21_e51,max,273,69.8864,70.0,110.0,124.0,0.1575,0.3516,0.7289
db_weighted_crunch,acc_jerk_max_s21_e81,max,273,73.6374,77.0,112.2,126.0,0.1612,0.2967,0.7179
db_weighted_crunch,acc_jerk_max_s51_e21,max,273,70.304,74.0,104.0,122.0,0.1722,0.3114,0.7619
db_weighted_crunch,acc_jerk_max_s51_e51,max,273,73.9524,74.0,112.2,126.0,0.1538,0.2637,0.7289
db_weighted_crunch,acc_jerk_max_s51_e81,max,273,77.2564,78.0,119.2,128.0,0.1136,0.2857,0.6923
db_weighted_crunch,acc_jerk_max_s9_e21,max,273,63.1209,62.0,100.0,116.8,0.1905,0.3919,0.8022
db_weighted_crunch,acc_jerk_max_s9_e51,max,273,69.0586,68.0,109.0,124.0,0.1722,0.315,0.7656
db_weighted_crunch,acc_jerk_max_s9_e81,max,273,73.6007,75.0,111.0,126.0,0.1648,0.2967,0.7033
db_weighted_crunch,acc_magnitude_min_s21,min,273,58.0733,58.0,94.0,108.0,0.2711,0.4615,0.8462
db_weighted_crunch,acc_magnitude_min_s51,min,273,60.8755,58.0,98.0,110.0,0.2271,0.4396,0.8168
db_weighted_crunch,acc_magnitude_min_s9,min,273,57.4432,62.0,92.0,104.8,0.2674,0.4359,0.8681
db_weighted_crunch,gyro_jerk_max_s21_e21,max,273,62.6886,58.0,97.0,112.0,0.1575,0.4066,0.8242
db_weighted_crunch,gyro_jerk_max_s21_e51,max,273,65.011,64.0,96.6,117.8,0.1465,0.3883,0.8205
db_weighted_crunch,gyro_jerk_max_s21_e81,max,273,67.2747,67.0,103.0,121.8,0.1722,0.3443,0.7729
db_weighted_crunch,gyro_jerk_max_s51_e21,max,273,57.8242,55.0,91.2,109.8,0.2234,0.4542,0.8498
db_weighted_crunch,gyro_jerk_max_s51_e51,max,273,59.9597,56.0,96.6,111.8,0.2125,0.4542,0.8278
db_weighted_crunch,gyro_jerk_max_s51_e81,max,273,66.1832,60.0,105.0,125.8,0.1612,0.4212,0.7619
db_weighted_crunch,gyro_jerk_max_s9_e21,max,273,65.3919,67.0,96.6,113.8,0.1612,0.3443,0.8278
db_weighted_crunch,gyro_jerk_max_s9_e51,max,273,69.2711,72.0,103.0,120.6,0.1538,0.326,0.7802
db_weighted_crunch,gyro_jerk_max_s9_e81,max,273,70.4579,71.0,106.8,120.8,0.1685,0.3297,0.7436
db_weighted_crunch,gyro_magnitude_min_s21,min,273,48.2234,36.0,91.0,104.0,0.4029,0.5897,0.8608
db_weighted_crunch,gyro_magnitude_min_s51,min,273,48.5788,32.0,93.2,109.8,0.4286,0.6081,0.8425
db_weighted_crunch,gyro_magnitude_min_s9,min,273,49.4139,38.0,94.0,108.0,0.3846,0.5788,0.8462
db_weighted_crunch,motion_energy_min_s21_e21,min,273,54.293,47.0,94.0,110.0,0.3516,0.5128,0.8352
db_weighted_crunch,motion_energy_min_s21_e51,min,273,54.3883,50.0,92.6,110.0,0.3663,0.5018,0.8388
db_weighted_crunch,motion_energy_min_s21_e81,min,273,55.2418,48.0,98.0,111.0,0.337,0.5128,0.8095
db_weighted_crunch,motion_energy_min_s51_e21,min,273,57.37,52.0,98.0,110.0,0.315,0.4945,0.8095
db_weighted_crunch,motion_energy_min_s51_e51,min,273,57.4212,51.0,100.0,113.0,0.315,0.4982,0.8059
db_weighted_crunch,motion_energy_min_s51_e81,min,273,59.1941,54.0,104.0,113.0,0.2784,0.4835,0.7766
db_weighted_crunch,motion_energy_min_s9_e21,min,273,51.5751,43.0,92.6,107.0,0.3773,0.5495,0.8608
db_weighted_crunch,motion_energy_min_s9_e51,min,273,51.2161,40.0,92.6,108.0,0.3883,0.5458,0.8571
db_weighted_crunch,motion_energy_min_s9_e81,min,273,54.0696,46.0,98.0,110.0,0.359,0.5311,0.8205
db_weighted_crunch,pca_extreme_max_s21,max,273,68.1538,70.0,104.2,115.8,0.1648,0.3333,0.7729
db_weighted_crunch,pca_extreme_max_s51,max,273,72.1136,76.0,109.2,125.8,0.1648,0.3187,0.7326
db_weighted_crunch,pca_extreme_max_s9,max,273,66.5458,67.0,97.6,113.8,0.1612,0.348,0.8168
db_weighted_crunch,pca_velocity_min_s21_e21,min,273,52.7033,48.0,90.0,103.6,0.337,0.5055,0.8828
db_weighted_crunch,pca_velocity_min_s21_e51,min,273,53.6117,44.0,93.6,109.0,0.359,0.5311,0.8425
db_weighted_crunch,pca_velocity_min_s21_e81,min,273,53.989,49.0,98.6,109.0,0.359,0.5055,0.8168
db_weighted_crunch,pca_velocity_min_s51_e21,min,273,56.1282,53.0,90.0,109.4,0.2894,0.4689,0.8608
db_weighted_crunch,pca_velocity_min_s51_e51,min,273,56.9158,51.0,98.0,108.0,0.3004,0.4908,0.8205
db_weighted_crunch,pca_velocity_min_s51_e81,min,273,59.4066,54.0,100.0,111.8,0.2491,0.4872,0.8022
db_weighted_crunch,pca_velocity_min_s9_e21,min,273,48.0183,40.0,87.0,102.0,0.348,0.5934,0.8901
db_weighted_crunch,pca_velocity_min_s9_e51,min,273,52.9524,41.0,97.0,110.8,0.3626,0.5421,0.8352
db_weighted_crunch,pca_velocity_min_s9_e81,min,273,53.2491,43.0,99.0,110.0,0.3553,0.5348,0.8168
db_weighted_crunch,transition_energy_max_s21_e21,max,273,64.7582,62.0,103.0,119.8,0.1868,0.3626,0.7802
db_weighted_crunch,transition_energy_max_s21_e51,max,273,67.5861,66.0,107.6,125.0,0.1648,0.3736,0.7656
db_weighted_crunch,transition_energy_max_s21_e81,max,273,70.2198,70.0,108.0,125.6,0.1722,0.3297,0.7473
db_weighted_crunch,transition_energy_max_s51_e21,max,273,68.8168,70.0,104.0,121.4,0.1832,0.3407,0.7473
db_weighted_crunch,transition_energy_max_s51_e51,max,273,69.0476,68.0,109.6,124.8,0.1685,0.3516,0.7399
db_weighted_crunch,transition_energy_max_s51_e81,max,273,70.5788,66.0,111.6,126.8,0.1429,0.3553,0.7509
db_weighted_crunch,transition_energy_max_s9_e21,max,273,64.9634,63.0,99.6,119.0,0.1758,0.37,0.8022
db_weighted_crunch,transition_energy_max_s9_e51,max,273,69.7106,69.0,104.6,124.0,0.1612,0.3297,0.7546
db_weighted_crunch,transition_energy_max_s9_e81,max,273,70.6813,74.0,108.6,124.8,0.1722,0.337,0.7509
one_arm_db_row,acc_jerk_max_s21_e21,max,284,70.8028,79.0,103.0,117.0,0.2042,0.2887,0.7958
one_arm_db_row,acc_jerk_max_s21_e51,max,284,75.4401,84.0,107.0,119.0,0.1725,0.25,0.7606
one_arm_db_row,acc_jerk_max_s21_e81,max,284,79.9155,86.0,109.0,119.7,0.162,0.2042,0.7254
one_arm_db_row,acc_jerk_max_s51_e21,max,284,72.9437,80.0,97.4,118.7,0.1092,0.2746,0.8099
one_arm_db_row,acc_jerk_max_s51_e51,max,284,75.6056,82.0,105.0,119.0,0.1232,0.257,0.7641
one_arm_db_row,acc_jerk_max_s51_e81,max,284,78.4155,86.0,109.0,121.0,0.1831,0.2148,0.7077
one_arm_db_row,acc_jerk_max_s9_e21,max,284,67.7993,75.0,94.4,113.7,0.2042,0.3239,0.8169
one_arm_db_row,acc_jerk_max_s9_e51,max,284,73.5528,82.0,106.0,115.7,0.1725,0.2641,0.7782
one_arm_db_row,acc_jerk_max_s9_e81,max,284,76.8556,82.0,106.4,118.0,0.1549,0.2183,0.7711
one_arm_db_row,acc_magnitude_min_s21,min,284,51.0599,47.5,87.0,97.7,0.3275,0.5317,0.9155
one_arm_db_row,acc_magnitude_min_s51,min,284,49.6162,41.5,90.4,98.7,0.3486,0.5423,0.9049
one_arm_db_row,acc_magnitude_min_s9,min,284,49.412,45.0,85.0,97.0,0.331,0.5317,0.9296
one_arm_db_row,gyro_jerk_max_s21_e21,max,284,63.257,65.5,89.4,106.0,0.169,0.3486,0.8697
one_arm_db_row,gyro_jerk_max_s21_e51,max,284,69.7711,75.0,98.4,113.0,0.1408,0.3028,0.8134
one_arm_db_row,gyro_jerk_max_s21_e81,max,284,73.7077,79.0,101.0,113.7,0.0986,0.2606,0.7923
one_arm_db_row,gyro_jerk_max_s51_e21,max,284,61.757,63.5,86.4,104.4,0.1585,0.3732,0.8908
one_arm_db_row,gyro_jerk_max_s51_e51,max,284,64.7042,64.0,90.0,110.0,0.1162,0.3486,0.838
one_arm_db_row,gyro_jerk_max_s51_e81,max,284,68.6303,70.0,97.4,110.7,0.1197,0.3063,0.8169
one_arm_db_row,gyro_jerk_max_s9_e21,max,284,66.7254,68.5,94.0,111.0,0.162,0.3204,0.8521
one_arm_db_row,gyro_jerk_max_s9_e51,max,284,69.4472,73.0,99.0,113.0,0.1479,0.3239,0.8099
one_arm_db_row,gyro_jerk_max_s9_e81,max,284,73.3204,80.0,102.8,114.7,0.1303,0.2817,0.7852
one_arm_db_row,gyro_magnitude_min_s21,min,284,39.8415,29.0,74.0,91.0,0.4718,0.6408,0.9577
one_arm_db_row,gyro_magnitude_min_s51,min,284,39.6408,23.0,78.4,95.7,0.507,0.6585,0.9542
one_arm_db_row,gyro_magnitude_min_s9,min,284,38.8099,29.0,74.0,89.0,0.4683,0.6444,0.9577
one_arm_db_row,motion_energy_min_s21_e21,min,284,39.9049,29.5,71.4,92.7,0.4577,0.6408,0.9577
one_arm_db_row,motion_energy_min_s21_e51,min,284,40.9225,29.0,75.4,95.7,0.4648,0.6373,0.9437
one_arm_db_row,motion_energy_min_s21_e81,min,284,42.2254,32.0,78.4,96.0,0.4472,0.6197,0.9472
one_arm_db_row,motion_energy_min_s51_e21,min,284,42.5176,35.0,75.8,97.0,0.4225,0.6162,0.9437
one_arm_db_row,motion_energy_min_s51_e51,min,284,43.1373,34.0,79.4,97.0,0.4507,0.6408,0.9366
one_arm_db_row,motion_energy_min_s51_e81,min,284,41.7746,32.0,80.0,95.0,0.4718,0.6268,0.9437
one_arm_db_row,motion_energy_min_s9_e21,min,284,40.7852,31.0,74.0,93.0,0.4366,0.6338,0.9577
one_arm_db_row,motion_energy_min_s9_e51,min,284,40.7077,31.5,72.4,94.7,0.4472,0.6232,0.9577
one_arm_db_row,motion_energy_min_s9_e81,min,284,41.0246,33.0,74.8,90.0,0.4577,0.6127,0.9577
one_arm_db_row,pca_extreme_max_s21,max,284,70.9718,75.5,101.4,119.0,0.1585,0.2817,0.7923
one_arm_db_row,pca_extreme_max_s51,max,284,72.3768,80.0,104.4,120.4,0.1549,0.2923,0.7887
one_arm_db_row,pca_extreme_max_s9,max,284,69.0176,75.0,101.8,119.0,0.169,0.3134,0.7958
one_arm_db_row,pca_velocity_min_s21_e21,min,284,43.2254,37.5,73.4,91.7,0.3662,0.6303,0.9648
one_arm_db_row,pca_velocity_min_s21_e51,min,284,45.3134,39.0,78.0,97.0,0.3768,0.5986,0.9296
one_arm_db_row,pca_velocity_min_s21_e81,min,284,47.3592,42.0,85.8,96.7,0.3873,0.5739,0.9366
one_arm_db_row,pca_velocity_min_s51_e21,min,284,46.3662,43.0,74.4,92.0,0.3275,0.5493,0.9472
one_arm_db_row,pca_velocity_min_s51_e51,min,284,47.8521,44.0,80.0,97.0,0.3345,0.5634,0.919
one_arm_db_row,pca_velocity_min_s51_e81,min,284,50.0986,45.0,90.4,97.0,0.338,0.5423,0.9331
one_arm_db_row,pca_velocity_min_s9_e21,min,284,42.7183,34.0,75.0,92.0,0.3732,0.6268,0.9577
one_arm_db_row,pca_velocity_min_s9_e51,min,284,42.0141,35.0,73.4,95.7,0.3944,0.6549,0.9507
one_arm_db_row,pca_velocity_min_s9_e81,min,284,43.7676,36.0,79.8,96.7,0.3979,0.6162,0.9437
one_arm_db_row,transition_energy_max_s21_e21,max,284,71.0669,80.0,101.4,112.7,0.1761,0.3063,0.7958
one_arm_db_row,transition_energy_max_s21_e51,max,284,73.7711,84.0,108.0,118.0,0.1937,0.2923,0.757
one_arm_db_row,transition_energy_max_s21_e81,max,284,76.3908,84.0,108.0,119.7,0.162,0.2465,0.743
one_arm_db_row,transition_energy_max_s51_e21,max,284,72.8134,79.0,102.4,118.7,0.1338,0.2782,0.7852
one_arm_db_row,transition_energy_max_s51_e51,max,284,78.4472,82.5,108.0,120.0,0.088,0.2289,0.7113
one_arm_db_row,transition_energy_max_s51_e81,max,284,79.1479,84.0,107.4,121.0,0.1092,0.2113,0.7324
one_arm_db_row,transition_energy_max_s9_e21,max,284,69.8592,77.0,95.8,119.7,0.1831,0.3169,0.8169
one_arm_db_row,transition_energy_max_s9_e51,max,284,75.1972,83.0,106.4,119.0,0.1585,0.257,0.7746
one_arm_db_row,transition_energy_max_s9_e81,max,284,77.7958,83.5,107.4,119.0,0.1444,0.2394,0.7606
