file,subject,exercise,set_id,num_reps,set_length_samples,true_period_samples,signal,method,estimated_period_samples,signed_error_samples,abs_error_samples,relative_abs_error,within_10_percent,within_20_percent
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_biceps_curl,2,12,4537,364.0,acc_magnitude,fft,96.5319,-267.4681,267.4681,0.7348,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_biceps_curl,2,12,4537,364.0,gyro_magnitude,autocorr,2226.0,1862.0,1862.0,5.1154,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_biceps_curl,2,12,4537,364.0,gyro_magnitude,fft,181.48,-182.52,182.52,0.5014,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_biceps_curl,2,12,4537,364.0,pca_velocity,autocorr,1958.0,1594.0,1594.0,4.3791,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_biceps_curl,2,12,4537,364.0,pca_velocity,fft,197.2609,-166.7391,166.7391,0.4581,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_biceps_curl,2,12,4537,364.0,motion_energy,autocorr,2214.0,1850.0,1850.0,5.0824,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_biceps_curl,2,12,4537,364.0,motion_energy,fft,2268.5,1904.5,1904.5,5.2321,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_biceps_curl,2,12,4537,364.0,transition_energy,autocorr,2030.0,1666.0,1666.0,4.5769,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_biceps_curl,2,12,4537,364.0,transition_energy,fft,302.4667,-61.5333,61.5333,0.169,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,pca_motion,autocorr,327.0,-9.0,9.0,0.0268,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,pca_motion,fft,331.0,-5.0,5.0,0.0149,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,abs_pca_motion,autocorr,1271.0,935.0,935.0,2.7827,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,abs_pca_motion,fft,567.4286,231.4286,231.4286,0.6888,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,acc_magnitude,autocorr,337.0,1.0,1.0,0.003,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,acc_magnitude,fft,331.0,-5.0,5.0,0.0149,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,gyro_magnitude,autocorr,1073.0,737.0,737.0,2.1935,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,gyro_magnitude,fft,567.4286,231.4286,231.4286,0.6888,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,pca_velocity,autocorr,1291.0,955.0,955.0,2.8423,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,pca_velocity,fft,567.4286,231.4286,231.4286,0.6888,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,motion_energy,autocorr,1131.0,795.0,795.0,2.3661,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,motion_energy,fft,567.4286,231.4286,231.4286,0.6888,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,transition_energy,autocorr,1124.0,788.0,788.0,2.3452,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,0,12,3972,336.0,transition_energy,fft,567.4286,231.4286,231.4286,0.6888,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,pca_motion,autocorr,339.0,11.0,11.0,0.0335,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,pca_motion,fft,174.1739,-153.8261,153.8261,0.469,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,abs_pca_motion,autocorr,342.0,14.0,14.0,0.0427,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,abs_pca_motion,fft,222.5556,-105.4444,105.4444,0.3215,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,acc_magnitude,autocorr,343.0,15.0,15.0,0.0457,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,acc_magnitude,fft,333.8333,5.8333,5.8333,0.0178,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,gyro_magnitude,autocorr,368.0,40.0,40.0,0.122,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,gyro_magnitude,fft,308.1538,-19.8462,19.8462,0.0605,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,pca_velocity,autocorr,676.0,348.0,348.0,1.061,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,pca_velocity,fft,166.9167,-161.0833,161.0833,0.4911,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,motion_energy,autocorr,1374.0,1046.0,1046.0,3.189,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,motion_energy,fft,364.1818,36.1818,36.1818,0.1103,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,transition_energy,autocorr,1373.0,1045.0,1045.0,3.186,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,1,12,4006,328.0,transition_energy,fft,2003.0,1675.0,1675.0,5.1067,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,pca_motion,autocorr,307.0,2.0,2.0,0.0066,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,pca_motion,fft,155.3333,-149.6667,149.6667,0.4907,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,abs_pca_motion,autocorr,311.0,6.0,6.0,0.0197,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,abs_pca_motion,fft,310.6667,5.6667,5.6667,0.0186,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,acc_magnitude,autocorr,310.0,5.0,5.0,0.0164,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,acc_magnitude,fft,310.6667,5.6667,5.6667,0.0186,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,gyro_magnitude,autocorr,1089.0,784.0,784.0,2.5705,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,gyro_magnitude,fft,1242.6667,937.6667,937.6667,3.0743,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,pca_velocity,autocorr,305.0,0.0,0.0,0.0,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,pca_velocity,fft,310.6667,5.6667,5.6667,0.0186,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,motion_energy,autocorr,309.0,4.0,4.0,0.0131,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,motion_energy,fft,310.6667,5.6667,5.6667,0.0186,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,transition_energy,autocorr,300.0,-5.0,5.0,0.0164,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_rdl,2,12,3728,305.0,transition_energy,fft,310.6667,5.6667,5.6667,0.0186,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,pca_motion,autocorr,113.0,-172.0,172.0,0.6035,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,pca_motion,fft,256.3333,-28.6667,28.6667,0.1006,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,abs_pca_motion,autocorr,230.0,-55.0,55.0,0.193,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,abs_pca_motion,fft,256.3333,-28.6667,28.6667,0.1006,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,acc_magnitude,autocorr,129.0,-156.0,156.0,0.5474,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,acc_magnitude,fft,192.25,-92.75,92.75,0.3254,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,gyro_magnitude,autocorr,233.0,-52.0,52.0,0.1825,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,gyro_magnitude,fft,76.9,-208.1,208.1,0.7302,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,pca_velocity,autocorr,241.0,-44.0,44.0,0.1544,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,pca_velocity,fft,256.3333,-28.6667,28.6667,0.1006,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,motion_energy,autocorr,229.0,-56.0,56.0,0.1965,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,motion_energy,fft,256.3333,-28.6667,28.6667,0.1006,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,transition_energy,autocorr,248.0,-37.0,37.0,0.1298,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,0,3,769,285.0,transition_energy,fft,384.5,99.5,99.5,0.3491,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,pca_motion,autocorr,238.0,6.0,6.0,0.0259,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,pca_motion,fft,121.3043,-110.6957,110.6957,0.4771,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,abs_pca_motion,autocorr,238.0,6.0,6.0,0.0259,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,abs_pca_motion,fft,232.5,0.5,0.5,0.0022,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,acc_magnitude,autocorr,841.0,609.0,609.0,2.625,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,acc_magnitude,fft,930.0,698.0,698.0,3.0086,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,gyro_magnitude,autocorr,238.0,6.0,6.0,0.0259,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,gyro_magnitude,fft,232.5,0.5,0.5,0.0022,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,pca_velocity,autocorr,241.0,9.0,9.0,0.0388,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,pca_velocity,fft,232.5,0.5,0.5,0.0022,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,motion_energy,autocorr,735.0,503.0,503.0,2.1681,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,motion_energy,fft,253.6364,21.6364,21.6364,0.0933,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,transition_energy,autocorr,238.0,6.0,6.0,0.0259,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,1,12,2790,232.0,transition_energy,fft,232.5,0.5,0.5,0.0022,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,pca_motion,autocorr,268.0,-1.0,1.0,0.0037,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,pca_motion,fft,128.32,-140.68,140.68,0.523,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,abs_pca_motion,autocorr,297.0,28.0,28.0,0.1041,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,abs_pca_motion,fft,267.3333,-1.6667,1.6667,0.0062,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,acc_magnitude,autocorr,650.0,381.0,381.0,1.4164,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,acc_magnitude,fft,534.6667,265.6667,265.6667,0.9876,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,gyro_magnitude,autocorr,290.0,21.0,21.0,0.0781,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,gyro_magnitude,fft,267.3333,-1.6667,1.6667,0.0062,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,pca_velocity,autocorr,1001.0,732.0,732.0,2.7212,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,pca_velocity,fft,246.7692,-22.2308,22.2308,0.0826,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,motion_energy,autocorr,289.0,20.0,20.0,0.0743,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,motion_energy,fft,267.3333,-1.6667,1.6667,0.0062,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,transition_energy,autocorr,277.0,8.0,8.0,0.0297,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,2,12,3208,269.0,transition_energy,fft,267.3333,-1.6667,1.6667,0.0062,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,pca_motion,autocorr,271.0,1.0,1.0,0.0037,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,pca_motion,fft,139.5652,-130.4348,130.4348,0.4831,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,abs_pca_motion,autocorr,272.0,2.0,2.0,0.0074,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,abs_pca_motion,fft,267.5,-2.5,2.5,0.0093,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,acc_magnitude,autocorr,1144.0,874.0,874.0,3.237,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,acc_magnitude,fft,291.8182,21.8182,21.8182,0.0808,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,gyro_magnitude,autocorr,272.0,2.0,2.0,0.0074,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,gyro_magnitude,fft,267.5,-2.5,2.5,0.0093,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,pca_velocity,autocorr,269.0,-1.0,1.0,0.0037,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,pca_velocity,fft,267.5,-2.5,2.5,0.0093,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,motion_energy,autocorr,274.0,4.0,4.0,0.0148,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,motion_energy,fft,267.5,-2.5,2.5,0.0093,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,transition_energy,autocorr,264.0,-6.0,6.0,0.0222,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_shoulder_press,3,12,3210,270.0,transition_energy,fft,267.5,-2.5,2.5,0.0093,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,pca_motion,autocorr,355.0,5.0,5.0,0.0143,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,pca_motion,fft,357.0833,7.0833,7.0833,0.0202,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,abs_pca_motion,autocorr,364.0,14.0,14.0,0.04,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,abs_pca_motion,fft,329.6154,-20.3846,20.3846,0.0582,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,acc_magnitude,autocorr,347.0,-3.0,3.0,0.0086,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,acc_magnitude,fft,357.0833,7.0833,7.0833,0.0202,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,gyro_magnitude,autocorr,367.0,17.0,17.0,0.0486,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,gyro_magnitude,fft,612.1429,262.1429,262.1429,0.749,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,pca_velocity,autocorr,389.0,39.0,39.0,0.1114,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,pca_velocity,fft,329.6154,-20.3846,20.3846,0.0582,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,motion_energy,autocorr,343.0,-7.0,7.0,0.02,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,motion_energy,fft,329.6154,-20.3846,20.3846,0.0582,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,transition_energy,autocorr,390.0,40.0,40.0,0.1143,False,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,0,12,4285,350.0,transition_energy,fft,329.6154,-20.3846,20.3846,0.0582,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,pca_motion,autocorr,335.0,-2.0,2.0,0.0059,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,pca_motion,fft,326.3333,-10.6667,10.6667,0.0317,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,abs_pca_motion,autocorr,335.0,-2.0,2.0,0.0059,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,abs_pca_motion,fft,326.3333,-10.6667,10.6667,0.0317,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,acc_magnitude,autocorr,339.0,2.0,2.0,0.0059,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,acc_magnitude,fft,326.3333,-10.6667,10.6667,0.0317,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,gyro_magnitude,autocorr,350.0,13.0,13.0,0.0386,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,gyro_magnitude,fft,170.2609,-166.7391,166.7391,0.4948,False,False
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,pca_velocity,autocorr,341.0,4.0,4.0,0.0119,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,pca_velocity,fft,326.3333,-10.6667,10.6667,0.0317,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,motion_energy,autocorr,336.0,-1.0,1.0,0.003,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,motion_energy,fft,326.3333,-10.6667,10.6667,0.0317,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,transition_energy,autocorr,339.0,2.0,2.0,0.0059,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,1,12,3916,337.0,transition_energy,fft,356.0,19.0,19.0,0.0564,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,2,12,3601,298.0,pca_motion,autocorr,298.0,0.0,0.0,0.0,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,2,12,3601,298.0,pca_motion,fft,300.0833,2.0833,2.0833,0.007,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,2,12,3601,298.0,abs_pca_motion,autocorr,298.0,0.0,0.0,0.0,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,2,12,3601,298.0,abs_pca_motion,fft,300.0833,2.0833,2.0833,0.007,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,2,12,3601,298.0,acc_magnitude,autocorr,297.0,-1.0,1.0,0.0034,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,2,12,3601,298.0,acc_magnitude,fft,300.0833,2.0833,2.0833,0.007,True,True
datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,kevin0509workout,db_squat,2,12,3601,298.0,gyro_magnitude,autocorr,100.0,-198.0,198.0,0.6644,False,False
