subject,feature,objective,boundaries,mean_abs_error,median_abs_error,p80_abs_error,p90_abs_error,within_25_samples,within_50_samples,within_100_samples
yanz0510workout,gyro_jerk_max_s21_e21,max,296,54.4291,51.0,87.0,98.0,0.2466,0.4966,0.9054
yanz0510workout,gyro_jerk_max_s21_e51,max,296,52.6486,45.0,90.0,101.0,0.3378,0.5372,0.8986
yanz0510workout,gyro_jerk_max_s21_e81,max,296,54.9696,51.5,93.0,100.5,0.3108,0.4966,0.8986
yanz0510workout,gyro_jerk_max_s51_e21,max,296,54.3176,49.0,86.0,99.5,0.223,0.5169,0.902
yanz0510workout,gyro_jerk_max_s51_e51,max,296,54.25,47.0,85.0,105.0,0.2196,0.5304,0.8885
yanz0510workout,gyro_jerk_max_s51_e81,max,296,52.2297,45.5,93.0,103.0,0.3649,0.5236,0.8885
yanz0510workout,gyro_jerk_max_s9_e21,max,296,48.1689,40.5,85.0,95.5,0.3345,0.5845,0.9358
yanz0510workout,gyro_jerk_max_s9_e51,max,296,52.4662,46.5,92.0,100.0,0.3682,0.5169,0.902
yanz0510workout,gyro_jerk_max_s9_e81,max,296,56.4122,54.5,93.0,104.0,0.3142,0.4932,0.8885
yanz0510workout,gyro_magnitude_min_s21,min,296,73.527,74.0,101.0,110.5,0.0676,0.2095,0.7939
yanz0510workout,gyro_magnitude_min_s51,min,296,73.3919,74.0,101.0,110.5,0.0608,0.2297,0.7973
yanz0510workout,gyro_magnitude_min_s9,min,296,72.7905,72.5,101.0,110.0,0.0608,0.2061,0.7973
yanz0510workout,motion_energy_min_s21_e21,min,296,71.3919,72.0,101.0,109.0,0.0709,0.2669,0.7939
yanz0510workout,motion_energy_min_s21_e51,min,296,72.3581,74.0,100.0,109.5,0.0709,0.2432,0.8007
yanz0510workout,motion_energy_min_s21_e81,min,296,74.2061,77.5,104.0,111.5,0.0811,0.2264,0.7534
yanz0510workout,motion_energy_min_s51_e21,min,296,73.8243,78.0,103.0,110.5,0.0777,0.2432,0.7703
yanz0510workout,motion_energy_min_s51_e51,min,296,75.1081,78.0,105.0,113.0,0.0743,0.2466,0.7534
yanz0510workout,motion_energy_min_s51_e81,min,296,75.0608,78.0,105.0,114.0,0.1014,0.2365,0.75
yanz0510workout,motion_energy_min_s9_e21,min,296,69.9595,72.0,99.0,107.0,0.0811,0.2736,0.8209
yanz0510workout,motion_energy_min_s9_e51,min,296,71.8649,75.0,100.0,107.5,0.0845,0.2534,0.8041
yanz0510workout,motion_energy_min_s9_e81,min,296,73.6791,77.5,102.0,110.0,0.0845,0.2297,0.7872
yanz0510workout,pca_extreme_max_s21,max,296,49.0777,42.5,90.0,95.0,0.3378,0.5439,0.9493
yanz0510workout,pca_extreme_max_s51,max,296,49.4223,43.5,92.0,96.0,0.3547,0.5405,0.9426
yanz0510workout,pca_extreme_max_s9,max,296,48.7703,45.0,88.0,94.0,0.3446,0.5574,0.9561
yanz0510workout,pca_velocity_min_s21_e21,min,296,69.1115,71.5,94.0,105.0,0.0743,0.277,0.8547
yanz0510workout,pca_velocity_min_s21_e51,min,296,71.9493,76.0,96.0,109.0,0.0777,0.2432,0.8277
yanz0510workout,pca_velocity_min_s21_e81,min,296,73.5709,76.0,103.0,110.5,0.0811,0.2128,0.777
yanz0510workout,pca_velocity_min_s51_e21,min,296,67.3649,69.0,92.0,107.0,0.1115,0.2872,0.848
yanz0510workout,pca_velocity_min_s51_e51,min,296,70.348,73.5,98.0,108.0,0.098,0.2601,0.8243
yanz0510workout,pca_velocity_min_s51_e81,min,296,74.875,78.5,104.0,116.0,0.0946,0.2365,0.777
yanz0510workout,pca_velocity_min_s9_e21,min,296,67.9628,71.5,96.0,109.0,0.1081,0.2939,0.8311
yanz0510workout,pca_velocity_min_s9_e51,min,296,71.527,75.0,100.0,110.0,0.1047,0.2736,0.8007
yanz0510workout,pca_velocity_min_s9_e81,min,296,74.5507,76.5,104.0,114.5,0.0743,0.25,0.7635
yanz0510workout,transition_energy_max_s21_e21,max,296,47.4122,38.5,85.0,93.0,0.3649,0.5743,0.9358
yanz0510workout,transition_energy_max_s21_e51,max,296,46.973,39.0,91.0,94.0,0.4088,0.6014,0.9426
yanz0510workout,transition_energy_max_s21_e81,max,296,49.9527,37.0,93.0,98.0,0.402,0.5676,0.9122
yanz0510workout,transition_energy_max_s51_e21,max,296,52.3986,48.5,89.0,98.5,0.2601,0.5034,0.9155
yanz0510workout,transition_energy_max_s51_e51,max,296,52.6791,45.0,92.0,102.0,0.2838,0.5574,0.8953
yanz0510workout,transition_energy_max_s51_e81,max,296,50.0574,41.0,93.0,98.0,0.4054,0.5473,0.9122
yanz0510workout,transition_energy_max_s9_e21,max,296,44.7264,35.0,83.0,93.0,0.3851,0.6115,0.9527
yanz0510workout,transition_energy_max_s9_e51,max,296,49.9257,38.0,93.0,98.0,0.3885,0.5777,0.9189
yanz0510workout,transition_energy_max_s9_e81,max,296,49.7736,39.5,93.0,98.0,0.375,0.5777,0.9257
yoru0511workout,acc_jerk_max_s21_e21,max,289,50.5848,48.0,84.0,97.0,0.2976,0.526,0.9135
yoru0511workout,acc_jerk_max_s21_e51,max,289,56.5294,56.0,92.0,103.0,0.2491,0.4152,0.8616
yoru0511workout,acc_jerk_max_s21_e81,max,289,61.2353,66.0,91.0,102.0,0.2215,0.3599,0.8858
yoru0511workout,acc_jerk_max_s51_e21,max,289,52.4394,44.0,88.0,101.0,0.2491,0.5502,0.8962
yoru0511workout,acc_jerk_max_s51_e51,max,289,56.1557,54.0,89.0,102.0,0.218,0.4602,0.8927
yoru0511workout,acc_jerk_max_s51_e81,max,289,56.1765,55.0,91.0,102.0,0.2249,0.4602,0.8858
yoru0511workout,acc_jerk_max_s9_e21,max,289,53.1661,53.0,81.0,92.8,0.2388,0.4671,0.9204
yoru0511workout,acc_jerk_max_s9_e51,max,289,57.2145,60.0,86.4,99.2,0.2249,0.3772,0.9031
yoru0511workout,acc_jerk_max_s9_e81,max,289,62.3564,69.0,90.0,102.0,0.2007,0.3391,0.8858
yoru0511workout,acc_magnitude_min_s21,min,289,65.8962,70.0,94.0,101.0,0.128,0.3114,0.8858
yoru0511workout,acc_magnitude_min_s51,min,289,73.9619,81.0,99.0,107.0,0.1142,0.2111,0.8304
yoru0511workout,acc_magnitude_min_s9,min,289,61.8201,63.0,92.0,99.0,0.1488,0.3633,0.9239
yoru0511workout,gyro_jerk_max_s21_e21,max,289,65.4983,68.0,95.4,103.2,0.128,0.3183,0.8581
yoru0511workout,gyro_jerk_max_s21_e51,max,289,71.4913,74.0,99.0,108.0,0.0623,0.2457,0.8166
yoru0511workout,gyro_jerk_max_s21_e81,max,289,73.9931,78.0,101.0,107.2,0.0657,0.2284,0.7958
yoru0511workout,gyro_jerk_max_s51_e21,max,289,61.6678,61.0,86.4,99.2,0.1038,0.3668,0.9066
yoru0511workout,gyro_jerk_max_s51_e51,max,289,61.4152,62.0,83.0,98.0,0.1038,0.3495,0.9031
yoru0511workout,gyro_jerk_max_s51_e81,max,289,72.5813,75.0,98.0,107.0,0.0415,0.2353,0.8408
yoru0511workout,gyro_jerk_max_s9_e21,max,289,67.7301,70.0,95.4,105.0,0.1142,0.2976,0.8685
yoru0511workout,gyro_jerk_max_s9_e51,max,289,71.2076,73.0,98.0,109.0,0.0969,0.2249,0.8339
yoru0511workout,gyro_jerk_max_s9_e81,max,289,73.9862,78.0,100.0,108.0,0.0796,0.2215,0.8062
yoru0511workout,gyro_magnitude_min_s21,min,289,38.5986,26.0,77.6,95.2,0.4844,0.737,0.955
yoru0511workout,gyro_magnitude_min_s51,min,289,41.0554,27.0,91.0,98.0,0.474,0.6817,0.9239
yoru0511workout,gyro_magnitude_min_s9,min,289,37.3253,27.0,67.4,90.2,0.4637,0.7439,0.9689
yoru0511workout,motion_energy_min_s21_e21,min,289,58.3979,64.0,95.4,100.2,0.2837,0.4221,0.8997
yoru0511workout,motion_energy_min_s21_e51,min,289,58.8997,64.0,96.0,101.0,0.2907,0.4152,0.8893
yoru0511workout,motion_energy_min_s21_e81,min,289,62.1453,68.0,97.0,101.2,0.2457,0.4014,0.8754
yoru0511workout,motion_energy_min_s51_e21,min,289,60.955,69.0,97.0,101.0,0.2595,0.4048,0.8789
yoru0511workout,motion_energy_min_s51_e51,min,289,64.5882,71.0,99.0,106.0,0.2111,0.3772,0.8443
yoru0511workout,motion_energy_min_s51_e81,min,289,66.8028,74.0,99.0,107.0,0.1834,0.3322,0.8408
yoru0511workout,motion_energy_min_s9_e21,min,289,55.4429,55.0,94.0,99.0,0.2976,0.4775,0.9239
yoru0511workout,motion_energy_min_s9_e51,min,289,56.1211,58.0,94.0,100.0,0.2976,0.4567,0.9135
yoru0511workout,motion_energy_min_s9_e81,min,289,57.8547,61.0,94.4,101.0,0.2595,0.4464,0.8962
yoru0511workout,pca_extreme_max_s21,max,289,62.1384,62.0,96.0,109.2,0.2145,0.4152,0.8339
yoru0511workout,pca_extreme_max_s51,max,289,65.5882,76.0,102.0,109.2,0.2249,0.3772,0.7855
yoru0511workout,pca_extreme_max_s9,max,289,60.9204,62.0,96.0,108.0,0.2284,0.4152,0.8651
yoru0511workout,pca_velocity_min_s21_e21,min,289,46.1488,39.0,80.4,95.2,0.3529,0.5709,0.9481
yoru0511workout,pca_velocity_min_s21_e51,min,289,50.8408,49.0,93.0,100.0,0.3322,0.5156,0.9239
yoru0511workout,pca_velocity_min_s21_e81,min,289,58.9377,59.0,97.0,102.2,0.263,0.4464,0.8651
yoru0511workout,pca_velocity_min_s51_e21,min,289,53.9585,55.0,87.4,99.2,0.2664,0.474,0.9135
yoru0511workout,pca_velocity_min_s51_e51,min,289,59.7578,62.0,96.0,101.0,0.218,0.4187,0.8858
yoru0511workout,pca_velocity_min_s51_e81,min,289,66.8443,71.0,97.4,103.2,0.1592,0.3287,0.8478
yoru0511workout,pca_velocity_min_s9_e21,min,289,45.9654,37.0,85.4,98.0,0.3772,0.6055,0.9204
yoru0511workout,pca_velocity_min_s9_e51,min,289,47.6505,35.0,93.4,101.0,0.4048,0.5986,0.8962
yoru0511workout,pca_velocity_min_s9_e81,min,289,56.4498,50.0,99.0,108.4,0.3495,0.5052,0.8166
yoru0511workout,transition_energy_max_s21_e21,max,289,61.5121,63.0,91.0,104.2,0.1834,0.3599,0.8685
yoru0511workout,transition_energy_max_s21_e51,max,289,64.9723,64.0,99.4,108.0,0.1384,0.3253,0.8097
yoru0511workout,transition_energy_max_s21_e81,max,289,67.5709,71.0,97.4,106.0,0.1419,0.2837,0.8339
yoru0511workout,transition_energy_max_s51_e21,max,289,62.5779,65.0,89.0,102.0,0.1592,0.3149,0.8927
yoru0511workout,transition_energy_max_s51_e51,max,289,64.9827,64.0,91.0,103.0,0.083,0.3149,0.8754
yoru0511workout,transition_energy_max_s51_e81,max,289,65.6159,66.0,98.0,105.2,0.1384,0.3391,0.8304
yoru0511workout,transition_energy_max_s9_e21,max,289,64.2664,66.0,92.4,102.2,0.1453,0.3253,0.8893
yoru0511workout,transition_energy_max_s9_e51,max,289,67.4913,69.0,95.4,105.0,0.1211,0.2561,0.8408
yoru0511workout,transition_energy_max_s9_e81,max,289,71.7439,77.0,97.0,105.0,0.1142,0.2249,0.8478
yushuan0513workout,acc_jerk_max_s21_e21,max,258,85.0891,91.0,112.0,125.9,0.0581,0.1667,0.6822
yushuan0513workout,acc_jerk_max_s21_e51,max,258,85.2946,93.5,116.0,131.0,0.0814,0.2093,0.6434
yushuan0513workout,acc_jerk_max_s21_e81,max,258,88.9574,95.0,120.0,132.0,0.0814,0.1628,0.6163
yushuan0513workout,acc_jerk_max_s51_e21,max,258,87.3295,95.0,116.0,127.3,0.0543,0.1783,0.6473
yushuan0513workout,acc_jerk_max_s51_e51,max,258,89.469,96.0,121.0,134.3,0.0581,0.1744,0.6085
yushuan0513workout,acc_jerk_max_s51_e81,max,258,91.5155,96.0,123.0,136.3,0.062,0.1357,0.5891
yushuan0513workout,acc_jerk_max_s9_e21,max,258,77.3643,80.0,112.6,121.0,0.1008,0.2403,0.7132
yushuan0513workout,acc_jerk_max_s9_e51,max,258,80.7558,86.0,117.6,128.0,0.1163,0.2364,0.686
yushuan0513workout,acc_jerk_max_s9_e81,max,258,82.5,86.0,117.0,129.6,0.1124,0.2287,0.6589
yushuan0513workout,acc_magnitude_min_s21,min,258,77.7171,81.5,107.0,125.0,0.1124,0.2364,0.7597
yushuan0513workout,acc_magnitude_min_s51,min,258,75.5659,78.0,107.2,128.0,0.1473,0.2636,0.7674
yushuan0513workout,acc_magnitude_min_s9,min,258,75.5659,79.0,101.0,119.3,0.093,0.2481,0.7907
yushuan0513workout,gyro_jerk_max_s21_e21,max,258,66.2171,65.0,104.0,121.0,0.1977,0.3953,0.7674
yushuan0513workout,gyro_jerk_max_s21_e51,max,258,69.6395,68.5,107.2,123.3,0.1628,0.3682,0.7597
yushuan0513workout,gyro_jerk_max_s21_e81,max,258,75.0581,74.5,110.6,126.6,0.1357,0.2907,0.7209
yushuan0513workout,gyro_jerk_max_s51_e21,max,258,65.2287,63.0,102.6,120.3,0.2171,0.376,0.7868
yushuan0513workout,gyro_jerk_max_s51_e51,max,258,66.2442,63.5,109.0,124.0,0.2287,0.3953,0.7597
yushuan0513workout,gyro_jerk_max_s51_e81,max,258,70.3372,66.5,111.0,126.6,0.155,0.3527,0.7403
yushuan0513workout,gyro_jerk_max_s9_e21,max,258,66.4496,66.0,104.0,121.0,0.2016,0.3798,0.7752
yushuan0513workout,gyro_jerk_max_s9_e51,max,258,66.7364,67.5,104.0,121.0,0.2171,0.3837,0.7674
yushuan0513workout,gyro_jerk_max_s9_e81,max,258,73.2481,74.5,112.6,124.0,0.1705,0.3256,0.6938
yushuan0513workout,gyro_magnitude_min_s21,min,258,47.3527,33.0,85.0,115.3,0.4341,0.6163,0.8527
yushuan0513workout,gyro_magnitude_min_s51,min,258,50.8527,35.0,101.2,124.3,0.3876,0.6318,0.7984
yushuan0513workout,gyro_magnitude_min_s9,min,258,46.1163,32.5,86.4,110.6,0.4341,0.6124,0.8566
yushuan0513workout,motion_energy_min_s21_e21,min,258,60.8101,58.0,106.0,127.0,0.3217,0.469,0.7713
yushuan0513workout,motion_energy_min_s21_e51,min,258,60.9535,56.0,104.2,130.3,0.314,0.469,0.7907
yushuan0513workout,motion_energy_min_s21_e81,min,258,60.7946,51.5,107.0,127.3,0.2946,0.5,0.7752
yushuan0513workout,motion_energy_min_s51_e21,min,258,58.8023,49.0,99.0,131.0,0.2984,0.5155,0.8101
yushuan0513workout,motion_energy_min_s51_e51,min,258,61.8876,55.0,107.0,132.3,0.3023,0.4767,0.7519
yushuan0513workout,motion_energy_min_s51_e81,min,258,64.9574,58.5,114.6,138.3,0.2791,0.4419,0.7558
yushuan0513workout,motion_energy_min_s9_e21,min,258,60.7248,57.5,103.6,129.3,0.2984,0.4651,0.7791
yushuan0513workout,motion_energy_min_s9_e51,min,258,60.0814,58.0,103.0,125.9,0.3256,0.4729,0.7868
yushuan0513workout,motion_energy_min_s9_e81,min,258,59.2287,55.0,102.6,130.3,0.3217,0.4845,0.7946
yushuan0513workout,pca_extreme_max_s21,max,258,73.0698,71.0,109.6,121.0,0.0814,0.3217,0.7597
yushuan0513workout,pca_extreme_max_s51,max,258,77.2946,78.5,113.6,127.3,0.0775,0.2674,0.7442
yushuan0513workout,pca_extreme_max_s9,max,258,71.1202,68.0,106.6,121.9,0.0814,0.3295,0.7791
yushuan0513workout,pca_velocity_min_s21_e21,min,258,56.907,50.0,101.0,115.3,0.2713,0.5,0.7907
yushuan0513workout,pca_velocity_min_s21_e51,min,258,59.7326,50.0,108.0,125.6,0.3101,0.5039,0.7597
yushuan0513workout,pca_velocity_min_s21_e81,min,258,63.9031,54.5,109.6,133.3,0.2713,0.4806,0.7519
yushuan0513workout,pca_velocity_min_s51_e21,min,258,60.8721,56.0,103.8,121.3,0.2558,0.4535,0.7946
yushuan0513workout,pca_velocity_min_s51_e51,min,258,63.4961,59.5,109.6,128.3,0.2829,0.4419,0.7403
yushuan0513workout,pca_velocity_min_s51_e81,min,258,68.4302,62.0,113.8,131.0,0.186,0.438,0.7171
yushuan0513workout,pca_velocity_min_s9_e21,min,258,61.0116,53.0,108.6,125.3,0.2636,0.4806,0.7674
yushuan0513workout,pca_velocity_min_s9_e51,min,258,60.7791,50.0,107.6,131.0,0.2403,0.5116,0.7674
yushuan0513workout,pca_velocity_min_s9_e81,min,258,65.7364,55.5,117.8,140.0,0.2481,0.469,0.7442
yushuan0513workout,transition_energy_max_s21_e21,max,258,74.9845,83.0,108.6,122.0,0.1357,0.3101,0.7209
yushuan0513workout,transition_energy_max_s21_e51,max,258,77.9884,83.0,109.6,124.3,0.093,0.2868,0.7054
yushuan0513workout,transition_energy_max_s21_e81,max,258,79.9419,85.0,112.0,128.0,0.0891,0.2442,0.7171
yushuan0513workout,transition_energy_max_s51_e21,max,258,76.5271,88.5,108.6,127.0,0.1705,0.2868,0.7016
yushuan0513workout,transition_energy_max_s51_e51,max,258,77.2713,90.5,114.2,132.0,0.186,0.3062,0.6628
yushuan0513workout,transition_energy_max_s51_e81,max,258,80.5116,81.5,117.6,134.0,0.0891,0.2519,0.6938
yushuan0513workout,transition_energy_max_s9_e21,max,258,72.3605,78.0,106.6,121.0,0.1357,0.3295,0.7636
yushuan0513workout,transition_energy_max_s9_e51,max,258,73.0543,77.0,104.0,121.0,0.1357,0.2946,0.7674
yushuan0513workout,transition_energy_max_s9_e81,max,258,77.5271,80.5,112.0,121.3,0.1202,0.2636,0.6977
ziho0512workout,acc_jerk_max_s21_e21,max,268,42.6567,30.5,78.6,97.0,0.4403,0.6306,0.9104
ziho0512workout,acc_jerk_max_s21_e51,max,268,48.3284,37.5,90.0,105.0,0.3843,0.5821,0.8507
ziho0512workout,acc_jerk_max_s21_e81,max,268,51.9366,39.5,99.0,109.0,0.3545,0.5709,0.8097
ziho0512workout,acc_jerk_max_s51_e21,max,268,46.9925,43.0,77.6,97.0,0.3507,0.5634,0.9328
ziho0512workout,acc_jerk_max_s51_e51,max,268,51.1567,49.0,89.0,103.3,0.3246,0.5187,0.8843
ziho0512workout,acc_jerk_max_s51_e81,max,268,54.6903,46.5,101.0,109.3,0.2948,0.5299,0.791
ziho0512workout,acc_jerk_max_s9_e21,max,268,44.3022,33.5,81.0,100.3,0.3918,0.6455,0.8993
ziho0512workout,acc_jerk_max_s9_e51,max,268,49.6716,38.0,92.0,106.6,0.3657,0.5784,0.8396
ziho0512workout,acc_jerk_max_s9_e81,max,268,53.3097,40.5,100.0,112.0,0.3284,0.5709,0.806
ziho0512workout,acc_magnitude_min_s21,min,268,51.6381,46.5,89.2,101.3,0.3209,0.5709,0.8918
ziho0512workout,acc_magnitude_min_s51,min,268,60.4291,54.0,98.6,109.0,0.1828,0.4627,0.8209
ziho0512workout,acc_magnitude_min_s9,min,268,50.1231,44.5,85.0,100.0,0.3358,0.5448,0.903
ziho0512workout,gyro_jerk_max_s21_e21,max,268,45.8433,34.5,80.0,106.0,0.3582,0.6493,0.8806
ziho0512workout,gyro_jerk_max_s21_e51,max,268,48.4366,36.0,96.0,113.3,0.3582,0.6418,0.8358
ziho0512workout,gyro_jerk_max_s21_e81,max,268,51.5187,37.0,103.0,118.0,0.3993,0.5933,0.7836
ziho0512workout,gyro_jerk_max_s51_e21,max,268,51.2425,43.5,88.0,104.0,0.3022,0.5746,0.8806
ziho0512workout,gyro_jerk_max_s51_e51,max,268,54.1231,46.0,94.0,107.3,0.306,0.541,0.8507
ziho0512workout,gyro_jerk_max_s51_e81,max,268,52.2425,41.0,101.0,113.0,0.3881,0.5672,0.791
ziho0512workout,gyro_jerk_max_s9_e21,max,268,44.9328,33.5,75.0,103.6,0.3881,0.6343,0.8881
ziho0512workout,gyro_jerk_max_s9_e51,max,268,52.6828,38.0,102.0,118.0,0.3433,0.6007,0.791
ziho0512workout,gyro_jerk_max_s9_e81,max,268,55.6828,42.5,104.6,118.0,0.3545,0.5522,0.7388
ziho0512workout,gyro_magnitude_min_s21,min,268,70.9142,72.5,102.6,111.0,0.1306,0.2724,0.7836
ziho0512workout,gyro_magnitude_min_s51,min,268,74.1269,78.5,106.6,115.0,0.1119,0.2463,0.7351
ziho0512workout,gyro_magnitude_min_s9,min,268,69.2351,71.5,102.0,110.3,0.1381,0.291,0.7873
ziho0512workout,motion_energy_min_s21_e21,min,268,79.0299,81.0,109.0,122.0,0.056,0.2127,0.7239
ziho0512workout,motion_energy_min_s21_e51,min,268,79.556,81.0,110.0,122.0,0.0485,0.209,0.709
ziho0512workout,motion_energy_min_s21_e81,min,268,82.5597,86.0,111.0,123.3,0.0485,0.1791,0.6642
ziho0512workout,motion_energy_min_s51_e21,min,268,82.459,84.5,113.0,126.3,0.0448,0.1903,0.6754
ziho0512workout,motion_energy_min_s51_e51,min,268,85.3619,88.0,116.0,127.0,0.0373,0.1679,0.6418
ziho0512workout,motion_energy_min_s51_e81,min,268,86.0858,92.0,116.2,127.0,0.0597,0.1642,0.6007
ziho0512workout,motion_energy_min_s9_e21,min,268,75.5187,78.0,102.0,117.0,0.0746,0.2127,0.7799
ziho0512workout,motion_energy_min_s9_e51,min,268,79.7239,81.0,107.6,119.6,0.041,0.1791,0.7201
ziho0512workout,motion_energy_min_s9_e81,min,268,80.4104,83.0,109.6,120.3,0.0522,0.194,0.709
ziho0512workout,pca_extreme_max_s21,max,268,29.4739,22.0,50.4,67.9,0.5784,0.7985,0.9701
ziho0512workout,pca_extreme_max_s51,max,268,31.2687,22.0,50.0,74.0,0.556,0.8022,0.9552
ziho0512workout,pca_extreme_max_s9,max,268,29.3582,21.0,46.0,67.0,0.5933,0.8209,0.9627
ziho0512workout,pca_velocity_min_s21_e21,min,268,69.8358,75.5,102.0,111.0,0.1642,0.306,0.7799
ziho0512workout,pca_velocity_min_s21_e51,min,268,79.3993,84.5,107.6,120.0,0.0821,0.1978,0.6828
ziho0512workout,pca_velocity_min_s21_e81,min,268,84.0784,93.0,110.0,122.0,0.0597,0.1716,0.6269
ziho0512workout,pca_velocity_min_s51_e21,min,268,72.2127,78.0,106.0,119.0,0.1567,0.2985,0.7313
ziho0512workout,pca_velocity_min_s51_e51,min,268,78.7313,87.5,111.0,124.3,0.1269,0.2425,0.6418
ziho0512workout,pca_velocity_min_s51_e81,min,268,84.6828,95.0,118.0,127.0,0.1119,0.1828,0.5672
ziho0512workout,pca_velocity_min_s9_e21,min,268,70.8881,75.5,101.6,108.3,0.0858,0.2612,0.7948
ziho0512workout,pca_velocity_min_s9_e51,min,268,75.291,78.0,105.6,116.0,0.0746,0.25,0.7463
ziho0512workout,pca_velocity_min_s9_e81,min,268,80.4067,85.5,109.0,119.3,0.0522,0.209,0.6828
ziho0512workout,transition_energy_max_s21_e21,max,268,44.444,33.0,83.0,102.3,0.3918,0.6716,0.8918
ziho0512workout,transition_energy_max_s21_e51,max,268,44.0858,29.0,91.0,109.3,0.4515,0.6642,0.8433
ziho0512workout,transition_energy_max_s21_e81,max,268,48.5187,31.0,99.6,113.3,0.4328,0.6269,0.806
ziho0512workout,transition_energy_max_s51_e21,max,268,49.8545,44.0,84.6,102.3,0.3172,0.5821,0.8806
ziho0512workout,transition_energy_max_s51_e51,max,268,50.597,44.5,91.0,103.0,0.2948,0.5448,0.8694
ziho0512workout,transition_energy_max_s51_e81,max,268,50.6754,37.5,100.0,110.0,0.3619,0.5784,0.8172
ziho0512workout,transition_energy_max_s9_e21,max,268,43.3843,32.0,74.6,100.3,0.4104,0.6642,0.8993
ziho0512workout,transition_energy_max_s9_e51,max,268,44.1381,30.0,82.6,109.3,0.4403,0.6642,0.8433
ziho0512workout,transition_energy_max_s9_e81,max,268,49.6306,36.5,103.2,111.6,0.3769,0.6269,0.7873
