,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10
true_1,0,0,0,0,0,0,0,0,0,0
true_2,0,0,0,0,0,0,0,0,0,0
true_3,0,0,0,0,0,0,3,0,0,0
true_4,0,0,0,0,0,0,7,0,0,0
true_5,0,0,0,0,0,2,8,2,1,0
true_6,0,0,0,0,0,6,14,1,2,0
true_7,0,0,0,0,0,9,11,3,4,0
true_8,0,0,0,0,0,4,9,5,4,0
true_9,0,0,0,0,0,4,10,9,13,0
true_10,0,0,0,0,0,2,1,6,3,0
