figure,subject,exercise,set_id,samples,duration_sec,sample_period_sec,true_reps,predicted_reps,file
artifacts/scratch/dcp_dp_fs_waveform_rerun_20260518_124534/presentation_9axis_waveforms_seconds/01_haoyu0512workout_db_biceps_curl_3_active0_9axis_boundary_seconds.png,haoyu0512workout,db_biceps_curl,3:active0,4484,41.243832,0.009198,12,12,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv
artifacts/scratch/dcp_dp_fs_waveform_rerun_20260518_124534/presentation_9axis_waveforms_seconds/02_haoyu0512workout_db_squat_2_active0_9axis_boundary_seconds.png,haoyu0512workout,db_squat,2:active0,3383,31.116833999999997,0.009198,12,12,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv
artifacts/scratch/dcp_dp_fs_waveform_rerun_20260518_124534/presentation_9axis_waveforms_seconds/03_haoyu0512workout_db_shoulder_press_1_active0_9axis_boundary_seconds.png,haoyu0512workout,db_shoulder_press,1:active0,4372,40.213656,0.009198,12,12,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv
artifacts/scratch/dcp_dp_fs_waveform_rerun_20260518_124534/presentation_9axis_waveforms_seconds/04_haoyu0512workout_one_arm_db_row_2_active0_9axis_boundary_seconds.png,haoyu0512workout,one_arm_db_row,2:active0,4202,38.649996,0.009198,12,12,datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv
