dataset,model_stage,fold,val_subject,n_features,added_feature_coef,n,mae,rmse,r2,spearman,rounded_exact_acc,rounded_pm1_acc
vo2_lag45_96_sets,M4_add_one__gyro_diff_gain_last2_vs_first2,2,yanz0510workout,11,0.16752466488262682,24,1.1560437502756333,1.3713036986880538,0.058946195999592166,0.5987150553557729,0.16666666666666666,0.7916666666666666
vo2_lag45_96_sets,M4_add_one__gyro_diff_gain_last2_vs_first2,3,yoru0511workout,11,0.04848097459930129,24,1.4651607823673498,1.8028853058624175,-0.5196653940182652,0.6767320608372562,0.2916666666666667,0.5
vo2_lag45_96_sets,M4_add_one__gyro_diff_gain_last2_vs_first2,4,yushuan0513workout,11,0.10200154708071639,24,0.9128929689283521,1.314776010265674,0.18585910766149516,0.5086172726927983,0.5,0.7916666666666666
vo2_lag45_96_sets,M4_add_one__gyro_mag_diff_rms_slope,1,haoyu0512workout,11,0.18082121167425078,24,0.9984520405218893,1.2445255887924633,-0.5596750176708303,0.6253572256755764,0.3333333333333333,0.7916666666666666
vo2_lag45_96_sets,M4_add_one__gyro_mag_diff_rms_slope,2,yanz0510workout,11,0.29522620477904127,24,1.2855848393841047,1.506775443226998,-0.13617237890153255,0.4747970283199712,0.16666666666666666,0.75
vo2_lag45_96_sets,M4_add_one__gyro_mag_diff_rms_slope,3,yoru0511workout,11,-0.029639961526849983,24,1.4747928063632225,1.8220489572261833,-0.5521434609226596,0.6496450164074187,0.25,0.5
vo2_lag45_96_sets,M4_add_one__gyro_mag_diff_rms_slope,4,yushuan0513workout,11,0.09103243454713396,24,0.9182745030631718,1.3163185714590881,0.1839476050832196,0.5134907831454297,0.5,0.7916666666666666
vo2_lag45_96_sets,M4_add_one__sim_to_first_slope,1,haoyu0512workout,11,-0.2737962004139907,24,0.8944775474747644,1.1588034502390319,-0.3522158239522193,0.5890181674619913,0.3333333333333333,0.8333333333333334
vo2_lag45_96_sets,M4_add_one__sim_to_first_slope,2,yanz0510workout,11,-0.30613311812989163,24,1.1775995844450942,1.3644710741907653,0.0683005769880961,0.6329146542151158,0.08333333333333333,0.75
vo2_lag45_96_sets,M4_add_one__sim_to_first_slope,3,yoru0511workout,11,-0.18419102518537006,24,1.433426311330215,1.767301758465279,-0.4602701064555954,0.6394318685076437,0.25,0.5416666666666666
vo2_lag45_96_sets,M4_add_one__sim_to_first_slope,4,yushuan0513workout,11,-0.2511347637224722,24,0.8831252255959955,1.2984511673350743,0.20595106299476806,0.521022572026769,0.5,0.8333333333333334
vo2_lag45_96_sets,M4_add_one__pca_diff_rms_mean,1,haoyu0512workout,11,-0.15440197644674195,24,0.9156890771162732,1.199509198655418,-0.4488840121880464,0.5890181674619913,0.375,0.7916666666666666
vo2_lag45_96_sets,M4_add_one__pca_diff_rms_mean,2,yanz0510workout,11,-0.18003620625884942,24,1.130797017499084,1.3313288679274506,0.11301176764870136,0.580504879339759,0.16666666666666666,0.75
vo2_lag45_96_sets,M4_add_one__pca_diff_rms_mean,3,yoru0511workout,11,-0.3097143103047384,24,1.5065711938499078,1.831840135547121,-0.5688698462239818,0.6922738076412615,0.20833333333333334,0.5
vo2_lag45_96_sets,M4_add_one__pca_diff_rms_mean,4,yushuan0513workout,11,-0.11900139595549163,24,0.893354130014357,1.2939177401077993,0.2114860866202548,0.5263391288841851,0.4583333333333333,0.8333333333333334
vo2_lag45_96_sets,M4_add_one__vo2_mean,1,haoyu0512workout,11,-0.24839831434168763,24,0.9816287987077544,1.2852944613002368,-0.6635341728941644,0.5521367352452183,0.375,0.7916666666666666
vo2_lag45_96_sets,M4_add_one__vo2_mean,2,yanz0510workout,11,-0.2601070224989262,24,1.2032055227817386,1.419907870936619,-0.008945001287498755,0.5831697831469805,0.125,0.75
vo2_lag45_96_sets,M4_add_one__vo2_mean,3,yoru0511workout,11,0.29676880894264074,24,1.5531294234196238,1.9007776434452106,-0.6891740700462419,0.641652118051073,0.25,0.4583333333333333
vo2_lag45_96_sets,M4_add_one__vo2_mean,4,yushuan0513workout,11,-0.07544813675866607,24,0.931447202145761,1.3355930238979288,0.15987422250265537,0.49931329819232034,0.4583333333333333,0.7916666666666666
