,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,0.653582,0.010795,0.000000,0.201505,0.000654,0.002944,0.058227,0.000000,0.072293
db_biceps_curl,0.005192,0.855831,0.000000,0.000399,0.000000,0.000799,0.000000,0.000000,0.137780
db_rdl,0.000000,0.000000,0.653859,0.000000,0.000000,0.000000,0.000000,0.154687,0.191454
db_shoulder_press,0.139177,0.000000,0.000000,0.702119,0.054425,0.000831,0.020773,0.000000,0.082676
db_squat,0.001681,0.017654,0.000000,0.008827,0.717949,0.000000,0.003783,0.000000,0.250105
db_triceps_curl,0.000000,0.001217,0.000000,0.000406,0.000000,0.898621,0.002028,0.002433,0.095296
db_weighted_crunch,0.056184,0.047292,0.041229,0.087308,0.009297,0.006871,0.637025,0.000000,0.114794
one_arm_db_row,0.012043,0.013704,0.287791,0.000000,0.000000,0.000000,0.000000,0.544020,0.142442
Other,0.013530,0.011152,0.016727,0.010742,0.018012,0.007688,0.008525,0.009287,0.904336
