,5-6,7-8,9-10
5-6,0.45454545454545453,0.5454545454545454,0.0
7-8,0.14285714285714285,0.7428571428571429,0.11428571428571428
9-10,0.05405405405405406,0.4594594594594595,0.4864864864864865
