,5-6,7-8,9-10
5-6,0.3181818181818182,0.6363636363636364,0.045454545454545456
7-8,0.11428571428571428,0.7142857142857143,0.17142857142857143
9-10,0.10810810810810811,0.6216216216216216,0.2702702702702703
