,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,62.87,0.07,0.00,15.15,0.00,0.00,14.46,0.00,7.46
db_biceps_curl,0.00,81.55,0.00,0.04,0.04,0.00,0.00,0.04,18.33
db_rdl,0.00,0.00,54.36,0.00,0.00,0.00,0.00,14.84,30.80
db_shoulder_press,10.88,0.00,0.00,54.88,4.32,0.00,21.15,0.00,8.77
db_squat,0.00,0.71,0.00,4.08,52.75,0.00,1.43,0.00,41.03
db_triceps_curl,0.00,0.00,0.00,0.00,0.00,89.29,0.04,0.00,10.67
db_weighted_crunch,1.17,0.00,0.00,13.50,10.95,0.04,62.00,0.00,12.33
one_arm_db_row,0.00,0.00,21.93,0.00,0.00,0.00,0.00,57.72,20.35
Other,0.83,0.51,1.04,0.73,1.37,0.56,0.93,0.80,93.23
