,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,1943,3,0,449,0,0,441,0,221
db_biceps_curl,0,2157,1,0,1,0,0,0,345
db_rdl,0,0,1953,0,0,0,0,488,578
db_shoulder_press,268,0,0,1331,98,0,511,0,199
db_squat,0,20,0,101,1627,0,36,0,595
db_triceps_curl,0,0,0,0,0,2229,2,0,235
db_weighted_crunch,31,0,0,337,267,0,1555,0,284
one_arm_db_row,0,0,532,0,0,0,0,1533,343
Other,1059,1085,1559,946,1963,807,1443,1106,95129
