,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,0.628721,0.000654,0.000000,0.151456,0.000000,0.000000,0.144586,0.000000,0.074583
db_biceps_curl,0.000000,0.815495,0.000000,0.000399,0.000399,0.000000,0.000000,0.000399,0.183307
db_rdl,0.000000,0.000000,0.543557,0.000000,0.000000,0.000000,0.000000,0.148394,0.308049
db_shoulder_press,0.108849,0.000000,0.000000,0.548816,0.043207,0.000000,0.211467,0.000000,0.087661
db_squat,0.000000,0.007146,0.000000,0.040773,0.527533,0.000000,0.014292,0.000000,0.410256
db_triceps_curl,0.000000,0.000000,0.000000,0.000000,0.000000,0.892944,0.000406,0.000000,0.106650
db_weighted_crunch,0.011722,0.000000,0.000000,0.135004,0.109539,0.000404,0.620049,0.000000,0.123282
one_arm_db_row,0.000000,0.000000,0.219269,0.000000,0.000000,0.000000,0.000000,0.577243,0.203488
Other,0.008345,0.005072,0.010438,0.007250,0.013702,0.005633,0.009296,0.007955,0.932310
