,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,1922,2,0,463,0,0,442,0,228
db_biceps_curl,0,2042,0,1,1,0,0,1,459
db_rdl,0,0,1641,0,0,0,0,448,930
db_shoulder_press,262,0,0,1321,104,0,509,0,211
db_squat,0,17,0,97,1255,0,34,0,976
db_triceps_curl,0,0,0,0,0,2202,1,0,263
db_weighted_crunch,29,0,0,334,271,1,1534,0,305
one_arm_db_row,0,0,528,0,0,0,0,1390,490
Other,877,533,1097,762,1440,592,977,836,97983
