,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,0.629702,0.000000,0.000000,0.140661,0.000000,0.000000,0.142951,0.000000,0.086686
db_biceps_curl,0.000000,0.719249,0.000000,0.000000,0.000399,0.000000,0.000000,0.000000,0.280351
db_rdl,0.000000,0.000000,0.406095,0.000000,0.000000,0.000000,0.000000,0.112620,0.481285
db_shoulder_press,0.105110,0.000000,0.000000,0.546323,0.040715,0.000000,0.209389,0.000000,0.098463
db_squat,0.000000,0.004203,0.000000,0.042034,0.350567,0.000000,0.009668,0.000000,0.593527
db_triceps_curl,0.000000,0.000000,0.000000,0.000000,0.000000,0.860908,0.000811,0.000000,0.138281
db_weighted_crunch,0.010105,0.000000,0.000000,0.128537,0.099434,0.000000,0.598222,0.000000,0.163703
one_arm_db_row,0.000000,0.000000,0.219269,0.000000,0.000000,0.000000,0.000000,0.524917,0.255814
Other,0.002864,0.002084,0.005091,0.004424,0.004149,0.003958,0.004805,0.004948,0.967677
