,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,0.635590,0.000981,0.000000,0.146876,0.000000,0.000000,0.144259,0.000000,0.072293
db_biceps_curl,0.000000,0.861422,0.000399,0.000000,0.000399,0.000000,0.000000,0.000000,0.137780
db_rdl,0.000000,0.000000,0.646903,0.000000,0.000000,0.000000,0.000000,0.161643,0.191454
db_shoulder_press,0.111342,0.000000,0.000000,0.552971,0.040715,0.000000,0.212297,0.000000,0.082676
db_squat,0.000000,0.008407,0.000000,0.042455,0.683901,0.000000,0.015132,0.000000,0.250105
db_triceps_curl,0.000000,0.000000,0.000000,0.000000,0.000000,0.903893,0.000811,0.000000,0.095296
db_weighted_crunch,0.012530,0.000000,0.000000,0.136217,0.107922,0.000000,0.628537,0.000000,0.114794
one_arm_db_row,0.000000,0.000000,0.220930,0.000000,0.000000,0.000000,0.000000,0.636628,0.142442
Other,0.010076,0.010324,0.014834,0.009001,0.018678,0.007679,0.013730,0.010524,0.905154
