,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,0.641479,0.001636,0.000000,0.141969,0.000000,0.000000,0.142623,0.000000,0.072293
db_biceps_curl,0.000000,0.867013,0.000799,0.000000,0.000000,0.000000,0.000000,0.000000,0.132188
db_rdl,0.000000,0.000000,0.670421,0.000000,0.000000,0.000000,0.000000,0.190129,0.139450
db_shoulder_press,0.115081,0.000000,0.000000,0.555463,0.038637,0.000000,0.207312,0.000000,0.083506
db_squat,0.000000,0.010088,0.000000,0.044557,0.772173,0.000000,0.014292,0.000000,0.158890
db_triceps_curl,0.000000,0.000000,0.000000,0.000000,0.000000,0.907137,0.001217,0.000000,0.091646
db_weighted_crunch,0.010914,0.000000,0.000000,0.139046,0.108327,0.003638,0.625303,0.000000,0.112773
one_arm_db_row,0.000000,0.000000,0.222176,0.000000,0.000000,0.000000,0.000000,0.686877,0.090947
Other,0.011037,0.015348,0.017869,0.009972,0.021837,0.009639,0.015643,0.011941,0.886714
