,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,0.700687,0.001636,0.000000,0.147203,0.000000,0.000000,0.144259,0.000000,0.006215
db_biceps_curl,0.000000,0.985224,0.003195,0.000000,0.000399,0.000000,0.000000,0.000000,0.011182
db_rdl,0.000000,0.000000,0.731037,0.000000,0.000000,0.000000,0.000000,0.212984,0.055979
db_shoulder_press,0.186124,0.000000,0.000000,0.555048,0.040715,0.000000,0.212713,0.000000,0.005401
db_squat,0.000000,0.009248,0.000000,0.042875,0.892812,0.000000,0.015553,0.000000,0.039512
db_triceps_curl,0.000811,0.000000,0.000000,0.000000,0.000000,0.992295,0.000811,0.000000,0.006083
db_weighted_crunch,0.111560,0.000000,0.000000,0.137025,0.107922,0.002829,0.637429,0.000000,0.003234
one_arm_db_row,0.000000,0.000000,0.245847,0.000000,0.000000,0.000000,0.000000,0.698920,0.055233
Other,0.016014,0.038260,0.028707,0.013692,0.037927,0.016394,0.025976,0.020914,0.802116
