,db_bench_press,db_biceps_curl,db_rdl,db_shoulder_press,db_squat,db_triceps_curl,db_weighted_crunch,one_arm_db_row,Other
db_bench_press,64.15,0.16,0.00,14.20,0.00,0.00,14.26,0.00,7.23
db_biceps_curl,0.00,86.70,0.08,0.00,0.00,0.00,0.00,0.00,13.22
db_rdl,0.00,0.00,67.04,0.00,0.00,0.00,0.00,19.01,13.95
db_shoulder_press,11.51,0.00,0.00,55.55,3.86,0.00,20.73,0.00,8.35
db_squat,0.00,1.01,0.00,4.46,77.22,0.00,1.43,0.00,15.89
db_triceps_curl,0.00,0.00,0.00,0.00,0.00,90.71,0.12,0.00,9.16
db_weighted_crunch,1.09,0.00,0.00,13.90,10.83,0.36,62.53,0.00,11.28
one_arm_db_row,0.00,0.00,22.22,0.00,0.00,0.00,0.00,68.69,9.09
Other,1.10,1.53,1.79,1.00,2.18,0.96,1.56,1.19,88.67
