plot,subject,exercise,set_id,method,file,window_start,window_end,true_reps,predicted_reps,predicted_with_best_iou_ge_0.50,mean_best_true_iou
artifacts_rep_classification/waveform_method_comparison/sets_all/053_kevin0509workout_db_bench_press_set_1.png,kevin0509workout,db_bench_press,1,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,11157,15476,12,37,5,0.2661
artifacts_rep_classification/waveform_method_comparison/sets_all/053_kevin0509workout_db_bench_press_set_1.png,kevin0509workout,db_bench_press,1,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,11157,15476,12,39,0,0.2431
artifacts_rep_classification/waveform_method_comparison/sets_all/053_kevin0509workout_db_bench_press_set_1.png,kevin0509workout,db_bench_press,1,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,11157,15476,12,32,6,0.3164
artifacts_rep_classification/waveform_method_comparison/sets_all/053_kevin0509workout_db_bench_press_set_1.png,kevin0509workout,db_bench_press,1,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,11157,15476,12,14,4,0.4061
artifacts_rep_classification/waveform_method_comparison/sets_all/053_kevin0509workout_db_bench_press_set_1.png,kevin0509workout,db_bench_press,1,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,11157,15476,12,15,4,0.379
artifacts_rep_classification/waveform_method_comparison/sets_all/054_kevin0509workout_db_bench_press_set_2.png,kevin0509workout,db_bench_press,2,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,20387,24748,12,37,2,0.2899
artifacts_rep_classification/waveform_method_comparison/sets_all/054_kevin0509workout_db_bench_press_set_2.png,kevin0509workout,db_bench_press,2,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,20387,24748,12,37,6,0.2732
artifacts_rep_classification/waveform_method_comparison/sets_all/054_kevin0509workout_db_bench_press_set_2.png,kevin0509workout,db_bench_press,2,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,20387,24748,12,31,5,0.3358
artifacts_rep_classification/waveform_method_comparison/sets_all/054_kevin0509workout_db_bench_press_set_2.png,kevin0509workout,db_bench_press,2,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,20387,24748,12,25,7,0.3995
artifacts_rep_classification/waveform_method_comparison/sets_all/054_kevin0509workout_db_bench_press_set_2.png,kevin0509workout,db_bench_press,2,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,20387,24748,12,15,5,0.4714
artifacts_rep_classification/waveform_method_comparison/sets_all/055_kevin0509workout_db_biceps_curl_set_0.png,kevin0509workout,db_biceps_curl,0,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,226255,231426,12,15,10,0.479
artifacts_rep_classification/waveform_method_comparison/sets_all/055_kevin0509workout_db_biceps_curl_set_0.png,kevin0509workout,db_biceps_curl,0,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,226255,231426,12,34,6,0.3051
artifacts_rep_classification/waveform_method_comparison/sets_all/055_kevin0509workout_db_biceps_curl_set_0.png,kevin0509workout,db_biceps_curl,0,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,226255,231426,12,16,9,0.4581
artifacts_rep_classification/waveform_method_comparison/sets_all/055_kevin0509workout_db_biceps_curl_set_0.png,kevin0509workout,db_biceps_curl,0,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,226255,231426,12,13,11,0.5111
artifacts_rep_classification/waveform_method_comparison/sets_all/055_kevin0509workout_db_biceps_curl_set_0.png,kevin0509workout,db_biceps_curl,0,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,226255,231426,12,6,1,0.4416
artifacts_rep_classification/waveform_method_comparison/sets_all/056_kevin0509workout_db_biceps_curl_set_1.png,kevin0509workout,db_biceps_curl,1,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,239739,244747,12,20,9,0.3439
artifacts_rep_classification/waveform_method_comparison/sets_all/056_kevin0509workout_db_biceps_curl_set_1.png,kevin0509workout,db_biceps_curl,1,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,239739,244747,12,31,10,0.3144
artifacts_rep_classification/waveform_method_comparison/sets_all/056_kevin0509workout_db_biceps_curl_set_1.png,kevin0509workout,db_biceps_curl,1,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,239739,244747,12,18,12,0.4098
artifacts_rep_classification/waveform_method_comparison/sets_all/056_kevin0509workout_db_biceps_curl_set_1.png,kevin0509workout,db_biceps_curl,1,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,239739,244747,12,16,10,0.4073
artifacts_rep_classification/waveform_method_comparison/sets_all/056_kevin0509workout_db_biceps_curl_set_1.png,kevin0509workout,db_biceps_curl,1,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,239739,244747,12,7,0,0.2787
artifacts_rep_classification/waveform_method_comparison/sets_all/057_kevin0509workout_db_biceps_curl_set_2.png,kevin0509workout,db_biceps_curl,2,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,252837,258736,12,33,3,0.3409
artifacts_rep_classification/waveform_method_comparison/sets_all/057_kevin0509workout_db_biceps_curl_set_2.png,kevin0509workout,db_biceps_curl,2,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,252837,258736,12,49,4,0.2326
artifacts_rep_classification/waveform_method_comparison/sets_all/057_kevin0509workout_db_biceps_curl_set_2.png,kevin0509workout,db_biceps_curl,2,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,252837,258736,12,30,3,0.2983
artifacts_rep_classification/waveform_method_comparison/sets_all/057_kevin0509workout_db_biceps_curl_set_2.png,kevin0509workout,db_biceps_curl,2,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,252837,258736,12,14,9,0.4605
artifacts_rep_classification/waveform_method_comparison/sets_all/057_kevin0509workout_db_biceps_curl_set_2.png,kevin0509workout,db_biceps_curl,2,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,252837,258736,12,14,5,0.4428
artifacts_rep_classification/waveform_method_comparison/sets_all/058_kevin0509workout_db_rdl_set_0.png,kevin0509workout,db_rdl,0,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,85701,90865,12,35,5,0.2964
artifacts_rep_classification/waveform_method_comparison/sets_all/058_kevin0509workout_db_rdl_set_0.png,kevin0509workout,db_rdl,0,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,85701,90865,12,30,5,0.3074
artifacts_rep_classification/waveform_method_comparison/sets_all/058_kevin0509workout_db_rdl_set_0.png,kevin0509workout,db_rdl,0,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,85701,90865,12,32,4,0.3015
artifacts_rep_classification/waveform_method_comparison/sets_all/058_kevin0509workout_db_rdl_set_0.png,kevin0509workout,db_rdl,0,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,85701,90865,12,34,4,0.3009
artifacts_rep_classification/waveform_method_comparison/sets_all/058_kevin0509workout_db_rdl_set_0.png,kevin0509workout,db_rdl,0,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,85701,90865,12,21,8,0.4616
artifacts_rep_classification/waveform_method_comparison/sets_all/059_kevin0509workout_db_rdl_set_1.png,kevin0509workout,db_rdl,1,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,95903,101111,12,24,7,0.3155
artifacts_rep_classification/waveform_method_comparison/sets_all/059_kevin0509workout_db_rdl_set_1.png,kevin0509workout,db_rdl,1,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,95903,101111,12,24,9,0.356
artifacts_rep_classification/waveform_method_comparison/sets_all/059_kevin0509workout_db_rdl_set_1.png,kevin0509workout,db_rdl,1,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,95903,101111,12,25,6,0.3057
artifacts_rep_classification/waveform_method_comparison/sets_all/059_kevin0509workout_db_rdl_set_1.png,kevin0509workout,db_rdl,1,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,95903,101111,12,14,7,0.4066
artifacts_rep_classification/waveform_method_comparison/sets_all/059_kevin0509workout_db_rdl_set_1.png,kevin0509workout,db_rdl,1,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,95903,101111,12,24,7,0.3533
artifacts_rep_classification/waveform_method_comparison/sets_all/060_kevin0509workout_db_rdl_set_2.png,kevin0509workout,db_rdl,2,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,107816,112662,12,42,0,0.2736
artifacts_rep_classification/waveform_method_comparison/sets_all/060_kevin0509workout_db_rdl_set_2.png,kevin0509workout,db_rdl,2,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,107816,112662,12,18,10,0.5448
artifacts_rep_classification/waveform_method_comparison/sets_all/060_kevin0509workout_db_rdl_set_2.png,kevin0509workout,db_rdl,2,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,107816,112662,12,37,1,0.2866
artifacts_rep_classification/waveform_method_comparison/sets_all/060_kevin0509workout_db_rdl_set_2.png,kevin0509workout,db_rdl,2,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,107816,112662,12,13,12,0.6925
artifacts_rep_classification/waveform_method_comparison/sets_all/060_kevin0509workout_db_rdl_set_2.png,kevin0509workout,db_rdl,2,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,107816,112662,12,15,4,0.414
artifacts_rep_classification/waveform_method_comparison/sets_all/061_kevin0509workout_db_shoulder_press_set_0.png,kevin0509workout,db_shoulder_press,0,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,180290,181289,3,4,3,0.6094
artifacts_rep_classification/waveform_method_comparison/sets_all/061_kevin0509workout_db_shoulder_press_set_0.png,kevin0509workout,db_shoulder_press,0,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,180290,181289,3,8,0,0.2939
artifacts_rep_classification/waveform_method_comparison/sets_all/061_kevin0509workout_db_shoulder_press_set_0.png,kevin0509workout,db_shoulder_press,0,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,180290,181289,3,4,3,0.4501
artifacts_rep_classification/waveform_method_comparison/sets_all/061_kevin0509workout_db_shoulder_press_set_0.png,kevin0509workout,db_shoulder_press,0,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,180290,181289,3,5,3,0.5368
artifacts_rep_classification/waveform_method_comparison/sets_all/061_kevin0509workout_db_shoulder_press_set_0.png,kevin0509workout,db_shoulder_press,0,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,180290,181289,3,1,0,0.0734
artifacts_rep_classification/waveform_method_comparison/sets_all/062_kevin0509workout_db_shoulder_press_set_1.png,kevin0509workout,db_shoulder_press,1,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,187735,191361,12,31,5,0.347
artifacts_rep_classification/waveform_method_comparison/sets_all/062_kevin0509workout_db_shoulder_press_set_1.png,kevin0509workout,db_shoulder_press,1,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,187735,191361,12,25,2,0.2702
artifacts_rep_classification/waveform_method_comparison/sets_all/062_kevin0509workout_db_shoulder_press_set_1.png,kevin0509workout,db_shoulder_press,1,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,187735,191361,12,27,8,0.3398
artifacts_rep_classification/waveform_method_comparison/sets_all/062_kevin0509workout_db_shoulder_press_set_1.png,kevin0509workout,db_shoulder_press,1,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,187735,191361,12,15,8,0.4223
artifacts_rep_classification/waveform_method_comparison/sets_all/062_kevin0509workout_db_shoulder_press_set_1.png,kevin0509workout,db_shoulder_press,1,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,187735,191361,12,7,2,0.3718
artifacts_rep_classification/waveform_method_comparison/sets_all/063_kevin0509workout_db_shoulder_press_set_2.png,kevin0509workout,db_shoulder_press,2,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,197719,201889,12,37,3,0.2902
artifacts_rep_classification/waveform_method_comparison/sets_all/063_kevin0509workout_db_shoulder_press_set_2.png,kevin0509workout,db_shoulder_press,2,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,197719,201889,12,27,2,0.2943
artifacts_rep_classification/waveform_method_comparison/sets_all/063_kevin0509workout_db_shoulder_press_set_2.png,kevin0509workout,db_shoulder_press,2,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,197719,201889,12,34,4,0.2863
artifacts_rep_classification/waveform_method_comparison/sets_all/063_kevin0509workout_db_shoulder_press_set_2.png,kevin0509workout,db_shoulder_press,2,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,197719,201889,12,28,7,0.3808
artifacts_rep_classification/waveform_method_comparison/sets_all/063_kevin0509workout_db_shoulder_press_set_2.png,kevin0509workout,db_shoulder_press,2,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,197719,201889,12,15,10,0.4735
artifacts_rep_classification/waveform_method_comparison/sets_all/064_kevin0509workout_db_shoulder_press_set_3.png,kevin0509workout,db_shoulder_press,3,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,210782,214956,12,33,3,0.3089
artifacts_rep_classification/waveform_method_comparison/sets_all/064_kevin0509workout_db_shoulder_press_set_3.png,kevin0509workout,db_shoulder_press,3,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,210782,214956,12,35,2,0.2781
artifacts_rep_classification/waveform_method_comparison/sets_all/064_kevin0509workout_db_shoulder_press_set_3.png,kevin0509workout,db_shoulder_press,3,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,210782,214956,12,27,5,0.3531
artifacts_rep_classification/waveform_method_comparison/sets_all/064_kevin0509workout_db_shoulder_press_set_3.png,kevin0509workout,db_shoulder_press,3,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,210782,214956,12,15,2,0.367
artifacts_rep_classification/waveform_method_comparison/sets_all/064_kevin0509workout_db_shoulder_press_set_3.png,kevin0509workout,db_shoulder_press,3,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,210782,214956,12,15,11,0.552
artifacts_rep_classification/waveform_method_comparison/sets_all/065_kevin0509workout_db_squat_set_0.png,kevin0509workout,db_squat,0,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,319236,324807,12,30,8,0.3292
artifacts_rep_classification/waveform_method_comparison/sets_all/065_kevin0509workout_db_squat_set_0.png,kevin0509workout,db_squat,0,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,319236,324807,12,36,1,0.3027
artifacts_rep_classification/waveform_method_comparison/sets_all/065_kevin0509workout_db_squat_set_0.png,kevin0509workout,db_squat,0,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,319236,324807,12,33,7,0.3188
artifacts_rep_classification/waveform_method_comparison/sets_all/065_kevin0509workout_db_squat_set_0.png,kevin0509workout,db_squat,0,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,319236,324807,12,14,8,0.4903
artifacts_rep_classification/waveform_method_comparison/sets_all/065_kevin0509workout_db_squat_set_0.png,kevin0509workout,db_squat,0,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,319236,324807,12,10,5,0.4485
artifacts_rep_classification/waveform_method_comparison/sets_all/066_kevin0509workout_db_squat_set_1.png,kevin0509workout,db_squat,1,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,330164,335254,12,36,7,0.2713
artifacts_rep_classification/waveform_method_comparison/sets_all/066_kevin0509workout_db_squat_set_1.png,kevin0509workout,db_squat,1,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,330164,335254,12,40,5,0.2763
artifacts_rep_classification/waveform_method_comparison/sets_all/066_kevin0509workout_db_squat_set_1.png,kevin0509workout,db_squat,1,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,330164,335254,12,10,1,0.2193
artifacts_rep_classification/waveform_method_comparison/sets_all/066_kevin0509workout_db_squat_set_1.png,kevin0509workout,db_squat,1,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,330164,335254,12,9,2,0.2522
artifacts_rep_classification/waveform_method_comparison/sets_all/066_kevin0509workout_db_squat_set_1.png,kevin0509workout,db_squat,1,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,330164,335254,12,2,0,0.0131
artifacts_rep_classification/waveform_method_comparison/sets_all/067_kevin0509workout_db_squat_set_2.png,kevin0509workout,db_squat,2,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,343798,348479,12,42,0,0.2672
artifacts_rep_classification/waveform_method_comparison/sets_all/067_kevin0509workout_db_squat_set_2.png,kevin0509workout,db_squat,2,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,343798,348479,12,26,9,0.4001
artifacts_rep_classification/waveform_method_comparison/sets_all/067_kevin0509workout_db_squat_set_2.png,kevin0509workout,db_squat,2,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,343798,348479,12,36,2,0.2886
artifacts_rep_classification/waveform_method_comparison/sets_all/067_kevin0509workout_db_squat_set_2.png,kevin0509workout,db_squat,2,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,343798,348479,12,13,12,0.7886
artifacts_rep_classification/waveform_method_comparison/sets_all/067_kevin0509workout_db_squat_set_2.png,kevin0509workout,db_squat,2,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,343798,348479,12,14,5,0.4637
artifacts_rep_classification/waveform_method_comparison/sets_all/068_kevin0509workout_db_triceps_curl_set_0.png,kevin0509workout,db_triceps_curl,0,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,269718,276389,12,45,2,0.236
artifacts_rep_classification/waveform_method_comparison/sets_all/068_kevin0509workout_db_triceps_curl_set_0.png,kevin0509workout,db_triceps_curl,0,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,269718,276389,12,15,10,0.5519
artifacts_rep_classification/waveform_method_comparison/sets_all/068_kevin0509workout_db_triceps_curl_set_0.png,kevin0509workout,db_triceps_curl,0,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,269718,276389,12,43,2,0.2549
artifacts_rep_classification/waveform_method_comparison/sets_all/068_kevin0509workout_db_triceps_curl_set_0.png,kevin0509workout,db_triceps_curl,0,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,269718,276389,12,24,5,0.4102
artifacts_rep_classification/waveform_method_comparison/sets_all/068_kevin0509workout_db_triceps_curl_set_0.png,kevin0509workout,db_triceps_curl,0,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,269718,276389,12,28,4,0.3807
artifacts_rep_classification/waveform_method_comparison/sets_all/069_kevin0509workout_db_triceps_curl_set_1.png,kevin0509workout,db_triceps_curl,1,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,288199,293778,12,54,0,0.2046
artifacts_rep_classification/waveform_method_comparison/sets_all/069_kevin0509workout_db_triceps_curl_set_1.png,kevin0509workout,db_triceps_curl,1,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,288199,293778,12,27,9,0.3487
artifacts_rep_classification/waveform_method_comparison/sets_all/069_kevin0509workout_db_triceps_curl_set_1.png,kevin0509workout,db_triceps_curl,1,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,288199,293778,12,52,1,0.2113
artifacts_rep_classification/waveform_method_comparison/sets_all/069_kevin0509workout_db_triceps_curl_set_1.png,kevin0509workout,db_triceps_curl,1,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,288199,293778,12,7,0,0.0474
artifacts_rep_classification/waveform_method_comparison/sets_all/069_kevin0509workout_db_triceps_curl_set_1.png,kevin0509workout,db_triceps_curl,1,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,288199,293778,12,19,3,0.3417
artifacts_rep_classification/waveform_method_comparison/sets_all/070_kevin0509workout_db_triceps_curl_set_2.png,kevin0509workout,db_triceps_curl,2,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,302060,307647,13,53,0,0.2244
artifacts_rep_classification/waveform_method_comparison/sets_all/070_kevin0509workout_db_triceps_curl_set_2.png,kevin0509workout,db_triceps_curl,2,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,302060,307647,13,41,4,0.285
artifacts_rep_classification/waveform_method_comparison/sets_all/070_kevin0509workout_db_triceps_curl_set_2.png,kevin0509workout,db_triceps_curl,2,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,302060,307647,13,24,5,0.312
artifacts_rep_classification/waveform_method_comparison/sets_all/070_kevin0509workout_db_triceps_curl_set_2.png,kevin0509workout,db_triceps_curl,2,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,302060,307647,13,14,13,0.7489
artifacts_rep_classification/waveform_method_comparison/sets_all/070_kevin0509workout_db_triceps_curl_set_2.png,kevin0509workout,db_triceps_curl,2,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,302060,307647,13,10,3,0.3697
artifacts_rep_classification/waveform_method_comparison/sets_all/071_kevin0509workout_db_weighted_crunch_set_0.png,kevin0509workout,db_weighted_crunch,0,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,132816,137073,12,36,1,0.301
artifacts_rep_classification/waveform_method_comparison/sets_all/071_kevin0509workout_db_weighted_crunch_set_0.png,kevin0509workout,db_weighted_crunch,0,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,132816,137073,12,16,8,0.5076
artifacts_rep_classification/waveform_method_comparison/sets_all/071_kevin0509workout_db_weighted_crunch_set_0.png,kevin0509workout,db_weighted_crunch,0,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,132816,137073,12,34,2,0.312
artifacts_rep_classification/waveform_method_comparison/sets_all/071_kevin0509workout_db_weighted_crunch_set_0.png,kevin0509workout,db_weighted_crunch,0,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,132816,137073,12,6,0,0.3405
artifacts_rep_classification/waveform_method_comparison/sets_all/071_kevin0509workout_db_weighted_crunch_set_0.png,kevin0509workout,db_weighted_crunch,0,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,132816,137073,12,16,6,0.447
artifacts_rep_classification/waveform_method_comparison/sets_all/072_kevin0509workout_db_weighted_crunch_set_1.png,kevin0509workout,db_weighted_crunch,1,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,144886,148805,12,35,2,0.292
artifacts_rep_classification/waveform_method_comparison/sets_all/072_kevin0509workout_db_weighted_crunch_set_1.png,kevin0509workout,db_weighted_crunch,1,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,144886,148805,12,23,8,0.4084
artifacts_rep_classification/waveform_method_comparison/sets_all/072_kevin0509workout_db_weighted_crunch_set_1.png,kevin0509workout,db_weighted_crunch,1,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,144886,148805,12,31,7,0.3412
artifacts_rep_classification/waveform_method_comparison/sets_all/072_kevin0509workout_db_weighted_crunch_set_1.png,kevin0509workout,db_weighted_crunch,1,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,144886,148805,12,3,0,0.0294
artifacts_rep_classification/waveform_method_comparison/sets_all/072_kevin0509workout_db_weighted_crunch_set_1.png,kevin0509workout,db_weighted_crunch,1,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,144886,148805,12,5,0,0.2303
artifacts_rep_classification/waveform_method_comparison/sets_all/073_kevin0509workout_db_weighted_crunch_set_2.png,kevin0509workout,db_weighted_crunch,2,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,158776,162510,12,32,4,0.3415
artifacts_rep_classification/waveform_method_comparison/sets_all/073_kevin0509workout_db_weighted_crunch_set_2.png,kevin0509workout,db_weighted_crunch,2,short-time-energy,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,158776,162510,12,26,8,0.3817
artifacts_rep_classification/waveform_method_comparison/sets_all/073_kevin0509workout_db_weighted_crunch_set_2.png,kevin0509workout,db_weighted_crunch,2,pca-extrema,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,158776,162510,12,26,8,0.3784
artifacts_rep_classification/waveform_method_comparison/sets_all/073_kevin0509workout_db_weighted_crunch_set_2.png,kevin0509workout,db_weighted_crunch,2,pca-autocorr,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,158776,162510,12,14,4,0.4509
artifacts_rep_classification/waveform_method_comparison/sets_all/073_kevin0509workout_db_weighted_crunch_set_2.png,kevin0509workout,db_weighted_crunch,2,pca-extrema-fft,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,158776,162510,12,8,5,0.5435
artifacts_rep_classification/waveform_method_comparison/sets_all/074_kevin0509workout_one_arm_db_row_set_0.png,kevin0509workout,one_arm_db_row,0,dominant-axis,datasets/workout/kevin0509workout/kevin0509workout_whole_session_20260509_173017.csv,42683,45387,8,23,3,0.3048
