level,feature,group,n,raw_spearman,raw_pearson,exercise_centered_spearman,subject_centered_spearman,subject_exercise_centered_spearman,abs_raw_spearman,abs_subject_exercise_centered_spearman
rep,eccentric_pca_range,phase_velocity,1909,0.17705527664973353,0.1771361340844208,0.11257986632543987,0.18090820216902145,0.13790100024826432,0.17705527664973353,0.13790100024826432
rep,concentric_gyro_range,phase_gyro,1922,0.1642761452305714,0.14931694794531006,0.10395913769612322,0.128121054350532,0.07264961552453196,0.1642761452305714,0.07264961552453196
rep,eccentric_gyro_movement_rate,phase_velocity,1909,0.1624698461225616,0.10485141351724504,0.12721227862376397,0.11639983000753233,0.08890492206013328,0.1624698461225616,0.08890492206013328
rep,n_reps_in_set,progress,1945,-0.16193081178508653,-0.18342857573939084,-0.11035003020497135,-0.12813826810881437,-0.08529753129476268,0.16193081178508653,0.08529753129476268
rep,eccentric_gyro_range,phase_gyro,1909,0.15844521283737753,0.14426031844083764,0.09933064847561732,0.14798516662178152,0.12730980172280165,0.15844521283737753,0.12730980172280165
rep,concentric_gyro_movement_rate,phase_velocity,1922,0.14909671348167575,0.12736852923908315,0.08190867302985251,0.11767567343459892,0.03585561376586037,0.14909671348167575,0.03585561376586037
rep,kg,load,1945,-0.14139770760014178,-0.13220575450342525,-0.09112275922122437,-0.08136856236246268,0.049827795983189975,0.14139770760014178,0.049827795983189975
rep,eccentric_pca_diff_rms,other,1909,0.13893992536308936,0.12730947680835733,0.09442284369962564,0.1590071260711202,0.07765854553494263,0.13893992536308936,0.07765854553494263
rep,eccentric_gyro_diff_rms,phase_gyro,1909,0.1322741436432559,0.11018683093202918,0.09259733673952375,0.13088592751779612,0.0795091112102445,0.1322741436432559,0.0795091112102445
rep,eccentric_wave_sim_to_first2,phase_similarity,1945,-0.10542837092022429,-0.10454482300757673,-0.1563804069075813,-0.09967612578893154,-0.18929090148320155,0.10542837092022429,0.18929090148320155
rep,eccentric_wave_similarity_decay,phase_similarity,1945,0.10542837092022429,0.10454482300757673,0.1563801025640652,0.09967612578893154,0.18929090148320155,0.10542837092022429,0.18929090148320155
rep,concentric_wave_sim_to_first2,phase_similarity,1945,-0.10435986271248109,-0.1078885539040634,-0.17444124644567127,-0.10030004518742945,-0.2207108810563658,0.10435986271248109,0.2207108810563658
rep,concentric_wave_similarity_decay,phase_similarity,1945,0.10435986271248109,0.1078885539040634,0.17444124644567127,0.10030004518742945,0.2207108810563658,0.10435986271248109,0.2207108810563658
rep,concentric_gyro_gain_from_first2,phase_gyro,1922,0.09899314193280496,0.11814784572142786,0.11481535254373784,0.04792160037313159,0.043138970255892535,0.09899314193280496,0.043138970255892535
rep,eccentric_gyro_peak_abs,phase_gyro,1909,0.09188629367847499,0.11861004186200412,0.019756554784032387,0.10477904796746103,0.02774117088270146,0.09188629367847499,0.02774117088270146
rep,eccentric_rate_loss_from_first2,phase_velocity,1909,-0.08696514247115095,-0.11857619769123365,-0.12283843707263523,-0.07490378157439073,-0.1013775810870777,0.08696514247115095,0.1013775810870777
rep,concentric_rate_loss_from_first2,phase_velocity,1922,-0.08083821314814638,-0.09656596530997073,-0.09183830069978419,-0.004699819858639253,-0.0013996021761036987,0.08083821314814638,0.0013996021761036987
rep,concentric_duration_gain_from_first2,ce_ratio,1945,0.07841299408452584,0.0815253357246486,0.10438543077244952,0.1216406676622576,0.1445517143231331,0.07841299408452584,0.1445517143231331
rep,concentric_to_eccentric_gyro_ratio,phase_gyro,1886,0.07190827577161042,0.047696346755901356,0.07321744440679986,0.04886274572581484,0.02396204806619353,0.07190827577161042,0.02396204806619353
rep,concentric_gyro_peak_abs,phase_gyro,1922,0.06890853764718712,0.13396767440674545,0.0025998110923791946,0.09042064261677799,-0.011490258186975574,0.06890853764718712,0.011490258186975574
rep,concentric_acc_range,other,1922,0.06424710779913309,0.03104000120664618,-0.04081654366764188,0.117288582000381,0.044099817503487376,0.06424710779913309,0.044099817503487376
rep,concentric_to_eccentric_rate_ratio,ce_ratio,1886,0.06389062978202141,0.026043818774682658,0.02586341281796817,0.059289804102804294,-0.011590920019060867,0.06389062978202141,0.011590920019060867
rep,ce_time_balance_abs,ce_ratio,1945,0.06048992742552439,0.0528050643393303,0.06349912241804653,0.07591678568390522,0.06303928932930986,0.06048992742552439,0.06303928932930986
rep,concentric_acc_diff_rms,other,1922,0.05561321318617462,0.06830243288018427,-0.018937726819819874,0.1387293606282439,0.07915322194585594,0.05561321318617462,0.07915322194585594
rep,eccentric_gyro_gain_from_first2,phase_gyro,1909,0.0510979403396236,0.09039513907885419,0.06914560061735525,0.04128884527995642,0.06651308929117805,0.0510979403396236,0.06651308929117805
rep,concentric_sec,phase_tut,1945,-0.049141499915631846,-0.012724624238943227,-0.004444232484960795,-0.03574733462915371,0.04438653252828313,0.049141499915631846,0.04438653252828313
rep,concentric_samples,other,1945,-0.04909026170675826,-0.01211000285830766,-0.0037428417934041187,-0.03579823032765818,0.044300737863705586,0.04909026170675826,0.044300737863705586
rep,rep_sec,phase_tut,1945,-0.047297673509527,-0.0003332405771242983,-0.03818535862781969,0.025340701954683277,0.021229642071580526,0.047297673509527,0.021229642071580526
rep,ce_ratio_drift_from_first2,ce_ratio,1945,0.04662263075099876,0.0274105031809948,0.07046660669810367,-0.0030004015008348863,0.030088985997830633,0.04662263075099876,0.030088985997830633
rep,rep_samples,other,1945,-0.04643991185918132,0.0005414747461743655,-0.03752808358289889,0.02528997678482754,0.02120910283310434,0.04643991185918132,0.02120910283310434
rep,eccentric_acc_diff_rms,other,1909,-0.04171516392229863,-0.08430355201243657,-0.13628396452566388,0.04972568993175431,-0.06635405006396716,0.04171516392229863,0.06635405006396716
rep,eccentric_duration_gain_from_first2,ce_ratio,1945,0.029071815500660403,0.02422902581847932,0.01748884491373723,0.14422376657473107,0.13532555806479893,0.029071815500660403,0.13532555806479893
rep,eccentric_sec,phase_tut,1945,-0.02778108705050929,0.01452312753253589,-0.06865648342049203,0.08719026378906676,0.017587602918525624,0.02778108705050929,0.017587602918525624
rep,eccentric_samples,other,1945,-0.027173341382212265,0.015255166316864459,-0.06783599369615403,0.08709306696442334,0.017574651652227675,0.027173341382212265,0.017574651652227675
rep,concentric_minus_eccentric_sec,phase_tut,1945,-0.026166426854847276,-0.02072522580566922,0.027559164532159848,-0.07669504113195784,0.020078635905697466,0.026166426854847276,0.020078635905697466
rep,ec_ratio,ce_ratio,1945,0.01799022673812959,0.04196926256389854,-0.03781322251252913,0.07515408429167501,-0.02208893725213318,0.01799022673812959,0.02208893725213318
rep,ce_ratio,ce_ratio,1945,-0.017906553086682934,-0.04193673024092952,0.037909915912428004,-0.07499479170599987,0.022252454025619095,0.017906553086682934,0.022252454025619095
rep,concentric_to_eccentric_sec_ratio,phase_tut,1909,-0.013412432447057965,-0.004318059739220389,0.04813363450954317,-0.0716512915973519,0.028359448581695316,0.013412432447057965,0.028359448581695316
rep,eccentric_acc_range,other,1909,-0.0058899472432889744,-0.018699855405132103,-0.1289462297578337,0.07140176662005532,-0.04410693679918144,0.0058899472432889744,0.04410693679918144
