folder,exercise,set_id,borg,kg,n_reps,set_index_numeric,total_rep_sec,total_concentric_sec,total_eccentric_sec,mean_ce_ratio,mean_ce_time_balance_abs,concentric_sec_mean,concentric_sec_first2,concentric_sec_last2,concentric_sec_slope,concentric_sec_cv,concentric_sec_last2_vs_first2,concentric_pca_movement_rate_mean,concentric_pca_movement_rate_first2,concentric_pca_movement_rate_last2,concentric_pca_movement_rate_slope,concentric_pca_movement_rate_cv,concentric_pca_movement_rate_last2_vs_first2,concentric_pca_range_mean,concentric_pca_range_first2,concentric_pca_range_last2,concentric_pca_range_slope,concentric_pca_range_cv,concentric_pca_range_last2_vs_first2,concentric_gyro_diff_rms_mean,concentric_gyro_diff_rms_first2,concentric_gyro_diff_rms_last2,concentric_gyro_diff_rms_slope,concentric_gyro_diff_rms_cv,concentric_gyro_diff_rms_last2_vs_first2,concentric_gyro_peak_abs_mean,concentric_gyro_peak_abs_first2,concentric_gyro_peak_abs_last2,concentric_gyro_peak_abs_slope,concentric_gyro_peak_abs_cv,concentric_gyro_peak_abs_last2_vs_first2,concentric_acc_diff_rms_mean,concentric_acc_diff_rms_first2,concentric_acc_diff_rms_last2,concentric_acc_diff_rms_slope,concentric_acc_diff_rms_cv,concentric_acc_diff_rms_last2_vs_first2,eccentric_sec_mean,eccentric_sec_first2,eccentric_sec_last2,eccentric_sec_slope,eccentric_sec_cv,eccentric_sec_last2_vs_first2,eccentric_pca_movement_rate_mean,eccentric_pca_movement_rate_first2,eccentric_pca_movement_rate_last2,eccentric_pca_movement_rate_slope,eccentric_pca_movement_rate_cv,eccentric_pca_movement_rate_last2_vs_first2,eccentric_pca_range_mean,eccentric_pca_range_first2,eccentric_pca_range_last2,eccentric_pca_range_slope,eccentric_pca_range_cv,eccentric_pca_range_last2_vs_first2,eccentric_gyro_diff_rms_mean,eccentric_gyro_diff_rms_first2,eccentric_gyro_diff_rms_last2,eccentric_gyro_diff_rms_slope,eccentric_gyro_diff_rms_cv,eccentric_gyro_diff_rms_last2_vs_first2,eccentric_gyro_peak_abs_mean,eccentric_gyro_peak_abs_first2,eccentric_gyro_peak_abs_last2,eccentric_gyro_peak_abs_slope,eccentric_gyro_peak_abs_cv,eccentric_gyro_peak_abs_last2_vs_first2,eccentric_acc_diff_rms_mean,eccentric_acc_diff_rms_first2,eccentric_acc_diff_rms_last2,eccentric_acc_diff_rms_slope,eccentric_acc_diff_rms_cv,eccentric_acc_diff_rms_last2_vs_first2,ce_ratio_slope,ce_ratio_last_minus_first,ce_time_balance_slope,phase_vector_similarity_slope,phase_vector_similarity_last_minus_first,phase_vector_similarity_mean,phase_vector_similarity_min,concentric_wave_sim_to_first2_mean,concentric_wave_sim_to_first2_min,concentric_wave_sim_to_first2_slope,concentric_wave_sim_to_first2_last_minus_first,eccentric_wave_sim_to_first2_mean,eccentric_wave_sim_to_first2_min,eccentric_wave_sim_to_first2_slope,eccentric_wave_sim_to_first2_last_minus_first,kg_x_total_rep_sec,kg_x_n_reps
haoyu0512workout,db_bench_press,0,8.0,8.0,13,0.0,74.23705799999999,44.24238,29.976281999999998,0.567211639474917,0.24651824786298485,3.40326,1.7246249999999999,9.786672,3.244266,1.1759268018649731,4.674666666666667,0.3381593996834821,0.4156371469252683,0.2575490392063726,-0.06694523090371507,0.4637414755883069,-0.3803512484107201,0.9169721176595724,0.7010316832625335,1.8973975726626173,0.472676017622628,0.6956449905723888,1.7065789149961281,0.014155094337817113,0.015523997706322214,0.017346899647055394,0.0012580985411791972,0.23666675692050726,0.11742477519117367,0.5856062348788466,0.5023536762224177,0.8086180383166699,0.11543564168450547,0.2668282223491913,0.6096588451333504,0.024909187000094184,0.03339640730656773,0.026575684590370525,-0.002804673759447765,0.20182474581021467,-0.20423522367496827,2.3058678461538458,1.646442,5.61078,1.2738724615384616,1.1359113745353235,2.4078212290502794,0.7357653128220911,0.43613652765253064,0.8794400928199451,0.24889990212423674,0.262247140355615,1.0164330136562048,2.0666696897673873,0.7264422539013919,6.390243079476793,2.5033997619114197,1.375532034385331,7.796629112854731,0.026796004577488375,0.017515117787346025,0.045498627510047907,0.015312292697468671,0.5259153173479443,1.5976775070801321,1.0401004079898566,0.5358716438592019,3.2283953093732447,1.2062282219402667,1.4168329786028766,5.024568283037369,0.034134921505870865,0.035955187843036675,0.040339315126987095,0.0024488033335725683,0.19517673094530305,0.12193309357997073,0.04781023342767502,0.538961038961039,0.2791728306025189,-0.6734790697202968,-1.2025898885952806,0.10850670795860043,-0.7291960842176773,0.5851439284076496,0.10808052286676019,-0.2367316015681702,-0.654271875731038,0.4743530365377745,0.0,-0.31611401365636366,-0.6717213391362933,593.8964639999999,104.0
haoyu0512workout,db_bench_press,1,9.0,8.0,12,1.0,47.296116000000005,28.293048,18.993869999999998,0.5958485147246586,0.19193998377390398,2.357754,2.400678,2.317896,-0.08702723076923082,0.16800969857373,-0.03448275862068961,0.3332412906742965,0.37274775379335534,0.3235626849628508,-0.006560449160976522,0.21912695417170033,-0.13195269006978882,0.7674857871401065,0.8135205841654862,0.7468833789698287,-0.01476381793897644,0.15663054604124263,-0.08191213165677214,0.014471168090370167,0.014593477877155769,0.013550025428305452,-0.0002885828820830071,0.08169972562894465,-0.07150128691966628,0.5513741982555501,0.5588714898102614,0.5377207865973737,-0.0035039627436229434,0.03186646952000885,-0.03784537876510474,0.022924980040886445,0.02519107456596415,0.02177202015029165,-0.0024827840227847316,0.10902723164322203,-0.13572483407643166,1.5828224999999998,1.342908,1.766016,0.1144443461538461,0.13695185807849058,0.31506849315068486,0.9045571456384152,0.9427266883323433,1.026080590144447,0.08126576131643283,0.2456766774113705,0.08841788701193387,1.4110564353858477,1.2212108191411994,1.8319749975855055,0.2883828522009878,0.24755869785358514,0.5001300093900396,0.02737799333696887,0.023821208871151835,0.03243353415610988,0.003386775707877711,0.178331447531992,0.3615402279347719,0.5783862012018174,0.4751853933164625,0.7624470403383858,0.11593969574587518,0.2747424276802725,0.6045254148429049,0.04008037660800002,0.042573157750282004,0.0406600125167634,-0.0018995829566829572,0.16635411236222603,-0.044937827838385624,-0.02071838545763203,-0.18815421866269322,-0.04194136835863701,-0.2828904432509174,-1.1441608916119324,-0.02766454689470457,-0.6429131545205986,0.5765471730572588,0.19237720396745947,-0.27547281436979126,-0.4888937139019791,0.23489928269731608,-0.22492916253121556,-0.22590880377795725,-0.7927573451917229,378.36892800000004,96.0
haoyu0512workout,db_bench_press,2,9.0,8.0,12,2.0,49.549626,29.783123999999997,19.766502,0.6015050372998311,0.20301007459966203,2.4819269999999998,1.9913669999999999,2.7915929999999998,0.4683904615384616,0.14627194145675515,0.4018475750577366,0.3710917048174099,0.5325294187664162,0.21842857461086573,-0.13779638588994877,0.3049039486783676,-0.5898281542513706,0.889754600073121,1.0366628467938632,0.6125731620873996,-0.15345735816450148,0.20732184576442414,-0.4090912354176346,0.014878888040378612,0.014407140882684674,0.013030589089375863,-0.0014664574308339332,0.16027979803329834,-0.09554649354218714,0.534307389633643,0.5219791398510307,0.5598245082085798,0.002201977679333082,0.04508194221618926,0.0725036030527002,0.021825432407807377,0.022913291884470388,0.022499394614201265,-0.00044595726569524567,0.12375673466489526,-0.018063631902216715,1.6472084999999999,1.444086,1.6694369999999998,0.1756464230769231,0.1832459898913162,0.1560509554140126,0.9191720394913633,0.9296627659038028,1.0143077580172597,0.04274119609083819,0.20132392783618144,0.09104913654487001,1.4773187882211998,1.3539575887432447,1.5554847520088413,0.16376973791871458,0.1445313286169404,0.14884303979761726,0.028980656005739753,0.027685399890293165,0.029572531813619567,0.00021482776035107573,0.16829110638960798,0.06816343382448498,0.5982511745347251,0.6008742169849994,0.672242224521994,0.06430679462719785,0.15233228097971066,0.11877362269777048,0.03649990466787644,0.03508042162376977,0.03535570007097456,-0.0029399130758575483,0.19761297799538952,0.007847067807710273,0.023160499339646798,0.06550451946135405,0.04632099867929353,-0.6600952187020904,-1.0206382833815908,-0.019088808614198902,-0.8854402416693034,0.667214997722712,0.28887918473618407,-0.1444208017278391,-0.3200090515597208,0.4802282591530491,0.12807232297368185,-0.27576787035808753,-0.6109136445875866,396.397008,96.0
haoyu0512workout,db_biceps_curl,0,9.0,5.0,12,0.0,40.50799199999999,14.229306000000001,26.278686,0.3481365912775889,0.3214288882531055,1.1857755,1.8028079999999997,1.062369,-0.47068996153846154,0.40856690633901704,-0.4107142857142857,2.5413308773429333,2.7659462345883656,2.7700735142981667,-0.2917225594413215,0.29030760562048075,0.001492176405379464,2.9596164909439597,4.306078419183501,2.8896187531300566,-1.221096670919166,0.37367525772548044,-0.3289442337471473,0.04859411726617888,0.054128974460997376,0.05182077111433573,-0.004780940048326043,0.20175865636258525,-0.042642658015344836,2.8361329642983044,3.3351343651385976,2.7767420210082836,-0.32655199483851727,0.10666493961442544,-0.16742724070342185,0.039593524157146204,0.036877439101004314,0.03157067564696783,-0.0009619322850357648,0.1288847695645426,-0.14390271080108585,2.1898905,1.876392,3.0859289999999997,0.5828348076923077,0.268859695515846,0.6446078431372546,1.6849704914589452,1.60881772192449,1.049469186872913,-0.14219415326678547,0.29692743132807947,-0.3476767612818664,3.509396565936358,3.1107432542249978,2.738421930020034,0.1695010619485689,0.279810169754524,-0.11968886332849182,0.036895678771730375,0.03551033387994905,0.029690237323253845,-0.0006570383562952905,0.16660736073127744,-0.16389867176049078,1.752595142677093,1.805128893786292,1.3554910691253088,-0.18078438998935684,0.15151773045911635,-0.24908904079301464,0.051399499556495205,0.081274657110471,0.026329264835209074,-0.025240996165239046,0.3685350291876657,-0.6760458207849276,-0.12718746408163545,-0.3141681593275045,0.20943890226532116,-0.728372804691709,-0.8767818010097701,0.04911105747492936,-0.8350091041477499,0.8982151166875383,0.7824542283805308,0.0326745862414497,0.12473072700334809,0.8135339512712148,0.5021461781996908,-0.2474268602754803,-0.4752814994528449,202.53995999999995,60.0
haoyu0512workout,db_biceps_curl,1,9.0,5.0,12,1.0,41.271426,15.213492,26.057934000000003,0.3694244677917709,0.26115106441645813,1.2677910000000001,1.3888979999999997,1.269324,-0.11639007692307692,0.14213510976993718,-0.08609271523178796,2.062496724610256,1.9567177415694812,1.955442460233622,0.009129050533077275,0.15153238800548235,-0.0006517451693550669,2.5968332280931676,2.6194332684236272,2.4840380891440166,-0.19198873486222995,0.1666471428036431,-0.051688730120271864,0.044454911703785314,0.047113148336514685,0.03846951269632543,-0.004638538147880382,0.11880122257358332,-0.18346546442726408,2.3143008615404113,2.598817688942132,1.9753640140354642,-0.2696002454133479,0.11694909547672748,-0.23989896542548517,0.034940866796858254,0.031245867710027495,0.03945533553759352,0.002610349481311737,0.1541809582004195,0.26273771315147143,2.1714945,1.844199,2.515653,0.40595019230769236,0.12190276969521667,0.36408977556109723,1.2671694570529748,1.5310227722150693,1.1525030109515577,-0.17549109923889142,0.13902280907530926,-0.2472332666325222,2.7261954240861126,2.8166847483623036,2.8941758145037264,0.15209848638767426,0.11164784899687712,0.027511444504564553,0.025949913425625096,0.03236551848221222,0.019279295248109965,-0.0056553170028859736,0.16897893994161758,-0.40432608058771924,1.3473405842019481,1.6037551757370672,1.3022211861122095,-0.185923223577283,0.11811252776675447,-0.18801746936609331,0.03886523637774812,0.06043710951516728,0.023046737526485107,-0.019688674190161962,0.37906984382134984,-0.6186657880999206,-0.06284303936418169,-0.16183721715636612,0.12568607872836338,-0.7804623393051128,-1.5854023471834031,-0.12531526011344205,-0.81489712224324,0.9171412276533903,0.8108613080646053,-0.04697427106499172,-0.04319326839254567,0.882554447450196,0.5664736485340442,-0.15312270740779446,-0.41369534547454756,206.35712999999998,60.0
haoyu0512workout,db_biceps_curl,3,9.0,5.0,12,3.0,41.243832,14.634018000000001,26.609814,0.35469850109150164,0.29060299781699656,1.2195015,1.232532,1.3475069999999998,0.08720411538461542,0.08224693994512845,0.09328358208955212,2.268930758012696,1.9394812406490178,2.13875739556686,0.08968369405211131,0.14694859141491934,0.10274714224673698,2.761549548579394,2.401836895862247,2.8784510870734463,0.3009171291865586,0.15607198049401655,0.19843736767983056,0.04385282399062563,0.03531278839144278,0.04375014604770964,0.0020799006534371143,0.15804222151362704,0.2389320708050191,2.4468832415887714,2.3156040125895485,2.321009267107093,-0.09836306538129233,0.09030458288742269,0.0023342741194767314,0.04774621722526156,0.04343741632772142,0.05172168678879298,-0.0003644444551269402,0.13885453282769636,0.1907173851816919,2.2174845,2.083347,2.235114,0.0925106538461539,0.05358875033131563,0.07284768211920523,1.308823162178937,1.6652665740338697,0.9735135609054548,-0.3155367793983719,0.21301720663806856,-0.41540076760968203,2.885120079124036,3.479200086549583,2.162211316626583,-0.5654318938418825,0.1898818210380723,-0.3785320582781123,0.027728304819503728,0.0347142405048608,0.020944430505037685,-0.007667625826530579,0.22493752286694138,-0.39666170999463524,1.4617099774491915,1.7200732523016269,1.2544852809805171,-0.2667389171082201,0.1514609964544078,-0.27067915316868474,0.046060729568618425,0.0725996971285541,0.028312745805434445,-0.023427319392095216,0.37936742804206736,-0.6100156484771506,0.006220613231620038,0.03230144114122013,-0.012441226463240059,-0.5636733000073045,-0.9222275402940293,-0.06458581737150797,-0.7579071634953781,0.980303041036171,0.9591084323622872,-0.007570217595691981,-0.016592115271286012,0.9443944378299801,0.8742932586692956,-0.03801310624258445,-0.10611928338575427,206.21916,60.0
haoyu0512workout,db_rdl,0,9.0,10.5,12,0.0,51.159276000000006,28.578186000000002,22.571892,0.5585932363277749,0.11878832112440592,2.3815155000000003,2.7134099999999997,2.3270939999999998,-0.16821726923076916,0.1362271016334578,-0.14237288135593218,0.325170093099956,0.257879576259058,0.37620273369674895,0.06970095057075874,0.19268799026557107,0.45883105267253543,0.7654521582945085,0.6893120431392314,0.8650384667079684,0.11971732015513888,0.1813024231262619,0.2549301514716791,0.01495814599454464,0.012721716999299488,0.01582462577559539,0.0024563169278509623,0.17515968464758885,0.2439064456839246,0.555778461220106,0.5833777422360549,0.5394328682589213,-0.016062273060587502,0.058214120415522694,-0.07532833496302971,0.021500851152751358,0.017966421682866454,0.022716153546737377,0.0032238740073854545,0.13240778195163974,0.26436715934372557,1.8809909999999999,1.798209,1.9223819999999998,0.14186146153846155,0.156358194846122,0.06905370843989767,0.629991988161673,0.5975786244635581,0.8747007357810079,0.0993633896299067,0.3736872408727063,0.46374167343455475,1.1378443556408762,1.0445032086808401,1.4735892606251926,0.1955763313154527,0.24620193373436805,0.41080395768842926,0.02247025306638847,0.019722522649072115,0.024163376505576085,0.001537369914886331,0.16300962871388033,0.22516662475288873,0.5224120477364179,0.5383165602364935,0.5384973755951763,0.0019501749607439224,0.08399744243425215,0.0003358903887396014,0.03295200640383343,0.032351461254643485,0.031801794250511634,0.0006789164478463753,0.12074263060677999,-0.016990484596826505,-0.03240367615929225,-0.08716797605686488,-0.06287006681352411,-0.5170220916340618,-1.2689771711668194,0.03664804682883932,-0.7520469015640789,0.633143201878044,0.27320962488863043,-0.21775062023874556,-0.6362140462657255,0.5377406826902231,-0.1708353874175679,-0.34664114946351443,-0.9300609365466715,537.172398,126.0
haoyu0512workout,db_rdl,1,9.0,10.5,12,1.0,45.934812,26.324675999999997,19.610135999999997,0.5709243461049677,0.14348267913803994,2.193723,1.867194,2.5708409999999997,0.28549176923076924,0.16250197001025135,0.3768472906403939,0.38020364233056775,0.5043357996590498,0.45846923899699965,0.03148317431076673,0.28530873250013666,-0.09094448717116199,0.8333243430583434,0.9417022404608923,1.179259964194132,0.19637394077760809,0.31909931754880233,0.2522641590158827,0.01615109275408087,0.02079379173480772,0.017888882841555924,0.0004637058795262585,0.2739204925063185,-0.1397007784967439,0.5378040729243813,0.533983425638003,0.536448014144543,-0.011709312349835604,0.05765508065314161,0.004615477537706969,0.023443974501920314,0.023498216554298873,0.023980757942100066,0.0008164246850448715,0.1355029201574989,0.02053523452242234,1.6341779999999997,1.646442,1.6740359999999999,-0.037853307692307735,0.10980018677973381,0.016759776536312776,0.6851587045964554,0.5267747246114045,0.6978039146323416,0.1146630707107754,0.3176300426661591,0.32467235429168184,1.105928081027266,0.8672968391331819,1.177360661127286,0.15287455414792067,0.2986659181827807,0.3575059979510553,0.02550061690604469,0.02384795812444668,0.028349597606551306,0.0036157978256016582,0.19199471958004802,0.18876414737955982,0.5715894351008386,0.4879629786718509,0.6441818078388448,0.12447982708412071,0.1997788472457171,0.320144838840426,0.03561176565821197,0.03266319006145395,0.037307953968962373,0.0034425412273762436,0.0970631527189289,0.14220178429509067,0.03595218342156614,-0.025306435137895766,0.06851070168476127,-0.13121791225107263,-0.42219245383251763,-0.015900642633259646,-0.8407075135636949,0.5379245194269479,0.26207551592157285,-0.23025565462863543,-0.40827798587810116,0.33083752696225727,-0.028387984581542753,-0.16131905726950865,-0.33487930517233655,482.31552600000003,126.0
haoyu0512workout,db_rdl,2,9.0,10.5,12,2.0,53.394389999999994,30.85929,22.535099999999996,0.5766245035125448,0.17013593800893687,2.5716075000000003,3.550428,2.133936,-0.6136127307692308,0.20351084374107345,-0.39896373056994827,0.404700928773085,0.26862857912332605,0.4049055885951869,0.17245761022925554,0.4772990938472222,0.5073064448935523,0.9960424704509072,0.9549782078023535,0.8687791849222516,0.19018335683510698,0.3674867602900031,-0.09026281665470426,0.01677209335574618,0.012464691552123697,0.020112056581093486,0.0046852990121854276,0.23308837238161664,0.6135222036574866,0.5356844082420477,0.5829226875850927,0.5277724547603169,-0.030906974493514358,0.0527008223579262,-0.09460985821850554,0.022649264934497943,0.015479572093090758,0.03241533515791412,0.008925260175255542,0.26204744511901634,1.0940717846058918,1.8779249999999996,2.101743,1.549863,-0.05023523076923075,0.17585916897796186,-0.2625820568927789,0.6170327671124883,0.39566001882131835,0.8128997903112504,0.2262226018438643,0.35234370589927483,1.0545411505890847,1.1488252215646135,0.8312580552648903,1.186363339586881,0.35289517647479024,0.38673492919135133,0.42719018729849423,0.02783795427408008,0.020885031836656364,0.0335747222019773,0.009047835812570215,0.2767463967626412,0.6075973675581678,0.679429401375872,0.564585098414719,0.5726472683833208,0.1864705297106691,0.40788754504498204,0.014279813603368607,0.03375814990624371,0.025978849539160204,0.04314389151682096,0.007978271539035535,0.2091133807116242,0.6607314135210789,-0.046524960552405015,-0.010089910089910115,-0.06577103259244128,-0.8044768262579512,-1.6456521914575912,0.09215568629741332,-0.6688135499855374,0.26253840744872164,-0.12864994564875185,-0.23925444100141574,-0.913530163291979,0.4219271019188899,-0.2860753088815452,-0.056975618648682794,-0.48486365569909373,560.641095,126.0
haoyu0512workout,db_shoulder_press,0,7.0,5.0,12,0.0,45.530100000000004,28.633374,16.896725999999997,0.6258612568248907,0.25172251364978143,2.3861145,3.007746,2.276505,-0.3288285,0.20878573661316258,-0.24311926605504597,0.4220361230589213,0.3916128714844263,0.3487838328112767,0.010504559935612286,0.2541614058180672,-0.1093657583592802,0.9695945368380613,1.1247604217857723,0.7955453766506739,-0.09750937961470743,0.1571643032513123,-0.2926979281618094,0.01674857382629082,0.01612369438354416,0.016786130735149868,0.0007664523618328133,0.13232205461785573,0.041084650691580515,0.5398796268821214,0.5656646390523279,0.5285831735671401,-0.017927128056494095,0.04917105303540448,-0.06555379800178296,0.027887232578496523,0.03230226566519849,0.02298309065118422,-0.006534897208264997,0.23719353344396646,-0.2884991136722176,1.4080604999999997,1.56366,1.1635469999999999,-0.19227357692307698,0.1464688021797641,-0.25588235294117656,0.8881754899869638,0.9892586230487246,1.157108490947014,0.08454283116571443,0.3007750416871084,0.16967238292147013,1.222854038951184,1.5493330941988106,1.302892425101742,-0.10643888134748591,0.23400418401161935,-0.15906241854628922,0.024848635928927238,0.024858207837902394,0.031681665836031866,0.004361917653298255,0.19089882206493997,0.2744951704734502,0.5096112310227631,0.4803093291600583,0.6148625622064547,0.0689597785005973,0.14648420240450535,0.28013870411739994,0.031852191388957486,0.02743390593370476,0.038689951453648785,0.006200167860666983,0.1823410655267813,0.4102968621072316,0.005134134243023983,-0.05065646645301358,0.010268268486048046,-0.35079480263704343,-1.358306181769775,-0.021727205441625996,-0.6530676597965652,0.2841032158913392,-0.18891508002543392,-0.21056426524270988,-0.3221354510714833,0.5516452644656108,-0.16036516254648597,-0.24263412017987088,-1.0296645478530568,227.65050000000002,60.0
