pair_name,exercise,precision,recall,f1,support,pair_type,feature_x,feature_y,macro_f1,accuracy
fft_spectral_top2,db_shoulder_press,0.19246861924686193,0.16606498194945848,0.17829457364341086,277,method_top2,axis_gz__spectral_entropy,axis_ax__spectral_entropy,0.3781,0.3787
fft_spectral_top2,db_squat,0.23411371237458195,0.22435897435897437,0.22913256955810146,312,method_top2,axis_gz__spectral_entropy,axis_ax__spectral_entropy,0.3781,0.3787
fft_spectral_top2,db_triceps_curl,0.5987460815047022,0.6262295081967213,0.6121794871794872,305,method_top2,axis_gz__spectral_entropy,axis_ax__spectral_entropy,0.3781,0.3787
fft_spectral_top2,db_weighted_crunch,0.3811074918566775,0.391304347826087,0.38613861386138615,299,method_top2,axis_gz__spectral_entropy,axis_ax__spectral_entropy,0.3781,0.3787
fft_spectral_top2,one_arm_db_row,0.31212121212121213,0.33225806451612905,0.321875,310,method_top2,axis_gz__spectral_entropy,axis_ax__spectral_entropy,0.3781,0.3787
wavelet_top2,db_bench_press,0.18877551020408162,0.21764705882352942,0.20218579234972678,340,method_top2,axis_gy__haar_l2_energy_ratio,axis_gz__haar_l3_energy_ratio,0.4166,0.4121
wavelet_top2,db_biceps_curl,0.8597122302158273,0.8298611111111112,0.8445229681978799,288,method_top2,axis_gy__haar_l2_energy_ratio,axis_gz__haar_l3_energy_ratio,0.4166,0.4121
wavelet_top2,db_rdl,0.40978593272171254,0.45733788395904434,0.432258064516129,293,method_top2,axis_gy__haar_l2_energy_ratio,axis_gz__haar_l3_energy_ratio,0.4166,0.4121
wavelet_top2,db_shoulder_press,0.16260162601626016,0.1444043321299639,0.15296367112810708,277,method_top2,axis_gy__haar_l2_energy_ratio,axis_gz__haar_l3_energy_ratio,0.4166,0.4121
wavelet_top2,db_squat,0.25210084033613445,0.28846153846153844,0.26905829596412556,312,method_top2,axis_gy__haar_l2_energy_ratio,axis_gz__haar_l3_energy_ratio,0.4166,0.4121
wavelet_top2,db_triceps_curl,0.7484472049689441,0.7901639344262295,0.7687400318979266,305,method_top2,axis_gy__haar_l2_energy_ratio,axis_gz__haar_l3_energy_ratio,0.4166,0.4121
wavelet_top2,db_weighted_crunch,0.5194805194805194,0.4013377926421405,0.4528301886792453,299,method_top2,axis_gy__haar_l2_energy_ratio,axis_gz__haar_l3_energy_ratio,0.4166,0.4121
wavelet_top2,one_arm_db_row,0.22509225092250923,0.1967741935483871,0.2099827882960413,310,method_top2,axis_gy__haar_l2_energy_ratio,axis_gz__haar_l3_energy_ratio,0.4166,0.4121
pca_variance_top2,db_bench_press,0.29411764705882354,0.3088235294117647,0.3012912482065997,340,method_top2,gyro_pca__pca3_var_ratio,acc_pca__pca1_var_ratio,0.3421,0.3436
pca_variance_top2,db_biceps_curl,0.7526881720430108,0.7291666666666666,0.7407407407407407,288,method_top2,gyro_pca__pca3_var_ratio,acc_pca__pca1_var_ratio,0.3421,0.3436
pca_variance_top2,db_rdl,0.23841059602649006,0.24573378839590443,0.24201680672268908,293,method_top2,gyro_pca__pca3_var_ratio,acc_pca__pca1_var_ratio,0.3421,0.3436
pca_variance_top2,db_shoulder_press,0.1774193548387097,0.1588447653429603,0.1676190476190476,277,method_top2,gyro_pca__pca3_var_ratio,acc_pca__pca1_var_ratio,0.3421,0.3436
pca_variance_top2,db_squat,0.25675675675675674,0.24358974358974358,0.25,312,method_top2,gyro_pca__pca3_var_ratio,acc_pca__pca1_var_ratio,0.3421,0.3436
pca_variance_top2,db_triceps_curl,0.608433734939759,0.6622950819672131,0.6342229199372057,305,method_top2,gyro_pca__pca3_var_ratio,acc_pca__pca1_var_ratio,0.3421,0.3436
pca_variance_top2,db_weighted_crunch,0.1857707509881423,0.15719063545150502,0.17028985507246377,299,method_top2,gyro_pca__pca3_var_ratio,acc_pca__pca1_var_ratio,0.3421,0.3436
pca_variance_top2,one_arm_db_row,0.21568627450980393,0.24838709677419354,0.23088455772113944,310,method_top2,gyro_pca__pca3_var_ratio,acc_pca__pca1_var_ratio,0.3421,0.3436
best_acc_vs_best_gyro,db_bench_press,0.5339366515837104,0.34705882352941175,0.4206773618538324,340,mixed_sensor,axis_ax__mean,axis_gz__std,0.6517,0.6518
best_acc_vs_best_gyro,db_biceps_curl,0.8237547892720306,0.7465277777777778,0.7832422586520947,288,mixed_sensor,axis_ax__mean,axis_gz__std,0.6517,0.6518
best_acc_vs_best_gyro,db_rdl,0.8231046931407943,0.7781569965870307,0.8,293,mixed_sensor,axis_ax__mean,axis_gz__std,0.6517,0.6518
best_acc_vs_best_gyro,db_shoulder_press,0.5,0.5740072202166066,0.534453781512605,277,mixed_sensor,axis_ax__mean,axis_gz__std,0.6517,0.6518
best_acc_vs_best_gyro,db_squat,0.6266233766233766,0.6185897435897436,0.6225806451612903,312,mixed_sensor,axis_ax__mean,axis_gz__std,0.6517,0.6518
best_acc_vs_best_gyro,db_triceps_curl,0.615606936416185,0.6983606557377049,0.6543778801843319,305,mixed_sensor,axis_ax__mean,axis_gz__std,0.6517,0.6518
best_acc_vs_best_gyro,db_weighted_crunch,0.5303867403314917,0.6421404682274248,0.5809379727685325,299,mixed_sensor,axis_ax__mean,axis_gz__std,0.6517,0.6518
best_acc_vs_best_gyro,one_arm_db_row,0.7915407854984894,0.8451612903225807,0.8174726989079563,310,mixed_sensor,axis_ax__mean,axis_gz__std,0.6517,0.6518
best_acc_vs_best_corr,db_bench_press,0.654485049833887,0.5794117647058824,0.6146645865834633,340,mixed_family,axis_ax__mean,corr__gy__gz,0.6351,0.6423
best_acc_vs_best_corr,db_biceps_curl,0.8955696202531646,0.9826388888888888,0.9370860927152318,288,mixed_family,axis_ax__mean,corr__gy__gz,0.6351,0.6423
best_acc_vs_best_corr,db_rdl,0.5752508361204013,0.5870307167235495,0.581081081081081,293,mixed_family,axis_ax__mean,corr__gy__gz,0.6351,0.6423
best_acc_vs_best_corr,db_shoulder_press,0.2576271186440678,0.2743682310469314,0.26573426573426573,277,mixed_family,axis_ax__mean,corr__gy__gz,0.6351,0.6423
best_acc_vs_best_corr,db_squat,0.8150470219435737,0.8333333333333334,0.8240887480190174,312,mixed_family,axis_ax__mean,corr__gy__gz,0.6351,0.6423
best_acc_vs_best_corr,db_triceps_curl,0.928125,0.9737704918032787,0.9504,305,mixed_family,axis_ax__mean,corr__gy__gz,0.6351,0.6423
best_acc_vs_best_corr,db_weighted_crunch,0.332089552238806,0.2976588628762542,0.31393298059964725,299,mixed_family,axis_ax__mean,corr__gy__gz,0.6351,0.6423
best_acc_vs_best_corr,one_arm_db_row,0.5980392156862745,0.5903225806451613,0.5941558441558441,310,mixed_family,axis_ax__mean,corr__gy__gz,0.6351,0.6423
best_acc_vs_best_wavelet,db_bench_press,0.5463917525773195,0.4676470588235294,0.5039619651347068,340,mixed_family,axis_ax__mean,axis_gy__haar_l2_energy_ratio,0.6451,0.6493
best_acc_vs_best_wavelet,db_biceps_curl,0.9754385964912281,0.9652777777777778,0.9703315881326352,288,mixed_family,axis_ax__mean,axis_gy__haar_l2_energy_ratio,0.6451,0.6493
best_acc_vs_best_wavelet,db_rdl,0.6863636363636364,0.515358361774744,0.5886939571150097,293,mixed_family,axis_ax__mean,axis_gy__haar_l2_energy_ratio,0.6451,0.6493
best_acc_vs_best_wavelet,db_shoulder_press,0.24761904761904763,0.2815884476534296,0.2635135135135135,277,mixed_family,axis_ax__mean,axis_gy__haar_l2_energy_ratio,0.6451,0.6493
best_acc_vs_best_wavelet,db_squat,0.9335443037974683,0.9455128205128205,0.9394904458598726,312,mixed_family,axis_ax__mean,axis_gy__haar_l2_energy_ratio,0.6451,0.6493
best_acc_vs_best_wavelet,db_triceps_curl,0.8738461538461538,0.9311475409836065,0.9015873015873016,305,mixed_family,axis_ax__mean,axis_gy__haar_l2_energy_ratio,0.6451,0.6493
best_acc_vs_best_wavelet,db_weighted_crunch,0.3076923076923077,0.29431438127090304,0.30085470085470084,299,mixed_family,axis_ax__mean,axis_gy__haar_l2_energy_ratio,0.6451,0.6493
best_acc_vs_best_wavelet,one_arm_db_row,0.6243523316062176,0.7774193548387097,0.6925287356321839,310,mixed_family,axis_ax__mean,axis_gy__haar_l2_energy_ratio,0.6451,0.6493
best_acc_vs_best_spectral,db_bench_press,0.7236842105263158,0.6470588235294118,0.6832298136645962,340,mixed_family,axis_ax__mean,axis_gz__spectral_entropy,0.7122,0.7116
best_acc_vs_best_spectral,db_biceps_curl,0.9473684210526315,0.8125,0.874766355140187,288,mixed_family,axis_ax__mean,axis_gz__spectral_entropy,0.7122,0.7116
best_acc_vs_best_spectral,db_rdl,0.8153846153846154,0.7235494880546075,0.7667269439421338,293,mixed_family,axis_ax__mean,axis_gz__spectral_entropy,0.7122,0.7116
best_acc_vs_best_spectral,db_shoulder_press,0.4221556886227545,0.5090252707581228,0.46153846153846156,277,mixed_family,axis_ax__mean,axis_gz__spectral_entropy,0.7122,0.7116
best_acc_vs_best_spectral,db_squat,0.740484429065744,0.6858974358974359,0.7121464226289518,312,mixed_family,axis_ax__mean,axis_gz__spectral_entropy,0.7122,0.7116
best_acc_vs_best_spectral,db_triceps_curl,0.7681564245810056,0.9016393442622951,0.8295625942684767,305,mixed_family,axis_ax__mean,axis_gz__spectral_entropy,0.7122,0.7116
best_acc_vs_best_spectral,db_weighted_crunch,0.5859649122807018,0.5585284280936454,0.571917808219178,299,mixed_family,axis_ax__mean,axis_gz__spectral_entropy,0.7122,0.7116
best_acc_vs_best_spectral,one_arm_db_row,0.7550432276657061,0.8451612903225807,0.7975646879756468,310,mixed_family,axis_ax__mean,axis_gz__spectral_entropy,0.7122,0.7116
best_acc_vs_best_pca,db_bench_press,0.677115987460815,0.6352941176470588,0.6555386949924128,340,mixed_family,axis_ax__mean,gyro_pca__pca3_var_ratio,0.5896,0.5932
best_acc_vs_best_pca,db_biceps_curl,0.9201520912547528,0.8402777777777778,0.8784029038112523,288,mixed_family,axis_ax__mean,gyro_pca__pca3_var_ratio,0.5896,0.5932
best_acc_vs_best_pca,db_rdl,0.5559701492537313,0.5085324232081911,0.5311942959001783,293,mixed_family,axis_ax__mean,gyro_pca__pca3_var_ratio,0.5896,0.5932
best_acc_vs_best_pca,db_shoulder_press,0.24914675767918087,0.26353790613718414,0.256140350877193,277,mixed_family,axis_ax__mean,gyro_pca__pca3_var_ratio,0.5896,0.5932
best_acc_vs_best_pca,db_squat,0.7625,0.782051282051282,0.7721518987341772,312,mixed_family,axis_ax__mean,gyro_pca__pca3_var_ratio,0.5896,0.5932
best_acc_vs_best_pca,db_triceps_curl,0.7583081570996979,0.8229508196721311,0.789308176100629,305,mixed_family,axis_ax__mean,gyro_pca__pca3_var_ratio,0.5896,0.5932
best_acc_vs_best_pca,db_weighted_crunch,0.24489795918367346,0.2408026755852843,0.24283305227655985,299,mixed_family,axis_ax__mean,gyro_pca__pca3_var_ratio,0.5896,0.5932
best_acc_vs_best_pca,one_arm_db_row,0.5684523809523809,0.6161290322580645,0.5913312693498453,310,mixed_family,axis_ax__mean,gyro_pca__pca3_var_ratio,0.5896,0.5932
duration_vs_best_acc,db_bench_press,0.48089171974522293,0.4441176470588235,0.4617737003058104,340,duration,rep_duration_samples,axis_ax__mean,0.5671,0.5689
duration_vs_best_acc,db_biceps_curl,0.8690909090909091,0.8298611111111112,0.8490230905861457,288,duration,rep_duration_samples,axis_ax__mean,0.5671,0.5689
duration_vs_best_acc,db_rdl,0.679324894514768,0.5494880546075085,0.6075471698113207,293,duration,rep_duration_samples,axis_ax__mean,0.5671,0.5689
duration_vs_best_acc,db_shoulder_press,0.246875,0.2851985559566787,0.2646566164154104,277,duration,rep_duration_samples,axis_ax__mean,0.5671,0.5689
duration_vs_best_acc,db_squat,0.6355685131195336,0.6987179487179487,0.665648854961832,312,duration,rep_duration_samples,axis_ax__mean,0.5671,0.5689
duration_vs_best_acc,db_triceps_curl,0.7062706270627063,0.7016393442622951,0.7039473684210527,305,duration,rep_duration_samples,axis_ax__mean,0.5671,0.5689
duration_vs_best_acc,db_weighted_crunch,0.31679389312977096,0.27759197324414714,0.29590017825311943,299,duration,rep_duration_samples,axis_ax__mean,0.5671,0.5689
duration_vs_best_acc,one_arm_db_row,0.6324324324324324,0.7548387096774194,0.6882352941176471,310,duration,rep_duration_samples,axis_ax__mean,0.5671,0.5689
ranked_pair_01,db_bench_press,0.5616883116883117,0.5088235294117647,0.5339506172839507,340,ranked_diverse,axis_ax__mean,axis_ax__rms,0.6041,0.6089
ranked_pair_01,db_biceps_curl,0.9803149606299213,0.8645833333333334,0.9188191881918819,288,ranked_diverse,axis_ax__mean,axis_ax__rms,0.6041,0.6089
ranked_pair_01,db_rdl,0.6163265306122448,0.515358361774744,0.5613382899628253,293,ranked_diverse,axis_ax__mean,axis_ax__rms,0.6041,0.6089
ranked_pair_01,db_shoulder_press,0.3380681818181818,0.4296028880866426,0.3783783783783784,277,ranked_diverse,axis_ax__mean,axis_ax__rms,0.6041,0.6089
ranked_pair_01,db_squat,0.6693548387096774,0.7980769230769231,0.7280701754385965,312,ranked_diverse,axis_ax__mean,axis_ax__rms,0.6041,0.6089
ranked_pair_01,db_triceps_curl,0.7962382445141066,0.8327868852459016,0.8141025641025641,305,ranked_diverse,axis_ax__mean,axis_ax__rms,0.6041,0.6089
ranked_pair_01,db_weighted_crunch,0.29767441860465116,0.2140468227424749,0.2490272373540856,299,ranked_diverse,axis_ax__mean,axis_ax__rms,0.6041,0.6089
ranked_pair_01,one_arm_db_row,0.6044568245125348,0.7,0.648729446935725,310,ranked_diverse,axis_ax__mean,axis_ax__rms,0.6041,0.6089
ranked_pair_02,db_bench_press,0.5616883116883117,0.5088235294117647,0.5339506172839507,340,ranked_diverse,axis_ax__mean,axis_ax__energy_mean,0.6041,0.6089
ranked_pair_02,db_biceps_curl,0.9803149606299213,0.8645833333333334,0.9188191881918819,288,ranked_diverse,axis_ax__mean,axis_ax__energy_mean,0.6041,0.6089
ranked_pair_02,db_rdl,0.6163265306122448,0.515358361774744,0.5613382899628253,293,ranked_diverse,axis_ax__mean,axis_ax__energy_mean,0.6041,0.6089
ranked_pair_02,db_shoulder_press,0.3380681818181818,0.4296028880866426,0.3783783783783784,277,ranked_diverse,axis_ax__mean,axis_ax__energy_mean,0.6041,0.6089
ranked_pair_02,db_squat,0.6693548387096774,0.7980769230769231,0.7280701754385965,312,ranked_diverse,axis_ax__mean,axis_ax__energy_mean,0.6041,0.6089
ranked_pair_02,db_triceps_curl,0.7962382445141066,0.8327868852459016,0.8141025641025641,305,ranked_diverse,axis_ax__mean,axis_ax__energy_mean,0.6041,0.6089
ranked_pair_02,db_weighted_crunch,0.29767441860465116,0.2140468227424749,0.2490272373540856,299,ranked_diverse,axis_ax__mean,axis_ax__energy_mean,0.6041,0.6089
ranked_pair_02,one_arm_db_row,0.6044568245125348,0.7,0.648729446935725,310,ranked_diverse,axis_ax__mean,axis_ax__energy_mean,0.6041,0.6089
ranked_pair_03,db_bench_press,0.5434083601286174,0.4970588235294118,0.5192012288786483,340,ranked_diverse,axis_ax__mean,axis_ax__abs_mean,0.5747,0.5755
ranked_pair_03,db_biceps_curl,0.9507575757575758,0.8715277777777778,0.9094202898550725,288,ranked_diverse,axis_ax__mean,axis_ax__abs_mean,0.5747,0.5755
ranked_pair_03,db_rdl,0.5676691729323309,0.515358361774744,0.5402504472271914,293,ranked_diverse,axis_ax__mean,axis_ax__abs_mean,0.5747,0.5755
ranked_pair_03,db_shoulder_press,0.3194888178913738,0.36101083032490977,0.3389830508474576,277,ranked_diverse,axis_ax__mean,axis_ax__abs_mean,0.5747,0.5755
ranked_pair_03,db_squat,0.5821727019498607,0.6698717948717948,0.6229508196721312,312,ranked_diverse,axis_ax__mean,axis_ax__abs_mean,0.5747,0.5755
ranked_pair_03,db_triceps_curl,0.7864077669902912,0.7967213114754098,0.7915309446254072,305,ranked_diverse,axis_ax__mean,axis_ax__abs_mean,0.5747,0.5755
ranked_pair_03,db_weighted_crunch,0.2916666666666667,0.25752508361204013,0.27353463587921845,299,ranked_diverse,axis_ax__mean,axis_ax__abs_mean,0.5747,0.5755
ranked_pair_03,one_arm_db_row,0.5769230769230769,0.6290322580645161,0.6018518518518519,310,ranked_diverse,axis_ax__mean,axis_ax__abs_mean,0.5747,0.5755
ranked_pair_04,db_bench_press,0.5684210526315789,0.4764705882352941,0.5184,340,ranked_diverse,axis_ax__mean,axis_ay__median,0.5965,0.5932
ranked_pair_04,db_biceps_curl,0.7903225806451613,0.8506944444444444,0.8193979933110368,288,ranked_diverse,axis_ax__mean,axis_ay__median,0.5965,0.5932
ranked_pair_04,db_rdl,0.678714859437751,0.5767918088737202,0.6236162361623616,293,ranked_diverse,axis_ax__mean,axis_ay__median,0.5965,0.5932
ranked_pair_04,db_shoulder_press,0.24281984334203655,0.33574007220216606,0.2818181818181818,277,ranked_diverse,axis_ax__mean,axis_ay__median,0.5965,0.5932
ranked_pair_04,db_squat,0.6840390879478827,0.6730769230769231,0.678513731825525,312,ranked_diverse,axis_ax__mean,axis_ay__median,0.5965,0.5932
ranked_pair_04,db_triceps_curl,0.9961832061068703,0.8557377049180328,0.9206349206349206,305,ranked_diverse,axis_ax__mean,axis_ay__median,0.5965,0.5932
ranked_pair_04,db_weighted_crunch,0.2490842490842491,0.22742474916387959,0.23776223776223776,299,ranked_diverse,axis_ax__mean,axis_ay__median,0.5965,0.5932
ranked_pair_04,one_arm_db_row,0.647887323943662,0.7419354838709677,0.6917293233082706,310,ranked_diverse,axis_ax__mean,axis_ay__median,0.5965,0.5932
ranked_pair_05,db_bench_press,0.509375,0.47941176470588237,0.49393939393939396,340,ranked_diverse,axis_ax__median,axis_ax__rms,0.5983,0.5961
ranked_pair_05,db_biceps_curl,0.987603305785124,0.8298611111111112,0.9018867924528302,288,ranked_diverse,axis_ax__median,axis_ax__rms,0.5983,0.5961
ranked_pair_05,db_rdl,0.7669172932330827,0.6962457337883959,0.7298747763864043,293,ranked_diverse,axis_ax__median,axis_ax__rms,0.5983,0.5961
ranked_pair_05,db_shoulder_press,0.2735562310030395,0.3249097472924188,0.297029702970297,277,ranked_diverse,axis_ax__median,axis_ax__rms,0.5983,0.5961
ranked_pair_05,db_squat,0.5614525139664804,0.6442307692307693,0.6,312,ranked_diverse,axis_ax__median,axis_ax__rms,0.5983,0.5961
ranked_pair_05,db_triceps_curl,0.7006369426751592,0.7213114754098361,0.7108239095315024,305,ranked_diverse,axis_ax__median,axis_ax__rms,0.5983,0.5961
ranked_pair_05,db_weighted_crunch,0.30739299610894943,0.26421404682274247,0.2841726618705036,299,ranked_diverse,axis_ax__median,axis_ax__rms,0.5983,0.5961
ranked_pair_05,one_arm_db_row,0.7366863905325444,0.8032258064516129,0.7685185185185185,310,ranked_diverse,axis_ax__median,axis_ax__rms,0.5983,0.5961
ranked_pair_06,db_bench_press,0.509375,0.47941176470588237,0.49393939393939396,340,ranked_diverse,axis_ax__median,axis_ax__energy_mean,0.5983,0.5961
ranked_pair_06,db_biceps_curl,0.987603305785124,0.8298611111111112,0.9018867924528302,288,ranked_diverse,axis_ax__median,axis_ax__energy_mean,0.5983,0.5961
ranked_pair_06,db_rdl,0.7669172932330827,0.6962457337883959,0.7298747763864043,293,ranked_diverse,axis_ax__median,axis_ax__energy_mean,0.5983,0.5961
ranked_pair_06,db_shoulder_press,0.2735562310030395,0.3249097472924188,0.297029702970297,277,ranked_diverse,axis_ax__median,axis_ax__energy_mean,0.5983,0.5961
