plot,subject,exercise,set_id,method,file,window_start,window_end,true_reps,predicted_reps,predicted_with_best_iou_ge_0.50,mean_best_true_iou,set_key,matched_rate_at_iou_0.50,prediction_ratio,over_segmentation_ratio
artifacts_rep_classification/waveform_method_comparison/sets_all/036_hsianshun0514workout_db_shoulder_press_set_2.png,hsianshun0514workout,db_shoulder_press,2,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,234598,239541,12,46,5,0.2434,hsianshun0514workout | db_shoulder_press | set 2,0.4166666666666667,3.8333333333333335,2.8333333333333335
artifacts_rep_classification/waveform_method_comparison/sets_all/036_hsianshun0514workout_db_shoulder_press_set_2.png,hsianshun0514workout,db_shoulder_press,2,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,234598,239541,12,2,0,0.0156,hsianshun0514workout | db_shoulder_press | set 2,0.0,0.16666666666666666,-0.8333333333333334
artifacts_rep_classification/waveform_method_comparison/sets_all/036_hsianshun0514workout_db_shoulder_press_set_2.png,hsianshun0514workout,db_shoulder_press,2,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,234598,239541,12,14,4,0.3985,hsianshun0514workout | db_shoulder_press | set 2,0.3333333333333333,1.1666666666666667,0.16666666666666666
artifacts_rep_classification/waveform_method_comparison/sets_all/037_hsianshun0514workout_db_shoulder_press_set_3.png,hsianshun0514workout,db_shoulder_press,3,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,266789,271582,10,45,1,0.2011,hsianshun0514workout | db_shoulder_press | set 3,0.1,4.5,3.5
artifacts_rep_classification/waveform_method_comparison/sets_all/037_hsianshun0514workout_db_shoulder_press_set_3.png,hsianshun0514workout,db_shoulder_press,3,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,266789,271582,10,34,3,0.2597,hsianshun0514workout | db_shoulder_press | set 3,0.3,3.4,2.4
artifacts_rep_classification/waveform_method_comparison/sets_all/037_hsianshun0514workout_db_shoulder_press_set_3.png,hsianshun0514workout,db_shoulder_press,3,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,266789,271582,10,40,1,0.2115,hsianshun0514workout | db_shoulder_press | set 3,0.1,4.0,3.0
artifacts_rep_classification/waveform_method_comparison/sets_all/037_hsianshun0514workout_db_shoulder_press_set_3.png,hsianshun0514workout,db_shoulder_press,3,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,266789,271582,10,6,1,0.2861,hsianshun0514workout | db_shoulder_press | set 3,0.1,0.6,-0.4
artifacts_rep_classification/waveform_method_comparison/sets_all/037_hsianshun0514workout_db_shoulder_press_set_3.png,hsianshun0514workout,db_shoulder_press,3,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,266789,271582,10,21,5,0.3553,hsianshun0514workout | db_shoulder_press | set 3,0.5,2.1,1.1
artifacts_rep_classification/waveform_method_comparison/sets_all/038_hsianshun0514workout_db_squat_set_0.png,hsianshun0514workout,db_squat,0,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,473031,477067,12,35,1,0.2972,hsianshun0514workout | db_squat | set 0,0.08333333333333333,2.9166666666666665,1.9166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/038_hsianshun0514workout_db_squat_set_0.png,hsianshun0514workout,db_squat,0,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,473031,477067,12,37,3,0.2985,hsianshun0514workout | db_squat | set 0,0.25,3.0833333333333335,2.0833333333333335
artifacts_rep_classification/waveform_method_comparison/sets_all/038_hsianshun0514workout_db_squat_set_0.png,hsianshun0514workout,db_squat,0,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,473031,477067,12,30,8,0.3378,hsianshun0514workout | db_squat | set 0,0.6666666666666666,2.5,1.5
artifacts_rep_classification/waveform_method_comparison/sets_all/038_hsianshun0514workout_db_squat_set_0.png,hsianshun0514workout,db_squat,0,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,473031,477067,12,4,0,0.1838,hsianshun0514workout | db_squat | set 0,0.0,0.3333333333333333,-0.6666666666666666
artifacts_rep_classification/waveform_method_comparison/sets_all/038_hsianshun0514workout_db_squat_set_0.png,hsianshun0514workout,db_squat,0,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,473031,477067,12,18,11,0.4591,hsianshun0514workout | db_squat | set 0,0.9166666666666666,1.5,0.5
artifacts_rep_classification/waveform_method_comparison/sets_all/039_hsianshun0514workout_db_squat_set_1.png,hsianshun0514workout,db_squat,1,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,485813,489782,12,29,7,0.3665,hsianshun0514workout | db_squat | set 1,0.5833333333333334,2.4166666666666665,1.4166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/039_hsianshun0514workout_db_squat_set_1.png,hsianshun0514workout,db_squat,1,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,485813,489782,12,38,4,0.2842,hsianshun0514workout | db_squat | set 1,0.3333333333333333,3.1666666666666665,2.1666666666666665
artifacts_rep_classification/waveform_method_comparison/sets_all/039_hsianshun0514workout_db_squat_set_1.png,hsianshun0514workout,db_squat,1,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,485813,489782,12,29,6,0.3131,hsianshun0514workout | db_squat | set 1,0.5,2.4166666666666665,1.4166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/039_hsianshun0514workout_db_squat_set_1.png,hsianshun0514workout,db_squat,1,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,485813,489782,12,2,0,0.0305,hsianshun0514workout | db_squat | set 1,0.0,0.16666666666666666,-0.8333333333333334
artifacts_rep_classification/waveform_method_comparison/sets_all/039_hsianshun0514workout_db_squat_set_1.png,hsianshun0514workout,db_squat,1,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,485813,489782,12,3,0,0.0156,hsianshun0514workout | db_squat | set 1,0.0,0.25,-0.75
artifacts_rep_classification/waveform_method_comparison/sets_all/040_hsianshun0514workout_db_squat_set_2.png,hsianshun0514workout,db_squat,2,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,501861,505530,12,29,6,0.354,hsianshun0514workout | db_squat | set 2,0.5,2.4166666666666665,1.4166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/040_hsianshun0514workout_db_squat_set_2.png,hsianshun0514workout,db_squat,2,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,501861,505530,12,30,6,0.3712,hsianshun0514workout | db_squat | set 2,0.5,2.5,1.5
artifacts_rep_classification/waveform_method_comparison/sets_all/040_hsianshun0514workout_db_squat_set_2.png,hsianshun0514workout,db_squat,2,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,501861,505530,12,28,5,0.3447,hsianshun0514workout | db_squat | set 2,0.4166666666666667,2.3333333333333335,1.3333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/040_hsianshun0514workout_db_squat_set_2.png,hsianshun0514workout,db_squat,2,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,501861,505530,12,14,9,0.4743,hsianshun0514workout | db_squat | set 2,0.75,1.1666666666666667,0.16666666666666666
artifacts_rep_classification/waveform_method_comparison/sets_all/040_hsianshun0514workout_db_squat_set_2.png,hsianshun0514workout,db_squat,2,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,501861,505530,12,9,5,0.4757,hsianshun0514workout | db_squat | set 2,0.4166666666666667,0.75,-0.25
artifacts_rep_classification/waveform_method_comparison/sets_all/041_hsianshun0514workout_db_triceps_curl_set_0.png,hsianshun0514workout,db_triceps_curl,0,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,407218,411189,11,24,6,0.3246,hsianshun0514workout | db_triceps_curl | set 0,0.5454545454545454,2.1818181818181817,1.1818181818181819
artifacts_rep_classification/waveform_method_comparison/sets_all/041_hsianshun0514workout_db_triceps_curl_set_0.png,hsianshun0514workout,db_triceps_curl,0,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,407218,411189,11,28,3,0.2982,hsianshun0514workout | db_triceps_curl | set 0,0.2727272727272727,2.5454545454545454,1.5454545454545454
artifacts_rep_classification/waveform_method_comparison/sets_all/041_hsianshun0514workout_db_triceps_curl_set_0.png,hsianshun0514workout,db_triceps_curl,0,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,407218,411189,11,23,6,0.3589,hsianshun0514workout | db_triceps_curl | set 0,0.5454545454545454,2.090909090909091,1.0909090909090908
artifacts_rep_classification/waveform_method_comparison/sets_all/041_hsianshun0514workout_db_triceps_curl_set_0.png,hsianshun0514workout,db_triceps_curl,0,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,407218,411189,11,12,10,0.7502,hsianshun0514workout | db_triceps_curl | set 0,0.9090909090909091,1.0909090909090908,0.09090909090909091
artifacts_rep_classification/waveform_method_comparison/sets_all/041_hsianshun0514workout_db_triceps_curl_set_0.png,hsianshun0514workout,db_triceps_curl,0,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,407218,411189,11,16,10,0.5238,hsianshun0514workout | db_triceps_curl | set 0,0.9090909090909091,1.4545454545454546,0.45454545454545453
artifacts_rep_classification/waveform_method_comparison/sets_all/042_hsianshun0514workout_db_triceps_curl_set_1.png,hsianshun0514workout,db_triceps_curl,1,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,430436,435131,12,30,9,0.3314,hsianshun0514workout | db_triceps_curl | set 1,0.75,2.5,1.5
artifacts_rep_classification/waveform_method_comparison/sets_all/042_hsianshun0514workout_db_triceps_curl_set_1.png,hsianshun0514workout,db_triceps_curl,1,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,430436,435131,12,22,2,0.276,hsianshun0514workout | db_triceps_curl | set 1,0.16666666666666666,1.8333333333333333,0.8333333333333334
artifacts_rep_classification/waveform_method_comparison/sets_all/042_hsianshun0514workout_db_triceps_curl_set_1.png,hsianshun0514workout,db_triceps_curl,1,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,430436,435131,12,26,4,0.2902,hsianshun0514workout | db_triceps_curl | set 1,0.3333333333333333,2.1666666666666665,1.1666666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/042_hsianshun0514workout_db_triceps_curl_set_1.png,hsianshun0514workout,db_triceps_curl,1,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,430436,435131,12,17,4,0.3673,hsianshun0514workout | db_triceps_curl | set 1,0.3333333333333333,1.4166666666666667,0.4166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/042_hsianshun0514workout_db_triceps_curl_set_1.png,hsianshun0514workout,db_triceps_curl,1,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,430436,435131,12,11,4,0.4066,hsianshun0514workout | db_triceps_curl | set 1,0.3333333333333333,0.9166666666666666,-0.08333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/043_hsianshun0514workout_db_triceps_curl_set_2.png,hsianshun0514workout,db_triceps_curl,2,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,448117,452306,12,29,5,0.3531,hsianshun0514workout | db_triceps_curl | set 2,0.4166666666666667,2.4166666666666665,1.4166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/043_hsianshun0514workout_db_triceps_curl_set_2.png,hsianshun0514workout,db_triceps_curl,2,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,448117,452306,12,32,1,0.3128,hsianshun0514workout | db_triceps_curl | set 2,0.08333333333333333,2.6666666666666665,1.6666666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/043_hsianshun0514workout_db_triceps_curl_set_2.png,hsianshun0514workout,db_triceps_curl,2,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,448117,452306,12,21,11,0.4882,hsianshun0514workout | db_triceps_curl | set 2,0.9166666666666666,1.75,0.75
artifacts_rep_classification/waveform_method_comparison/sets_all/043_hsianshun0514workout_db_triceps_curl_set_2.png,hsianshun0514workout,db_triceps_curl,2,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,448117,452306,12,15,12,0.6959,hsianshun0514workout | db_triceps_curl | set 2,1.0,1.25,0.25
artifacts_rep_classification/waveform_method_comparison/sets_all/043_hsianshun0514workout_db_triceps_curl_set_2.png,hsianshun0514workout,db_triceps_curl,2,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,448117,452306,12,8,3,0.4017,hsianshun0514workout | db_triceps_curl | set 2,0.25,0.6666666666666666,-0.3333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/044_hsianshun0514workout_db_weighted_crunch_set_0.png,hsianshun0514workout,db_weighted_crunch,0,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,163998,169656,12,44,0,0.2457,hsianshun0514workout | db_weighted_crunch | set 0,0.0,3.6666666666666665,2.6666666666666665
artifacts_rep_classification/waveform_method_comparison/sets_all/044_hsianshun0514workout_db_weighted_crunch_set_0.png,hsianshun0514workout,db_weighted_crunch,0,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,163998,169656,12,15,9,0.5066,hsianshun0514workout | db_weighted_crunch | set 0,0.75,1.25,0.25
artifacts_rep_classification/waveform_method_comparison/sets_all/044_hsianshun0514workout_db_weighted_crunch_set_0.png,hsianshun0514workout,db_weighted_crunch,0,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,163998,169656,12,43,1,0.2506,hsianshun0514workout | db_weighted_crunch | set 0,0.08333333333333333,3.5833333333333335,2.5833333333333335
artifacts_rep_classification/waveform_method_comparison/sets_all/044_hsianshun0514workout_db_weighted_crunch_set_0.png,hsianshun0514workout,db_weighted_crunch,0,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,163998,169656,12,4,0,0.2537,hsianshun0514workout | db_weighted_crunch | set 0,0.0,0.3333333333333333,-0.6666666666666666
artifacts_rep_classification/waveform_method_comparison/sets_all/044_hsianshun0514workout_db_weighted_crunch_set_0.png,hsianshun0514workout,db_weighted_crunch,0,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,163998,169656,12,9,4,0.3981,hsianshun0514workout | db_weighted_crunch | set 0,0.3333333333333333,0.75,-0.25
artifacts_rep_classification/waveform_method_comparison/sets_all/045_hsianshun0514workout_db_weighted_crunch_set_1.png,hsianshun0514workout,db_weighted_crunch,1,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,176225,176734,1,5,0,0.1966,hsianshun0514workout | db_weighted_crunch | set 1,0.0,5.0,4.0
artifacts_rep_classification/waveform_method_comparison/sets_all/045_hsianshun0514workout_db_weighted_crunch_set_1.png,hsianshun0514workout,db_weighted_crunch,1,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,176225,176734,1,3,0,0.2567,hsianshun0514workout | db_weighted_crunch | set 1,0.0,3.0,2.0
artifacts_rep_classification/waveform_method_comparison/sets_all/045_hsianshun0514workout_db_weighted_crunch_set_1.png,hsianshun0514workout,db_weighted_crunch,1,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,176225,176734,1,3,0,0.2607,hsianshun0514workout | db_weighted_crunch | set 1,0.0,3.0,2.0
artifacts_rep_classification/waveform_method_comparison/sets_all/045_hsianshun0514workout_db_weighted_crunch_set_1.png,hsianshun0514workout,db_weighted_crunch,1,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,176225,176734,1,6,0,0.1593,hsianshun0514workout | db_weighted_crunch | set 1,0.0,6.0,5.0
artifacts_rep_classification/waveform_method_comparison/sets_all/045_hsianshun0514workout_db_weighted_crunch_set_1.png,hsianshun0514workout,db_weighted_crunch,1,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,176225,176734,1,2,1,0.334,hsianshun0514workout | db_weighted_crunch | set 1,1.0,2.0,1.0
artifacts_rep_classification/waveform_method_comparison/sets_all/046_hsianshun0514workout_db_weighted_crunch_set_2.png,hsianshun0514workout,db_weighted_crunch,2,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,176951,183029,13,50,3,0.2283,hsianshun0514workout | db_weighted_crunch | set 2,0.23076923076923078,3.8461538461538463,2.8461538461538463
artifacts_rep_classification/waveform_method_comparison/sets_all/046_hsianshun0514workout_db_weighted_crunch_set_2.png,hsianshun0514workout,db_weighted_crunch,2,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,176951,183029,13,38,4,0.2401,hsianshun0514workout | db_weighted_crunch | set 2,0.3076923076923077,2.923076923076923,1.9230769230769231
artifacts_rep_classification/waveform_method_comparison/sets_all/046_hsianshun0514workout_db_weighted_crunch_set_2.png,hsianshun0514workout,db_weighted_crunch,2,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,176951,183029,13,48,2,0.2389,hsianshun0514workout | db_weighted_crunch | set 2,0.15384615384615385,3.6923076923076925,2.6923076923076925
artifacts_rep_classification/waveform_method_comparison/sets_all/046_hsianshun0514workout_db_weighted_crunch_set_2.png,hsianshun0514workout,db_weighted_crunch,2,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,176951,183029,13,14,7,0.3113,hsianshun0514workout | db_weighted_crunch | set 2,0.5384615384615384,1.0769230769230769,0.07692307692307693
artifacts_rep_classification/waveform_method_comparison/sets_all/046_hsianshun0514workout_db_weighted_crunch_set_2.png,hsianshun0514workout,db_weighted_crunch,2,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,176951,183029,13,17,11,0.5286,hsianshun0514workout | db_weighted_crunch | set 2,0.8461538461538461,1.3076923076923077,0.3076923076923077
artifacts_rep_classification/waveform_method_comparison/sets_all/047_hsianshun0514workout_db_weighted_crunch_set_3.png,hsianshun0514workout,db_weighted_crunch,3,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,191115,196845,12,55,0,0.2008,hsianshun0514workout | db_weighted_crunch | set 3,0.0,4.583333333333333,3.5833333333333335
artifacts_rep_classification/waveform_method_comparison/sets_all/047_hsianshun0514workout_db_weighted_crunch_set_3.png,hsianshun0514workout,db_weighted_crunch,3,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,191115,196845,12,41,6,0.2604,hsianshun0514workout | db_weighted_crunch | set 3,0.5,3.4166666666666665,2.4166666666666665
artifacts_rep_classification/waveform_method_comparison/sets_all/047_hsianshun0514workout_db_weighted_crunch_set_3.png,hsianshun0514workout,db_weighted_crunch,3,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,191115,196845,12,52,0,0.2128,hsianshun0514workout | db_weighted_crunch | set 3,0.0,4.333333333333333,3.3333333333333335
artifacts_rep_classification/waveform_method_comparison/sets_all/047_hsianshun0514workout_db_weighted_crunch_set_3.png,hsianshun0514workout,db_weighted_crunch,3,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,191115,196845,12,15,6,0.4475,hsianshun0514workout | db_weighted_crunch | set 3,0.5,1.25,0.25
artifacts_rep_classification/waveform_method_comparison/sets_all/047_hsianshun0514workout_db_weighted_crunch_set_3.png,hsianshun0514workout,db_weighted_crunch,3,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,191115,196845,12,12,7,0.4635,hsianshun0514workout | db_weighted_crunch | set 3,0.5833333333333334,1.0,0.0
artifacts_rep_classification/waveform_method_comparison/sets_all/048_hsianshun0514workout_one_arm_db_row_set_0.png,hsianshun0514workout,one_arm_db_row,0,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,42645,47527,12,24,7,0.3931,hsianshun0514workout | one_arm_db_row | set 0,0.5833333333333334,2.0,1.0
artifacts_rep_classification/waveform_method_comparison/sets_all/048_hsianshun0514workout_one_arm_db_row_set_0.png,hsianshun0514workout,one_arm_db_row,0,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,42645,47527,12,11,9,0.5612,hsianshun0514workout | one_arm_db_row | set 0,0.75,0.9166666666666666,-0.08333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/048_hsianshun0514workout_one_arm_db_row_set_0.png,hsianshun0514workout,one_arm_db_row,0,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,42645,47527,12,29,7,0.3629,hsianshun0514workout | one_arm_db_row | set 0,0.5833333333333334,2.4166666666666665,1.4166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/048_hsianshun0514workout_one_arm_db_row_set_0.png,hsianshun0514workout,one_arm_db_row,0,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,42645,47527,12,5,0,0.2704,hsianshun0514workout | one_arm_db_row | set 0,0.0,0.4166666666666667,-0.5833333333333334
artifacts_rep_classification/waveform_method_comparison/sets_all/048_hsianshun0514workout_one_arm_db_row_set_0.png,hsianshun0514workout,one_arm_db_row,0,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,42645,47527,12,14,12,0.7242,hsianshun0514workout | one_arm_db_row | set 0,1.0,1.1666666666666667,0.16666666666666666
artifacts_rep_classification/waveform_method_comparison/sets_all/049_hsianshun0514workout_one_arm_db_row_set_1.png,hsianshun0514workout,one_arm_db_row,1,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,54689,58874,12,33,5,0.3187,hsianshun0514workout | one_arm_db_row | set 1,0.4166666666666667,2.75,1.75
artifacts_rep_classification/waveform_method_comparison/sets_all/049_hsianshun0514workout_one_arm_db_row_set_1.png,hsianshun0514workout,one_arm_db_row,1,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,54689,58874,12,21,12,0.5098,hsianshun0514workout | one_arm_db_row | set 1,1.0,1.75,0.75
artifacts_rep_classification/waveform_method_comparison/sets_all/049_hsianshun0514workout_one_arm_db_row_set_1.png,hsianshun0514workout,one_arm_db_row,1,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,54689,58874,12,34,4,0.2983,hsianshun0514workout | one_arm_db_row | set 1,0.3333333333333333,2.8333333333333335,1.8333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/049_hsianshun0514workout_one_arm_db_row_set_1.png,hsianshun0514workout,one_arm_db_row,1,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,54689,58874,12,12,9,0.5245,hsianshun0514workout | one_arm_db_row | set 1,0.75,1.0,0.0
artifacts_rep_classification/waveform_method_comparison/sets_all/049_hsianshun0514workout_one_arm_db_row_set_1.png,hsianshun0514workout,one_arm_db_row,1,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,54689,58874,12,22,10,0.4572,hsianshun0514workout | one_arm_db_row | set 1,0.8333333333333334,1.8333333333333333,0.8333333333333334
artifacts_rep_classification/waveform_method_comparison/sets_all/050_hsianshun0514workout_one_arm_db_row_set_2.png,hsianshun0514workout,one_arm_db_row,2,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,64313,68100,12,24,5,0.3358,hsianshun0514workout | one_arm_db_row | set 2,0.4166666666666667,2.0,1.0
artifacts_rep_classification/waveform_method_comparison/sets_all/050_hsianshun0514workout_one_arm_db_row_set_2.png,hsianshun0514workout,one_arm_db_row,2,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,64313,68100,12,17,12,0.553,hsianshun0514workout | one_arm_db_row | set 2,1.0,1.4166666666666667,0.4166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/050_hsianshun0514workout_one_arm_db_row_set_2.png,hsianshun0514workout,one_arm_db_row,2,pca-extrema,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,64313,68100,12,25,9,0.3962,hsianshun0514workout | one_arm_db_row | set 2,0.75,2.0833333333333335,1.0833333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/050_hsianshun0514workout_one_arm_db_row_set_2.png,hsianshun0514workout,one_arm_db_row,2,pca-autocorr,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,64313,68100,12,8,1,0.2605,hsianshun0514workout | one_arm_db_row | set 2,0.08333333333333333,0.6666666666666666,-0.3333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/050_hsianshun0514workout_one_arm_db_row_set_2.png,hsianshun0514workout,one_arm_db_row,2,pca-extrema-fft,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,64313,68100,12,11,7,0.4314,hsianshun0514workout | one_arm_db_row | set 2,0.5833333333333334,0.9166666666666666,-0.08333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/051_hsianshun0514workout_one_arm_db_row_set_3.png,hsianshun0514workout,one_arm_db_row,3,dominant-axis,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,74409,78035,12,29,5,0.3415,hsianshun0514workout | one_arm_db_row | set 3,0.4166666666666667,2.4166666666666665,1.4166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/051_hsianshun0514workout_one_arm_db_row_set_3.png,hsianshun0514workout,one_arm_db_row,3,short-time-energy,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,74409,78035,12,13,12,0.7973,hsianshun0514workout | one_arm_db_row | set 3,1.0,1.0833333333333333,0.08333333333333333
