plot,subject,exercise,set_id,method,file,window_start,window_end,true_reps,predicted_reps,predicted_with_best_iou_ge_0.50,mean_best_true_iou,set_key,matched_rate_at_iou_0.50,prediction_ratio,over_segmentation_ratio
artifacts_rep_classification/waveform_method_comparison/sets_all/109_yanz0510workout_db_biceps_curl_set_2.png,yanz0510workout,db_biceps_curl,2,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,289481,292523,9,10,7,0.578,yanz0510workout | db_biceps_curl | set 2,0.7777777777777778,1.1111111111111112,0.1111111111111111
artifacts_rep_classification/waveform_method_comparison/sets_all/109_yanz0510workout_db_biceps_curl_set_2.png,yanz0510workout,db_biceps_curl,2,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,289481,292523,9,20,6,0.3531,yanz0510workout | db_biceps_curl | set 2,0.6666666666666666,2.2222222222222223,1.2222222222222223
artifacts_rep_classification/waveform_method_comparison/sets_all/109_yanz0510workout_db_biceps_curl_set_2.png,yanz0510workout,db_biceps_curl,2,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,289481,292523,9,10,7,0.579,yanz0510workout | db_biceps_curl | set 2,0.7777777777777778,1.1111111111111112,0.1111111111111111
artifacts_rep_classification/waveform_method_comparison/sets_all/109_yanz0510workout_db_biceps_curl_set_2.png,yanz0510workout,db_biceps_curl,2,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,289481,292523,9,10,7,0.579,yanz0510workout | db_biceps_curl | set 2,0.7777777777777778,1.1111111111111112,0.1111111111111111
artifacts_rep_classification/waveform_method_comparison/sets_all/109_yanz0510workout_db_biceps_curl_set_2.png,yanz0510workout,db_biceps_curl,2,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,289481,292523,9,5,0,0.2376,yanz0510workout | db_biceps_curl | set 2,0.0,0.5555555555555556,-0.4444444444444444
artifacts_rep_classification/waveform_method_comparison/sets_all/110_yanz0510workout_db_rdl_set_0.png,yanz0510workout,db_rdl,0,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,130562,137845,14,54,1,0.2268,yanz0510workout | db_rdl | set 0,0.07142857142857142,3.857142857142857,2.857142857142857
artifacts_rep_classification/waveform_method_comparison/sets_all/110_yanz0510workout_db_rdl_set_0.png,yanz0510workout,db_rdl,0,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,130562,137845,14,38,4,0.3193,yanz0510workout | db_rdl | set 0,0.2857142857142857,2.7142857142857144,1.7142857142857142
artifacts_rep_classification/waveform_method_comparison/sets_all/110_yanz0510workout_db_rdl_set_0.png,yanz0510workout,db_rdl,0,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,130562,137845,14,52,2,0.234,yanz0510workout | db_rdl | set 0,0.14285714285714285,3.7142857142857144,2.7142857142857144
artifacts_rep_classification/waveform_method_comparison/sets_all/110_yanz0510workout_db_rdl_set_0.png,yanz0510workout,db_rdl,0,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,130562,137845,14,10,3,0.3678,yanz0510workout | db_rdl | set 0,0.21428571428571427,0.7142857142857143,-0.2857142857142857
artifacts_rep_classification/waveform_method_comparison/sets_all/110_yanz0510workout_db_rdl_set_0.png,yanz0510workout,db_rdl,0,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,130562,137845,14,17,0,0.2904,yanz0510workout | db_rdl | set 0,0.0,1.2142857142857142,0.21428571428571427
artifacts_rep_classification/waveform_method_comparison/sets_all/111_yanz0510workout_db_rdl_set_1.png,yanz0510workout,db_rdl,1,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,144173,150396,13,59,1,0.1908,yanz0510workout | db_rdl | set 1,0.07692307692307693,4.538461538461538,3.5384615384615383
artifacts_rep_classification/waveform_method_comparison/sets_all/111_yanz0510workout_db_rdl_set_1.png,yanz0510workout,db_rdl,1,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,144173,150396,13,46,3,0.2395,yanz0510workout | db_rdl | set 1,0.23076923076923078,3.5384615384615383,2.5384615384615383
artifacts_rep_classification/waveform_method_comparison/sets_all/111_yanz0510workout_db_rdl_set_1.png,yanz0510workout,db_rdl,1,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,144173,150396,13,52,2,0.2031,yanz0510workout | db_rdl | set 1,0.15384615384615385,4.0,3.0
artifacts_rep_classification/waveform_method_comparison/sets_all/111_yanz0510workout_db_rdl_set_1.png,yanz0510workout,db_rdl,1,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,144173,150396,13,53,1,0.2084,yanz0510workout | db_rdl | set 1,0.07692307692307693,4.076923076923077,3.076923076923077
artifacts_rep_classification/waveform_method_comparison/sets_all/111_yanz0510workout_db_rdl_set_1.png,yanz0510workout,db_rdl,1,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,144173,150396,13,38,4,0.2623,yanz0510workout | db_rdl | set 1,0.3076923076923077,2.923076923076923,1.9230769230769231
artifacts_rep_classification/waveform_method_comparison/sets_all/112_yanz0510workout_db_rdl_set_2.png,yanz0510workout,db_rdl,2,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,155787,161732,12,62,1,0.1737,yanz0510workout | db_rdl | set 2,0.08333333333333333,5.166666666666667,4.166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/112_yanz0510workout_db_rdl_set_2.png,yanz0510workout,db_rdl,2,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,155787,161732,12,50,2,0.2182,yanz0510workout | db_rdl | set 2,0.16666666666666666,4.166666666666667,3.1666666666666665
artifacts_rep_classification/waveform_method_comparison/sets_all/112_yanz0510workout_db_rdl_set_2.png,yanz0510workout,db_rdl,2,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,155787,161732,12,62,0,0.1789,yanz0510workout | db_rdl | set 2,0.0,5.166666666666667,4.166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/112_yanz0510workout_db_rdl_set_2.png,yanz0510workout,db_rdl,2,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,155787,161732,12,17,10,0.4941,yanz0510workout | db_rdl | set 2,0.8333333333333334,1.4166666666666667,0.4166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/112_yanz0510workout_db_rdl_set_2.png,yanz0510workout,db_rdl,2,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,155787,161732,12,11,3,0.3281,yanz0510workout | db_rdl | set 2,0.25,0.9166666666666666,-0.08333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/113_yanz0510workout_db_shoulder_press_set_0.png,yanz0510workout,db_shoulder_press,0,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,211921,214531,6,21,1,0.2437,yanz0510workout | db_shoulder_press | set 0,0.16666666666666666,3.5,2.5
artifacts_rep_classification/waveform_method_comparison/sets_all/113_yanz0510workout_db_shoulder_press_set_0.png,yanz0510workout,db_shoulder_press,0,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,211921,214531,6,27,0,0.2091,yanz0510workout | db_shoulder_press | set 0,0.0,4.5,3.5
artifacts_rep_classification/waveform_method_comparison/sets_all/113_yanz0510workout_db_shoulder_press_set_0.png,yanz0510workout,db_shoulder_press,0,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,211921,214531,6,18,3,0.2695,yanz0510workout | db_shoulder_press | set 0,0.5,3.0,2.0
artifacts_rep_classification/waveform_method_comparison/sets_all/113_yanz0510workout_db_shoulder_press_set_0.png,yanz0510workout,db_shoulder_press,0,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,211921,214531,6,18,4,0.2797,yanz0510workout | db_shoulder_press | set 0,0.6666666666666666,3.0,2.0
artifacts_rep_classification/waveform_method_comparison/sets_all/113_yanz0510workout_db_shoulder_press_set_0.png,yanz0510workout,db_shoulder_press,0,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,211921,214531,6,1,0,0.0419,yanz0510workout | db_shoulder_press | set 0,0.0,0.16666666666666666,-0.8333333333333334
artifacts_rep_classification/waveform_method_comparison/sets_all/114_yanz0510workout_db_shoulder_press_set_1.png,yanz0510workout,db_shoulder_press,1,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,234001,239238,12,49,0,0.2301,yanz0510workout | db_shoulder_press | set 1,0.0,4.083333333333333,3.0833333333333335
artifacts_rep_classification/waveform_method_comparison/sets_all/114_yanz0510workout_db_shoulder_press_set_1.png,yanz0510workout,db_shoulder_press,1,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,234001,239238,12,44,1,0.2397,yanz0510workout | db_shoulder_press | set 1,0.08333333333333333,3.6666666666666665,2.6666666666666665
artifacts_rep_classification/waveform_method_comparison/sets_all/114_yanz0510workout_db_shoulder_press_set_1.png,yanz0510workout,db_shoulder_press,1,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,234001,239238,12,39,3,0.2543,yanz0510workout | db_shoulder_press | set 1,0.25,3.25,2.25
artifacts_rep_classification/waveform_method_comparison/sets_all/114_yanz0510workout_db_shoulder_press_set_1.png,yanz0510workout,db_shoulder_press,1,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,234001,239238,12,15,10,0.4926,yanz0510workout | db_shoulder_press | set 1,0.8333333333333334,1.25,0.25
artifacts_rep_classification/waveform_method_comparison/sets_all/114_yanz0510workout_db_shoulder_press_set_1.png,yanz0510workout,db_shoulder_press,1,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,234001,239238,12,17,9,0.4409,yanz0510workout | db_shoulder_press | set 1,0.75,1.4166666666666667,0.4166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/115_yanz0510workout_db_shoulder_press_set_2.png,yanz0510workout,db_shoulder_press,2,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,245171,248207,7,12,4,0.4488,yanz0510workout | db_shoulder_press | set 2,0.5714285714285714,1.7142857142857142,0.7142857142857143
artifacts_rep_classification/waveform_method_comparison/sets_all/115_yanz0510workout_db_shoulder_press_set_2.png,yanz0510workout,db_shoulder_press,2,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,245171,248207,7,28,0,0.2189,yanz0510workout | db_shoulder_press | set 2,0.0,4.0,3.0
artifacts_rep_classification/waveform_method_comparison/sets_all/115_yanz0510workout_db_shoulder_press_set_2.png,yanz0510workout,db_shoulder_press,2,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,245171,248207,7,11,4,0.3557,yanz0510workout | db_shoulder_press | set 2,0.5714285714285714,1.5714285714285714,0.5714285714285714
artifacts_rep_classification/waveform_method_comparison/sets_all/115_yanz0510workout_db_shoulder_press_set_2.png,yanz0510workout,db_shoulder_press,2,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,245171,248207,7,10,4,0.4946,yanz0510workout | db_shoulder_press | set 2,0.5714285714285714,1.4285714285714286,0.42857142857142855
artifacts_rep_classification/waveform_method_comparison/sets_all/115_yanz0510workout_db_shoulder_press_set_2.png,yanz0510workout,db_shoulder_press,2,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,245171,248207,7,1,0,0.0825,yanz0510workout | db_shoulder_press | set 2,0.0,0.14285714285714285,-0.8571428571428571
artifacts_rep_classification/waveform_method_comparison/sets_all/116_yanz0510workout_db_shoulder_press_set_3.png,yanz0510workout,db_shoulder_press,3,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,253897,256160,7,15,2,0.3205,yanz0510workout | db_shoulder_press | set 3,0.2857142857142857,2.142857142857143,1.1428571428571428
artifacts_rep_classification/waveform_method_comparison/sets_all/116_yanz0510workout_db_shoulder_press_set_3.png,yanz0510workout,db_shoulder_press,3,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,253897,256160,7,23,3,0.253,yanz0510workout | db_shoulder_press | set 3,0.42857142857142855,3.2857142857142856,2.2857142857142856
artifacts_rep_classification/waveform_method_comparison/sets_all/116_yanz0510workout_db_shoulder_press_set_3.png,yanz0510workout,db_shoulder_press,3,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,253897,256160,7,12,5,0.4108,yanz0510workout | db_shoulder_press | set 3,0.7142857142857143,1.7142857142857142,0.7142857142857143
artifacts_rep_classification/waveform_method_comparison/sets_all/116_yanz0510workout_db_shoulder_press_set_3.png,yanz0510workout,db_shoulder_press,3,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,253897,256160,7,14,3,0.3212,yanz0510workout | db_shoulder_press | set 3,0.42857142857142855,2.0,1.0
artifacts_rep_classification/waveform_method_comparison/sets_all/116_yanz0510workout_db_shoulder_press_set_3.png,yanz0510workout,db_shoulder_press,3,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,253897,256160,7,2,0,0.2049,yanz0510workout | db_shoulder_press | set 3,0.0,0.2857142857142857,-0.7142857142857143
artifacts_rep_classification/waveform_method_comparison/sets_all/117_yanz0510workout_db_squat_set_0.png,yanz0510workout,db_squat,0,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,350499,355180,12,40,3,0.2428,yanz0510workout | db_squat | set 0,0.25,3.3333333333333335,2.3333333333333335
artifacts_rep_classification/waveform_method_comparison/sets_all/117_yanz0510workout_db_squat_set_0.png,yanz0510workout,db_squat,0,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,350499,355180,12,40,0,0.2486,yanz0510workout | db_squat | set 0,0.0,3.3333333333333335,2.3333333333333335
artifacts_rep_classification/waveform_method_comparison/sets_all/117_yanz0510workout_db_squat_set_0.png,yanz0510workout,db_squat,0,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,350499,355180,12,39,5,0.2778,yanz0510workout | db_squat | set 0,0.4166666666666667,3.25,2.25
artifacts_rep_classification/waveform_method_comparison/sets_all/117_yanz0510workout_db_squat_set_0.png,yanz0510workout,db_squat,0,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,350499,355180,12,2,0,0.1374,yanz0510workout | db_squat | set 0,0.0,0.16666666666666666,-0.8333333333333334
artifacts_rep_classification/waveform_method_comparison/sets_all/117_yanz0510workout_db_squat_set_0.png,yanz0510workout,db_squat,0,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,350499,355180,12,2,0,0.1329,yanz0510workout | db_squat | set 0,0.0,0.16666666666666666,-0.8333333333333334
artifacts_rep_classification/waveform_method_comparison/sets_all/118_yanz0510workout_db_squat_set_1.png,yanz0510workout,db_squat,1,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,360050,363863,12,28,8,0.3158,yanz0510workout | db_squat | set 1,0.6666666666666666,2.3333333333333335,1.3333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/118_yanz0510workout_db_squat_set_1.png,yanz0510workout,db_squat,1,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,360050,363863,12,41,2,0.2731,yanz0510workout | db_squat | set 1,0.16666666666666666,3.4166666666666665,2.4166666666666665
artifacts_rep_classification/waveform_method_comparison/sets_all/118_yanz0510workout_db_squat_set_1.png,yanz0510workout,db_squat,1,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,360050,363863,12,25,9,0.3393,yanz0510workout | db_squat | set 1,0.75,2.0833333333333335,1.0833333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/118_yanz0510workout_db_squat_set_1.png,yanz0510workout,db_squat,1,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,360050,363863,12,4,0,0.1016,yanz0510workout | db_squat | set 1,0.0,0.3333333333333333,-0.6666666666666666
artifacts_rep_classification/waveform_method_comparison/sets_all/118_yanz0510workout_db_squat_set_1.png,yanz0510workout,db_squat,1,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,360050,363863,12,9,2,0.3678,yanz0510workout | db_squat | set 1,0.16666666666666666,0.75,-0.25
artifacts_rep_classification/waveform_method_comparison/sets_all/119_yanz0510workout_db_squat_set_2.png,yanz0510workout,db_squat,2,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,370138,373937,12,27,7,0.3846,yanz0510workout | db_squat | set 2,0.5833333333333334,2.25,1.25
artifacts_rep_classification/waveform_method_comparison/sets_all/119_yanz0510workout_db_squat_set_2.png,yanz0510workout,db_squat,2,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,370138,373937,12,38,3,0.2854,yanz0510workout | db_squat | set 2,0.25,3.1666666666666665,2.1666666666666665
artifacts_rep_classification/waveform_method_comparison/sets_all/119_yanz0510workout_db_squat_set_2.png,yanz0510workout,db_squat,2,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,370138,373937,12,25,7,0.3895,yanz0510workout | db_squat | set 2,0.5833333333333334,2.0833333333333335,1.0833333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/119_yanz0510workout_db_squat_set_2.png,yanz0510workout,db_squat,2,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,370138,373937,12,8,2,0.3599,yanz0510workout | db_squat | set 2,0.16666666666666666,0.6666666666666666,-0.3333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/119_yanz0510workout_db_squat_set_2.png,yanz0510workout,db_squat,2,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,370138,373937,12,3,0,0.0656,yanz0510workout | db_squat | set 2,0.0,0.25,-0.75
artifacts_rep_classification/waveform_method_comparison/sets_all/120_yanz0510workout_db_triceps_curl_set_0.png,yanz0510workout,db_triceps_curl,0,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,300951,305693,12,21,11,0.5208,yanz0510workout | db_triceps_curl | set 0,0.9166666666666666,1.75,0.75
artifacts_rep_classification/waveform_method_comparison/sets_all/120_yanz0510workout_db_triceps_curl_set_0.png,yanz0510workout,db_triceps_curl,0,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,300951,305693,12,45,1,0.2404,yanz0510workout | db_triceps_curl | set 0,0.08333333333333333,3.75,2.75
artifacts_rep_classification/waveform_method_comparison/sets_all/120_yanz0510workout_db_triceps_curl_set_0.png,yanz0510workout,db_triceps_curl,0,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,300951,305693,12,18,12,0.5867,yanz0510workout | db_triceps_curl | set 0,1.0,1.5,0.5
artifacts_rep_classification/waveform_method_comparison/sets_all/120_yanz0510workout_db_triceps_curl_set_0.png,yanz0510workout,db_triceps_curl,0,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,300951,305693,12,16,12,0.6552,yanz0510workout | db_triceps_curl | set 0,1.0,1.3333333333333333,0.3333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/120_yanz0510workout_db_triceps_curl_set_0.png,yanz0510workout,db_triceps_curl,0,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,300951,305693,12,9,4,0.3655,yanz0510workout | db_triceps_curl | set 0,0.3333333333333333,0.75,-0.25
artifacts_rep_classification/waveform_method_comparison/sets_all/121_yanz0510workout_db_triceps_curl_set_1.png,yanz0510workout,db_triceps_curl,1,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,311347,315921,12,35,6,0.2778,yanz0510workout | db_triceps_curl | set 1,0.5,2.9166666666666665,1.9166666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/121_yanz0510workout_db_triceps_curl_set_1.png,yanz0510workout,db_triceps_curl,1,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,311347,315921,12,21,10,0.4759,yanz0510workout | db_triceps_curl | set 1,0.8333333333333334,1.75,0.75
artifacts_rep_classification/waveform_method_comparison/sets_all/121_yanz0510workout_db_triceps_curl_set_1.png,yanz0510workout,db_triceps_curl,1,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,311347,315921,12,24,10,0.4194,yanz0510workout | db_triceps_curl | set 1,0.8333333333333334,2.0,1.0
artifacts_rep_classification/waveform_method_comparison/sets_all/121_yanz0510workout_db_triceps_curl_set_1.png,yanz0510workout,db_triceps_curl,1,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,311347,315921,12,8,3,0.393,yanz0510workout | db_triceps_curl | set 1,0.25,0.6666666666666666,-0.3333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/121_yanz0510workout_db_triceps_curl_set_1.png,yanz0510workout,db_triceps_curl,1,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,311347,315921,12,9,3,0.3786,yanz0510workout | db_triceps_curl | set 1,0.25,0.75,-0.25
artifacts_rep_classification/waveform_method_comparison/sets_all/122_yanz0510workout_db_triceps_curl_set_2.png,yanz0510workout,db_triceps_curl,2,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,323115,327096,12,23,10,0.4318,yanz0510workout | db_triceps_curl | set 2,0.8333333333333334,1.9166666666666667,0.9166666666666666
artifacts_rep_classification/waveform_method_comparison/sets_all/122_yanz0510workout_db_triceps_curl_set_2.png,yanz0510workout,db_triceps_curl,2,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,323115,327096,12,32,1,0.2813,yanz0510workout | db_triceps_curl | set 2,0.08333333333333333,2.6666666666666665,1.6666666666666667
artifacts_rep_classification/waveform_method_comparison/sets_all/122_yanz0510workout_db_triceps_curl_set_2.png,yanz0510workout,db_triceps_curl,2,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,323115,327096,12,22,4,0.2929,yanz0510workout | db_triceps_curl | set 2,0.3333333333333333,1.8333333333333333,0.8333333333333334
artifacts_rep_classification/waveform_method_comparison/sets_all/122_yanz0510workout_db_triceps_curl_set_2.png,yanz0510workout,db_triceps_curl,2,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,323115,327096,12,15,11,0.7174,yanz0510workout | db_triceps_curl | set 2,0.9166666666666666,1.25,0.25
artifacts_rep_classification/waveform_method_comparison/sets_all/122_yanz0510workout_db_triceps_curl_set_2.png,yanz0510workout,db_triceps_curl,2,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,323115,327096,12,9,1,0.2705,yanz0510workout | db_triceps_curl | set 2,0.08333333333333333,0.75,-0.25
artifacts_rep_classification/waveform_method_comparison/sets_all/123_yanz0510workout_db_triceps_curl_set_3.png,yanz0510workout,db_triceps_curl,3,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,333593,335879,2,15,1,0.1267,yanz0510workout | db_triceps_curl | set 3,0.5,7.5,6.5
artifacts_rep_classification/waveform_method_comparison/sets_all/123_yanz0510workout_db_triceps_curl_set_3.png,yanz0510workout,db_triceps_curl,3,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,333593,335879,2,10,1,0.1716,yanz0510workout | db_triceps_curl | set 3,0.5,5.0,4.0
artifacts_rep_classification/waveform_method_comparison/sets_all/123_yanz0510workout_db_triceps_curl_set_3.png,yanz0510workout,db_triceps_curl,3,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,333593,335879,2,6,2,0.2482,yanz0510workout | db_triceps_curl | set 3,1.0,3.0,2.0
artifacts_rep_classification/waveform_method_comparison/sets_all/123_yanz0510workout_db_triceps_curl_set_3.png,yanz0510workout,db_triceps_curl,3,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,333593,335879,2,6,1,0.2476,yanz0510workout | db_triceps_curl | set 3,0.5,3.0,2.0
artifacts_rep_classification/waveform_method_comparison/sets_all/123_yanz0510workout_db_triceps_curl_set_3.png,yanz0510workout,db_triceps_curl,3,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,333593,335879,2,4,1,0.2661,yanz0510workout | db_triceps_curl | set 3,0.5,2.0,1.0
artifacts_rep_classification/waveform_method_comparison/sets_all/124_yanz0510workout_db_triceps_curl_set_4.png,yanz0510workout,db_triceps_curl,4,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,336421,340556,12,38,1,0.2769,yanz0510workout | db_triceps_curl | set 4,0.08333333333333333,3.1666666666666665,2.1666666666666665
artifacts_rep_classification/waveform_method_comparison/sets_all/124_yanz0510workout_db_triceps_curl_set_4.png,yanz0510workout,db_triceps_curl,4,short-time-energy,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,336421,340556,12,28,7,0.3428,yanz0510workout | db_triceps_curl | set 4,0.5833333333333334,2.3333333333333335,1.3333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/124_yanz0510workout_db_triceps_curl_set_4.png,yanz0510workout,db_triceps_curl,4,pca-extrema,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,336421,340556,12,28,6,0.3669,yanz0510workout | db_triceps_curl | set 4,0.5,2.3333333333333335,1.3333333333333333
artifacts_rep_classification/waveform_method_comparison/sets_all/124_yanz0510workout_db_triceps_curl_set_4.png,yanz0510workout,db_triceps_curl,4,pca-autocorr,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,336421,340556,12,14,12,0.5855,yanz0510workout | db_triceps_curl | set 4,1.0,1.1666666666666667,0.16666666666666666
artifacts_rep_classification/waveform_method_comparison/sets_all/124_yanz0510workout_db_triceps_curl_set_4.png,yanz0510workout,db_triceps_curl,4,pca-extrema-fft,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,336421,340556,12,9,4,0.4182,yanz0510workout | db_triceps_curl | set 4,0.3333333333333333,0.75,-0.25
artifacts_rep_classification/waveform_method_comparison/sets_all/125_yanz0510workout_db_weighted_crunch_set_0.png,yanz0510workout,db_weighted_crunch,0,dominant-axis,datasets/workout/yanz0510workout/yanz0510workout_whole_session_20260510_222208.csv,170563,176136,12,64,0,0.175,yanz0510workout | db_weighted_crunch | set 0,0.0,5.333333333333333,4.333333333333333
