file,subject,exercise,set_id,boundary,local_boundary,feature,objective,candidate,signed_error_samples,abs_error_samples,search_radius,candidate_score
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,389802,3197,pca_extreme_max,max,389671,-131,131,136,5.6707
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,389802,3197,pca_velocity_min,min,389820,18,18,136,-1.1114
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,389802,3197,acc_magnitude_min,min,389888,86,86,136,-1.4554
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,389802,3197,gyro_magnitude_min,min,389837,35,35,136,-1.1103
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,389802,3197,acc_jerk_max,max,389743,-59,59,136,3.4697
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,389802,3197,gyro_jerk_max,max,389666,-136,136,136,10.6686
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,389802,3197,motion_energy_min,min,389888,86,86,136,-1.1447
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,389802,3197,transition_energy_max,max,389681,-121,121,136,6.1816
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390160,3555,pca_extreme_max,max,390071,-89,89,136,3.3053
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390160,3555,pca_velocity_min,min,390279,119,119,136,-0.8712
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390160,3555,acc_magnitude_min,min,390285,125,125,136,-1.5726
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390160,3555,gyro_magnitude_min,min,390028,-132,132,136,-0.8677
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390160,3555,acc_jerk_max,max,390152,-8,8,136,4.5811
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390160,3555,gyro_jerk_max,max,390204,44,44,136,2.0032
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390160,3555,motion_energy_min,min,390292,132,132,136,-0.9647
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390160,3555,transition_energy_max,max,390151,-9,9,136,2.481
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390538,3933,pca_extreme_max,max,390449,-89,89,136,3.7124
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390538,3933,pca_velocity_min,min,390567,29,29,136,-0.7545
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390538,3933,acc_magnitude_min,min,390641,103,103,136,-1.4709
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390538,3933,gyro_magnitude_min,min,390586,48,48,136,-1.2871
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390538,3933,acc_jerk_max,max,390511,-27,27,136,3.4572
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390538,3933,gyro_jerk_max,max,390617,79,79,136,2.188
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390538,3933,motion_energy_min,min,390659,121,121,136,-0.7172
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390538,3933,transition_energy_max,max,390504,-34,34,136,1.6818
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390932,4327,pca_extreme_max,max,390837,-95,95,136,3.3068
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390932,4327,pca_velocity_min,min,391065,133,133,136,-0.9866
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390932,4327,acc_magnitude_min,min,391032,100,100,136,-1.6359
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390932,4327,gyro_magnitude_min,min,390958,26,26,136,-1.0304
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390932,4327,acc_jerk_max,max,390902,-30,30,136,4.5351
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390932,4327,gyro_jerk_max,max,390925,-7,7,136,1.4596
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390932,4327,motion_energy_min,min,391050,118,118,136,-1.0633
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,1,390932,4327,transition_energy_max,max,390908,-24,24,136,2.6086
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,400768,257,pca_extreme_max,max,400701,-67,67,126,3.298
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,400768,257,pca_velocity_min,min,400794,26,26,126,-0.8578
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,400768,257,acc_magnitude_min,min,400893,125,125,126,-1.6834
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,400768,257,gyro_magnitude_min,min,400803,35,35,126,-1.3555
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,400768,257,acc_jerk_max,max,400741,-27,27,126,3.7709
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,400768,257,gyro_jerk_max,max,400679,-89,89,126,2.4134
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,400768,257,motion_energy_min,min,400893,125,125,126,-0.8373
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,400768,257,transition_energy_max,max,400681,-87,87,126,3.1872
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401110,599,pca_extreme_max,max,401069,-41,41,126,3.2393
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401110,599,pca_velocity_min,min,401223,113,113,126,-1.0924
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401110,599,acc_magnitude_min,min,401235,125,125,126,-1.1452
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401110,599,gyro_magnitude_min,min,401139,29,29,126,-1.3688
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401110,599,acc_jerk_max,max,401074,-36,36,126,7.7456
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401110,599,gyro_jerk_max,max,401101,-9,9,126,1.864
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401110,599,motion_energy_min,min,401228,118,118,126,-1.2478
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401110,599,transition_energy_max,max,401083,-27,27,126,5.0842
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401514,1003,pca_extreme_max,max,401427,-87,87,126,2.28
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401514,1003,pca_velocity_min,min,401629,115,115,126,-1.1627
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401514,1003,acc_magnitude_min,min,401630,116,116,126,-1.4298
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401514,1003,gyro_magnitude_min,min,401526,12,12,126,-1.1749
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401514,1003,acc_jerk_max,max,401485,-29,29,126,2.6331
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401514,1003,gyro_jerk_max,max,401506,-8,8,126,0.429
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401514,1003,motion_energy_min,min,401630,116,116,126,-1.3117
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401514,1003,transition_energy_max,max,401500,-14,14,126,1.5927
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401870,1359,pca_extreme_max,max,401783,-87,87,126,2.8735
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401870,1359,pca_velocity_min,min,401996,126,126,126,0.0115
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401870,1359,acc_magnitude_min,min,401977,107,107,126,-1.4167
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401870,1359,gyro_magnitude_min,min,401903,33,33,126,-1.1351
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401870,1359,acc_jerk_max,max,401866,-4,4,126,5.6316
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401870,1359,gyro_jerk_max,max,401769,-101,101,126,3.3601
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401870,1359,motion_energy_min,min,401978,108,108,126,-0.6064
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,401870,1359,transition_energy_max,max,401859,-11,11,126,3.8827
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402228,1717,pca_extreme_max,max,402139,-89,89,126,2.3753
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402228,1717,pca_velocity_min,min,402330,102,102,126,-1.4894
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402228,1717,acc_magnitude_min,min,402326,98,98,126,-1.4181
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402228,1717,gyro_magnitude_min,min,402242,14,14,126,-1.1558
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402228,1717,acc_jerk_max,max,402197,-31,31,126,7.849
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402228,1717,gyro_jerk_max,max,402201,-27,27,126,0.5172
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402228,1717,motion_energy_min,min,402328,100,100,126,-1.4719
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402228,1717,transition_energy_max,max,402202,-26,26,126,4.1359
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402609,2098,pca_extreme_max,max,402558,-51,51,126,2.1899
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402609,2098,pca_velocity_min,min,402490,-119,119,126,-0.9673
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402609,2098,acc_magnitude_min,min,402711,102,102,126,-1.3606
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402609,2098,gyro_magnitude_min,min,402731,122,122,126,-1.0537
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402609,2098,acc_jerk_max,max,402579,-30,30,126,3.3644
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402609,2098,gyro_jerk_max,max,402605,-4,4,126,0.2375
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402609,2098,motion_energy_min,min,402735,126,126,126,-1.3479
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402609,2098,transition_energy_max,max,402580,-29,29,126,1.8284
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402998,2487,pca_extreme_max,max,402943,-55,55,126,2.2102
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402998,2487,pca_velocity_min,min,402909,-89,89,126,-0.8221
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402998,2487,acc_magnitude_min,min,403092,94,94,126,-1.4962
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402998,2487,gyro_magnitude_min,min,403003,5,5,126,-1.19
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402998,2487,acc_jerk_max,max,402983,-15,15,126,4.9971
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402998,2487,gyro_jerk_max,max,403035,37,37,126,0.7492
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402998,2487,motion_energy_min,min,403101,103,103,126,-1.422
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,402998,2487,transition_energy_max,max,402990,-8,8,126,2.6839
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403337,2826,pca_extreme_max,max,403304,-33,33,126,2.0804
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403337,2826,pca_velocity_min,min,403459,122,122,126,-1.17
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403337,2826,acc_magnitude_min,min,403462,125,125,126,-1.1808
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403337,2826,gyro_magnitude_min,min,403378,41,41,126,-1.1041
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403337,2826,acc_jerk_max,max,403330,-7,7,126,4.099
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403337,2826,gyro_jerk_max,max,403343,6,6,126,1.3166
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403337,2826,motion_energy_min,min,403458,121,121,126,-1.3103
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403337,2826,transition_energy_max,max,403328,-9,9,126,2.5475
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403704,3193,pca_extreme_max,max,403697,-7,7,126,1.938
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403704,3193,pca_velocity_min,min,403639,-65,65,126,-1.0576
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403704,3193,acc_magnitude_min,min,403829,125,125,126,-1.2237
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403704,3193,gyro_magnitude_min,min,403761,57,57,126,-0.7747
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403704,3193,acc_jerk_max,max,403721,17,17,126,3.9954
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403704,3193,gyro_jerk_max,max,403735,31,31,126,2.9467
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403704,3193,motion_energy_min,min,403830,126,126,126,-1.3489
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,403704,3193,transition_energy_max,max,403730,26,26,126,3.4487
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404110,3599,pca_extreme_max,max,404033,-77,77,126,2.9237
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404110,3599,pca_velocity_min,min,404197,87,87,126,-0.2329
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404110,3599,acc_magnitude_min,min,404215,105,105,126,-1.2972
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404110,3599,gyro_magnitude_min,min,404119,9,9,126,-1.0095
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404110,3599,acc_jerk_max,max,404087,-23,23,126,7.3524
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404110,3599,gyro_jerk_max,max,404015,-95,95,126,1.7478
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404110,3599,motion_energy_min,min,404219,109,109,126,-0.3061
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404110,3599,transition_energy_max,max,404087,-23,23,126,4.59
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404464,3953,pca_extreme_max,max,404415,-49,49,126,2.1449
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404464,3953,pca_velocity_min,min,404561,97,97,126,-0.94
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404464,3953,acc_magnitude_min,min,404582,118,118,126,-1.5498
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404464,3953,gyro_magnitude_min,min,404488,24,24,126,-0.8879
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404464,3953,acc_jerk_max,max,404437,-27,27,126,1.453
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404464,3953,gyro_jerk_max,max,404562,98,98,126,2.6629
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404464,3953,motion_energy_min,min,404583,119,119,126,-1.6199
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_triceps_curl,2,404464,3953,transition_energy_max,max,404358,-106,106,126,1.2018
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181149,458,pca_extreme_max,max,181158,9,9,117,2.5034
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181149,458,pca_velocity_min,min,181241,92,92,117,-1.2936
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181149,458,acc_magnitude_min,min,181060,-89,89,117,-1.8009
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181149,458,gyro_magnitude_min,min,181036,-113,113,117,-1.2103
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181149,458,acc_jerk_max,max,181068,-81,81,117,0.6424
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181149,458,gyro_jerk_max,max,181083,-66,66,117,3.4393
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181149,458,motion_energy_min,min,181032,-117,117,117,-1.5129
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181149,458,transition_energy_max,max,181083,-66,66,117,2.648
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181483,792,pca_extreme_max,max,181383,-100,100,117,1.8767
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181483,792,pca_velocity_min,min,181572,89,89,117,-0.9197
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181483,792,acc_magnitude_min,min,181371,-112,112,117,-1.834
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181483,792,gyro_magnitude_min,min,181419,-64,64,117,-1.4099
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181483,792,acc_jerk_max,max,181503,20,20,117,2.7595
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181483,792,gyro_jerk_max,max,181600,117,117,117,2.1541
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181483,792,motion_energy_min,min,181371,-112,112,117,-1.0855
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181483,792,transition_energy_max,max,181503,20,20,117,1.9359
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181797,1106,pca_extreme_max,max,181717,-80,80,117,2.203
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181797,1106,pca_velocity_min,min,181901,104,104,117,-1.1668
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181797,1106,acc_magnitude_min,min,181895,98,98,117,-1.8268
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181797,1106,gyro_magnitude_min,min,181837,40,40,117,-1.3938
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181797,1106,acc_jerk_max,max,181680,-117,117,117,3.7016
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181797,1106,gyro_jerk_max,max,181692,-105,105,117,2.8715
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181797,1106,motion_energy_min,min,181895,98,98,117,-1.9067
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,181797,1106,transition_energy_max,max,181680,-117,117,117,3.2067
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,182177,1486,pca_extreme_max,max,182199,22,22,117,2.6873
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,182177,1486,pca_velocity_min,min,182245,68,68,117,-1.2112
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,182177,1486,acc_magnitude_min,min,182251,74,74,117,-1.5811
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,182177,1486,gyro_magnitude_min,min,182161,-16,16,117,-1.5397
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,182177,1486,acc_jerk_max,max,182106,-71,71,117,2.9877
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,182177,1486,gyro_jerk_max,max,182081,-96,96,117,3.2915
datasets/workout/haoyu0512workout/haoyu0512workout_whole_session_20260512_165723.csv,haoyu0512workout,db_weighted_crunch,0,182177,1486,motion_energy_min,min,182251,74,74,117,-1.5059
