,1-2,3-4,5-6,7-8,9-10
1-2,0.28502415458937197,0.6231884057971014,0.09178743961352658,0.0,0.0
3-4,0.02997275204359673,0.5204359673024523,0.37329700272479566,0.0653950953678474,0.010899182561307902
5-6,0.002728512960436562,0.2073669849931787,0.5661664392905866,0.20054570259208732,0.023192360163710776
7-8,0.0,0.05432595573440644,0.40643863179074446,0.44668008048289737,0.0925553319919517
9-10,0.0,0.0,0.14184397163120568,0.5815602836879432,0.2765957446808511
