,1-2,3-4,5-6,7-8,9-10
1-2,0.2946859903381642,0.6086956521739131,0.0966183574879227,0.0,0.0
3-4,0.035422343324250684,0.5313351498637602,0.3569482288828338,0.0653950953678474,0.010899182561307902
5-6,0.002728512960436562,0.21418826739427013,0.5716234652114598,0.1869031377899045,0.02455661664392906
7-8,0.0,0.05835010060362173,0.4225352112676056,0.4346076458752515,0.08450704225352113
9-10,0.0,0.0,0.1347517730496454,0.6099290780141844,0.2553191489361702
