,1-2,3-4,5-6,7-8,9-10
1-2,0.36231884057971014,0.5652173913043478,0.07246376811594203,0.0,0.0
3-4,0.02997275204359673,0.5940054495912807,0.3188010899182561,0.04632152588555858,0.010899182561307902
5-6,0.004092769440654843,0.2373806275579809,0.592087312414734,0.15006821282401092,0.01637107776261937
7-8,0.002012072434607646,0.052313883299798795,0.4567404426559356,0.4225352112676056,0.06639839034205232
9-10,0.0,0.0,0.14893617021276595,0.624113475177305,0.22695035460992907
