,1-2,3-4,5-6,7-8,9-10
1-2,0.0,0.7053140096618358,0.28502415458937197,0.00966183574879227,0.0
3-4,0.0,0.3923705722070845,0.5122615803814714,0.09536784741144415,0.0
5-6,0.0,0.2646657571623465,0.5566166439290586,0.17871759890859482,0.0
7-8,0.0,0.10462776659959759,0.5050301810865191,0.3903420523138833,0.0
9-10,0.0,0.0,0.19148936170212766,0.8085106382978723,0.0
