,1-2,3-4,5-6,7-8,9-10
1-2,0.2898550724637681,0.6231884057971014,0.08695652173913043,0.0,0.0
3-4,0.03814713896457766,0.5313351498637602,0.35967302452316074,0.05994550408719346,0.010899182561307902
5-6,0.004092769440654843,0.21828103683492497,0.5702592087312415,0.18281036834924966,0.02455661664392906
7-8,0.002012072434607646,0.052313883299798795,0.4225352112676056,0.44064386317907445,0.08249496981891348
9-10,0.0,0.0,0.14184397163120568,0.6028368794326241,0.2553191489361702
