,1-2,3-4,5-6,7-8,9-10
1-2,0.2898550724637681,0.6328502415458938,0.07729468599033816,0.0,0.0
3-4,0.04632152588555858,0.5122615803814714,0.3760217983651226,0.05449591280653951,0.010899182561307902
5-6,0.002728512960436562,0.2291950886766712,0.5648021828103683,0.17871759890859482,0.02455661664392906
7-8,0.0,0.052313883299798795,0.41851106639839036,0.448692152917505,0.08048289738430583
9-10,0.0,0.0,0.1276595744680851,0.6170212765957447,0.2553191489361702
