,1-2,3-4,5-6,7-8,9-10
1-2,0.30917874396135264,0.6038647342995169,0.08695652173913043,0.0,0.0
3-4,0.035422343324250684,0.5258855585831063,0.3678474114441417,0.05994550408719346,0.010899182561307902
5-6,0.004092769440654843,0.22646657571623466,0.5634379263301501,0.18144611186903137,0.02455661664392906
7-8,0.004024144869215292,0.052313883299798795,0.4164989939637827,0.44668008048289737,0.08048289738430583
9-10,0.0,0.0,0.14893617021276595,0.5886524822695035,0.2624113475177305
