,1-2,3-4,5-6,7-8,9-10
1-2,0.32367149758454106,0.5845410628019324,0.09178743961352658,0.0,0.0
3-4,0.03814713896457766,0.5231607629427792,0.3787465940054496,0.04904632152588556,0.010899182561307902
5-6,0.004092769440654843,0.22646657571623466,0.5566166439290586,0.19236016371077763,0.020463847203274217
7-8,0.0,0.05835010060362173,0.41448692152917505,0.44668008048289737,0.08048289738430583
9-10,0.0,0.0,0.1347517730496454,0.6028368794326241,0.2624113475177305
