,1-2,3-4,5-6,7-8,9-10
1-2,0.0,0.5410628019323671,0.4492753623188406,0.00966183574879227,0.0
3-4,0.0,0.3188010899182561,0.5722070844686649,0.10354223433242507,0.005449591280653951
5-6,0.0,0.2073669849931787,0.6684856753069577,0.10641200545702592,0.017735334242837655
7-8,0.0,0.11468812877263582,0.6317907444668008,0.22334004024144868,0.030181086519114688
9-10,0.0,0.0070921985815602835,0.41134751773049644,0.5319148936170213,0.04964539007092199
