fold,file,subject,exercise,set_id,period,expected_count,count_options,candidate_count,predicted_reps,boundaries
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_biceps_curl,2,355.0,12,"10,11,12,13,14",409,12,"366969,367297,367671,367997,368378,368718,369110,369467,369700,370078,370544,370875,371251"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_rdl,0,645.0,6,"4,5,6,7,8",204,6,"165362,166087,166697,167431,168040,168670,169505"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_rdl,1,293.0,2,"1,2,3,4",55,2,"182230,182522,182870"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_rdl,2,285.0,12,"10,11,12,13,14",433,12,"184572,184819,185176,185414,185693,185946,186244,186566,186798,187114,187388,187677,187948"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_rdl,5,305.0,12,"10,11,12,13,14",420,12,"195795,196037,196410,196744,197064,197267,197582,197943,198229,198528,198814,199123,199442"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_shoulder_press,0,324.0,11,"9,10,11,12,13",410,11,"281528,281863,282179,282542,282874,283251,283568,283906,284285,284614,284909,285247"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_shoulder_press,1,332.0,10,"8,9,10,11,12",355,10,"301737,302079,302372,302755,303062,303317,303656,303932,304286,304582,304898"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_shoulder_press,2,318.0,8,"6,7,8,9,10",266,7,"317667,317999,318423,318802,319241,319556,319918,320323"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_squat,0,332.0,12,"10,11,12,13,14",418,11,"466586,466941,467284,467607,467995,468365,468705,469073,469389,469739,470040,470440"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_squat,1,306.0,12,"10,11,12,13,14",460,12,"479026,479324,479617,479894,480228,480576,480886,481164,481492,481856,482156,482509,482799"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_squat,2,325.0,12,"10,11,12,13,14",420,12,"492489,492808,493142,493400,493745,494041,494374,494701,495059,495343,495697,495990,496324"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_triceps_curl,0,345.0,12,"10,11,12,13,14",371,12,"399360,399662,400055,400362,400679,401036,401426,401745,402114,402409,402738,403046,403366"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_triceps_curl,1,351.0,12,"10,11,12,13,14",432,11,"415560,416010,416343,416726,417077,417582,417920,418365,418735,419099,419483,419850"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_triceps_curl,2,311.0,12,"10,11,12,13,14",438,11,"427625,428027,428304,428629,429074,429382,429739,430050,430355,430654,431041,431357"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_weighted_crunch,0,397.0,12,"10,11,12,13,14",384,11,"218748,219189,219603,219970,220428,220990,221312,221765,222185,222608,223005,223451"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_weighted_crunch,1,381.0,12,"10,11,12,13,14",391,13,"230471,230817,231217,231568,231863,232221,232592,232978,233356,233721,234097,234385,234713,235067"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_weighted_crunch,2,390.0,12,"10,11,12,13,14",420,12,"243909,244239,244666,245039,245457,245850,246243,246561,246988,247358,247786,248197,248527"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,one_arm_db_row,0,327.0,12,"10,11,12,13,14",457,12,"62963,63213,63533,63882,64221,64556,64889,65192,65522,65831,66144,66458,66776"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,one_arm_db_row,1,292.0,12,"10,11,12,13,14",418,12,"76930,77234,77522,77747,78038,78328,78652,78959,79226,79507,79818,80116,80408"
3,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,one_arm_db_row,2,294.0,12,"10,11,12,13,14",425,12,"89099,89398,89666,89976,90248,90542,90848,91131,91458,91723,92060,92287,92606"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_bench_press,0,464.0,12,"10,11,12,13,14",431,11,"107,483,1050,1564,2175,2601,3075,3575,4052,4574,5039,5552"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_bench_press,1,2254.0,2,"1,2,3,4",61,2,"13367,16019,18859"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_bench_press,2,468.0,11,"9,10,11,12,13",379,11,"25489,26014,26565,26977,27425,27886,28289,28753,29289,29776,30202,30740"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_biceps_curl,0,351.0,12,"10,11,12,13,14",478,12,"286569,286952,287333,287619,287961,288319,288673,289039,289384,289726,290130,290427,290778"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_biceps_curl,1,329.0,8,"6,7,8,9,10",280,9,"321008,321290,321548,321851,322092,322453,322808,323031,323321,323537"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_biceps_curl,2,141.0,24,"22,23,24,25,26",937,25,"367807,367965,368074,368225,368337,368464,368613,368718,368859,368985,369140,369252,369410,369506,369673,369806,369901,370073,370206,370339,370473,370631,370739,370887,371000,371139"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_rdl,0,349.0,12,"10,11,12,13,14",446,10,"112110,112453,112972,113289,113769,114077,114662,115009,115420,115780,116226"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_rdl,1,312.0,12,"10,11,12,13,14",454,12,"122863,123195,123528,123844,124154,124459,124780,125129,125467,125791,126111,126427,126634"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_rdl,2,311.0,12,"10,11,12,13,14",450,11,"134286,134598,135045,135365,135656,135976,136301,136608,137014,137356,137672,138028"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_shoulder_press,1,2391.0,2,"1,2,3,4",54,2,"217070,219023,221313"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_shoulder_press,2,419.0,9,"7,8,9,10,11",282,8,"235168,235711,235991,236602,236946,237576,238020,238410,238971"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_shoulder_press,3,1756.0,2,"1,2,3,4",46,2,"267342,269501,271029"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_squat,0,262.0,12,"10,11,12,13,14",459,11,"473497,473737,474121,474402,474618,474948,475163,475479,475759,476031,476287,476601"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_squat,1,256.0,12,"10,11,12,13,14",445,11,"486271,486507,486839,487117,487443,487698,487926,488247,488506,488762,489030,489324"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_squat,2,230.0,12,"10,11,12,13,14",444,10,"502284,502595,502927,503133,503424,503745,503996,504326,504561,504810,505107"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_triceps_curl,0,302.0,10,"8,9,10,11,12",379,11,"407676,407882,408160,408433,408756,409051,409356,409621,409987,410210,410501,410731"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_triceps_curl,1,295.0,12,"10,11,12,13,14",462,12,"430978,431285,431597,431925,432205,432497,432762,433084,433401,433625,433957,434288,434589"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_triceps_curl,2,264.0,12,"10,11,12,13,14",469,12,"448600,448833,449085,449314,449606,449879,450178,450430,450690,450987,451254,451505,451823"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_weighted_crunch,0,393.0,11,"9,10,11,12,13",414,9,"164651,165014,165678,166085,166672,166998,167679,168027,168481,169003"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_weighted_crunch,2,357.0,13,"11,12,13,14,15",488,13,"177652,178004,178373,178738,179067,179368,179722,180135,180519,180880,181253,181642,182066,182328"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,db_weighted_crunch,3,334.0,13,"11,12,13,14,15",514,13,"191776,192057,192567,192896,193096,193475,193820,194087,194471,194821,195166,195615,195806,196184"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,one_arm_db_row,0,322.0,12,"10,11,12,13,14",420,11,"43208,43456,43994,44316,44595,44902,45247,45569,45918,46281,46614,46964"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,one_arm_db_row,1,267.0,12,"10,11,12,13,14",465,11,"55172,55537,55813,56072,56326,56599,56928,57173,57468,57713,58030,58391"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,one_arm_db_row,2,247.0,12,"10,11,12,13,14",444,11,"64750,65044,65334,65629,65862,66094,66363,66580,66846,67104,67359,67663"
4,datasets/workout/hsianshun0514workout/hsianshun0514workout_whole_session_20260514_145843.csv,hsianshun0514workout,one_arm_db_row,3,234.0,12,"10,11,12,13,14",447,13,"74827,75059,75291,75465,75664,75892,76115,76329,76547,76782,76965,77218,77441,77617"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_bench_press,0,390.0,12,"10,11,12,13,14",421,11,"125,602,1089,1485,1869,2272,2660,3028,3392,3795,4173,4678"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_bench_press,1,974.0,6,"4,5,6,7,8",203,6,"27570,28492,29377,30335,31217,32191,33238"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_bench_press,2,1438.0,4,"2,3,4,5,6",109,3,"42227,44439,46339,48087"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_biceps_curl,0,561.0,12,"10,11,12,13,14",425,12,"351600,352173,352658,353264,353654,354332,354785,355343,356020,356514,357118,357731,358175"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_biceps_curl,1,521.0,11,"9,10,11,12,13",365,9,"366571,367188,367806,368556,369069,369666,370380,370778,371454,372130"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_biceps_curl,2,509.0,12,"10,11,12,13,14",458,10,"399016,399604,400222,401044,401529,402018,402805,403343,403935,404473,405182"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_rdl,0,678.0,12,"10,11,12,13,14",440,12,"141125,141599,142321,142981,143663,144339,145025,145715,146484,147185,147829,148512,148948"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_rdl,1,736.0,12,"10,11,12,13,14",442,11,"163722,164287,165452,166247,166974,167796,168553,169273,170067,170850,171722,172447"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_rdl,2,430.0,12,"10,11,12,13,14",433,10,"187841,188346,188857,189357,189775,190391,190901,191373,191890,192406,192894"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_rdl,3,665.0,12,"10,11,12,13,14",410,11,"212309,213085,213919,214525,215308,215889,216609,217344,218130,218694,219425,220066"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_shoulder_press,0,468.0,12,"10,11,12,13,14",411,12,"294985,295296,295753,296225,296748,297190,297667,298162,298702,299159,299626,300114,300580"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_shoulder_press,1,521.0,11,"9,10,11,12,13",369,11,"307673,308277,308697,309175,309762,310159,310753,311232,311745,312271,312832,313393"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_shoulder_press,2,487.0,11,"9,10,11,12,13",406,11,"324765,325260,325823,326325,326761,327281,327771,328242,328739,329233,329833,330324"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_squat,0,96.0,6,"4,5,6,7,8",203,6,"469391,469476,469585,469708,469830,469895,470005"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_squat,1,974.0,5,"3,4,5,6,7",182,6,"470717,471587,472257,473126,474143,474975,475703"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_squat,2,820.0,6,"4,5,6,7,8",204,5,"493921,495052,495836,496694,497948,498984"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_squat,3,365.0,12,"10,11,12,13,14",445,13,"509317,509707,510032,510272,510653,510874,511232,511644,511948,512194,512660,512986,513356,513573"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_triceps_curl,0,385.0,12,"10,11,12,13,14",494,12,"420658,420902,421417,421789,422163,422563,422862,423241,423674,424072,424436,424816,425210"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_triceps_curl,1,391.0,12,"10,11,12,13,14",471,11,"433521,433849,434425,434851,435237,435651,436071,436463,436866,437284,437688,438120"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_triceps_curl,2,398.0,12,"10,11,12,13,14",473,12,"445503,445870,446177,446577,446961,447360,447784,448252,448670,449064,449441,449881,450279"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_weighted_crunch,0,326.0,12,"10,11,12,13,14",411,11,"231859,232225,232577,232863,233307,233536,233943,234392,234715,235036,235382,235773"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_weighted_crunch,1,340.0,12,"10,11,12,13,14",405,11,"249585,249963,250302,250641,251014,251328,251752,252089,252415,252769,253127,253530"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,db_weighted_crunch,2,330.0,12,"10,11,12,13,14",406,13,"260097,260318,260629,260968,261306,261615,261926,262282,262524,262833,263188,263522,263820,264024"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,one_arm_db_row,0,419.0,13,"11,12,13,14,15",492,13,"73026,73456,73867,74289,74718,75122,75608,75888,76164,76694,77109,77534,78049,78313"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,one_arm_db_row,1,475.0,11,"9,10,11,12,13",410,11,"89676,90170,90683,91182,91654,92146,92604,93034,93485,93967,94461,95111"
4,datasets/workout/tsenyu0515workout/tsenyu0515workout_whole_session_20260515_200226.csv,yentsen0515workout,one_arm_db_row,2,465.0,12,"10,11,12,13,14",443,11,"103564,104088,104530,105033,105516,105977,106493,106986,107449,107885,108350,108933"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_bench_press,0,229.0,13,"11,12,13,14,15",441,12,"331,603,820,1068,1301,1566,1729,2051,2255,2541,2744,3007,3250"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_bench_press,1,219.0,13,"11,12,13,14,15",460,13,"8982,9163,9396,9631,9857,10050,10276,10513,10740,10951,11170,11395,11589,11826"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_bench_press,2,228.0,13,"11,12,13,14,15",464,13,"17832,18060,18287,18530,18745,18946,19216,19427,19664,19904,20079,20337,20563,20791"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_biceps_curl,0,307.0,12,"10,11,12,13,14",397,13,"170759,171042,171285,171656,171857,172169,172430,172741,173013,173303,173618,173878,174156,174439"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_biceps_curl,1,278.0,12,"10,11,12,13,14",419,11,"179591,179884,180171,180465,180830,181096,181430,181774,182044,182329,182665,182945"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_biceps_curl,2,278.0,12,"10,11,12,13,14",412,12,"188012,188287,188580,188868,189112,189387,189662,189937,190220,190486,190767,191036,191311"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_rdl,0,280.0,12,"10,11,12,13,14",434,12,"72001,72331,72566,72844,73171,73454,73679,73979,74271,74516,74842,75128,75392"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_rdl,1,254.0,12,"10,11,12,13,14",433,12,"81129,81323,81636,81883,82161,82405,82637,82903,83157,83411,83667,83913,84171"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_rdl,2,232.0,12,"10,11,12,13,14",457,12,"91062,91298,91512,91769,92013,92221,92446,92710,92966,93158,93426,93654,93890"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_shoulder_press,0,247.0,12,"10,11,12,13,14",421,11,"145533,145789,146034,146290,146600,146834,147110,147374,147657,147908,148138,148423"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_shoulder_press,1,230.0,12,"10,11,12,13,14",432,12,"153865,154064,154304,154546,154758,154955,155170,155418,155692,155904,156108,156370,156590"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_shoulder_press,2,221.0,12,"10,11,12,13,14",436,12,"162461,162719,162908,163166,163354,163560,163779,164000,164197,164419,164680,164873,165141"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_squat,0,233.0,12,"10,11,12,13,14",468,12,"239165,239377,239628,239870,240077,240277,240549,240747,240977,241208,241449,241704,241934"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_squat,0,236.0,12,"10,11,12,13,14",449,12,"260745,260927,261130,261439,261672,261903,262121,262367,262594,262830,263052,263279,263525"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_squat,1,240.0,12,"10,11,12,13,14",460,11,"249886,250132,250404,250691,250985,251213,251497,251765,252020,252291,252567,252839"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_squat,1,236.0,12,"10,11,12,13,14",457,12,"270387,270605,270855,271114,271332,271568,271804,272040,272291,272523,272769,272985,273221"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_squat,2,223.0,12,"10,11,12,13,14",467,12,"278667,278904,279118,279351,279516,279759,279984,280250,280450,280673,280896,281119,281342"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_triceps_curl,0,293.0,12,"10,11,12,13,14",413,13,"199904,200146,200432,200699,200951,201245,201546,201733,202017,202316,202606,202761,203085,203350"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_triceps_curl,1,248.0,12,"10,11,12,13,14",417,12,"210786,211034,211282,211516,211791,212018,212250,212474,212715,213013,213267,213508,213763"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_triceps_curl,2,266.0,12,"10,11,12,13,14",394,12,"219440,219664,219957,220222,220499,220765,221013,221288,221548,221816,222077,222307,222568"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_weighted_crunch,0,555.0,6,"4,5,6,7,8",212,6,"105224,105832,106389,106932,107582,108012,108641"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_weighted_crunch,1,270.0,17,"15,16,17,18,19",574,17,"114252,114537,114789,115058,115296,115568,115900,116104,116350,116696,117000,117218,117464,117735,118007,118235,118533,118818"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,db_weighted_crunch,2,238.0,13,"11,12,13,14,15",462,12,"125153,125445,125688,125914,126213,126404,126666,126932,127231,127495,127780,128013,128244"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,one_arm_db_row,0,465.0,6,"4,5,6,7,8",202,6,"34027,34429,35126,35617,36074,36506,37006"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,one_arm_db_row,1,230.0,13,"11,12,13,14,15",501,13,"42399,42629,42855,43086,43303,43545,43797,44052,44255,44502,44734,44999,45201,45435"
5,datasets/workout/thomas0506workout/thomas0506_whole_session_20260506_154720.csv,thomas0506,one_arm_db_row,2,233.0,12,"10,11,12,13,14",434,12,"54832,55086,55287,55507,55752,55988,56215,56443,56682,56920,57161,57390,57623"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_bench_press,0,413.0,12,"10,11,12,13,14",472,12,"189,597,1014,1368,1862,2267,2763,3124,3614,4046,4428,4869,5220"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_bench_press,1,1109.0,4,"2,3,4,5,6",104,4,"11562,12704,13677,14908,16023"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_bench_press,3,453.0,7,"5,6,7,8,9",254,6,"29239,29783,30340,30904,31392,31941,32500"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_biceps_curl,0,278.0,12,"10,11,12,13,14",446,12,"442354,442653,442925,443185,443461,443735,443991,444279,444546,444843,445172,445458,445725"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_biceps_curl,1,271.0,12,"10,11,12,13,14",442,13,"457530,457802,458056,458295,458534,458785,459061,459304,459527,459800,460016,460302,460541,460792"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_biceps_curl,2,287.0,12,"10,11,12,13,14",440,12,"473693,474007,474325,474575,474845,475108,475427,475710,476015,476307,476590,476884,477150"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_rdl,0,443.0,13,"11,12,13,14,15",462,12,"172761,173203,173660,174091,174546,174984,175569,176000,176459,177008,177371,177786,178310"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_rdl,1,826.0,6,"4,5,6,7,8",170,6,"214256,215029,215858,216473,217353,218260,219061"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_rdl,2,330.0,15,"13,14,15,16,17",573,15,"232954,233334,233596,233932,234247,234521,234939,235270,235601,235963,236263,236569,236952,237268,237541,237917"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_shoulder_press,0,429.0,12,"10,11,12,13,14",488,11,"351703,352074,352643,353131,353691,354171,354575,355078,355517,355986,356413,356928"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_shoulder_press,1,476.0,12,"10,11,12,13,14",421,13,"373716,374076,374460,374891,375396,375829,376369,376724,377071,377577,378041,378455,378877,379317"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_shoulder_press,2,531.0,9,"7,8,9,10,11",332,8,"404439,405218,405764,406232,406825,407404,408021,408645,409211"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_squat,0,330.0,12,"10,11,12,13,14",445,12,"537595,537847,538210,538565,538936,539211,539451,539811,540143,540481,540827,541135,541473"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_squat,1,336.0,12,"10,11,12,13,14",440,12,"548391,548783,549054,549411,549681,550074,550447,550699,551044,551384,551761,552124,552435"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_squat,2,343.0,12,"10,11,12,13,14",434,12,"558610,558907,559257,559559,559879,560214,560646,560937,561246,561597,561946,562313,562683"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_triceps_curl,0,312.0,12,"10,11,12,13,14",426,12,"492672,492919,493197,493499,493881,494201,494510,494782,495134,495394,495714,496065,496348"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_triceps_curl,1,255.0,13,"11,12,13,14,15",456,13,"503870,504081,504397,504640,504873,505159,505431,505697,505940,506140,506449,506740,506979,507262"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_triceps_curl,2,293.0,12,"10,11,12,13,14",437,12,"514473,514707,514997,515260,515555,515850,516177,516462,516761,516995,517331,517598,517882"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_weighted_crunch,0,375.0,12,"10,11,12,13,14",459,11,"272075,272530,272870,273245,273682,274105,274424,274874,275248,275661,276043,276473"
5,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_weighted_crunch,1,424.0,11,"9,10,11,12,13",382,11,"283217,283637,284056,284436,284922,285272,285724,286166,286579,286976,287413,287833"
