block_index,file,subject,exercise,set_id,start,end,samples,predicted_reps,prediction_seconds
167,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_biceps_curl,1:active0,335419,338520,3101,11,0.0439211670000077
168,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_biceps_curl,2:active0,344459,347672,3213,11,0.04475533299955714
169,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_biceps_curl,3:active0,354328,358042,3714,11,0.04830762500023411
170,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_rdl,0:active0,200102,204324,4222,11,0.058297540999774355
171,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_rdl,1:active0,211601,215750,4149,11,0.05715366699951119
172,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_rdl,2:active0,226213,230024,3811,11,0.05140758299967274
173,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_shoulder_press,0:active0,284796,287865,3069,11,0.0494539999999688
174,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_shoulder_press,1:active0,293266,296348,3082,11,0.0473878330012667
175,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_shoulder_press,2:active0,302729,305689,2960,11,0.0459580000006099
176,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_squat,0:active0,411680,414941,3261,11,0.045569666999654146
177,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_squat,1:active0,425030,428503,3473,11,0.04778533299941046
178,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_squat,2:active0,438220,441663,3443,11,0.045524749999458436
179,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_triceps_curl,0:active0,376635,380626,3991,13,0.05191495799954282
180,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_triceps_curl,1:active0,388073,390945,2872,11,0.042312040999604505
181,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_triceps_curl,2:active0,397307,400140,2833,11,0.04160966600102256
182,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_weighted_crunch,0:active0,247770,251306,3536,11,0.04835883399937302
183,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_weighted_crunch,1:active0,256958,260263,3305,11,0.045913167001344846
184,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,db_weighted_crunch,2:active0,266896,269943,3047,11,0.04442633300095622
185,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,one_arm_db_row,0:active0,121979,125125,3146,11,0.04632245900029375
186,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,one_arm_db_row,2:active0,131997,135016,3019,11,0.044603833001019666
187,datasets/workout/yoru0511workout/yoru0511workout_whole_session_20260511_180608.csv,yoru0511workout,one_arm_db_row,3:active0,140956,144071,3115,11,0.04712341699996614
188,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_bench_press,0:active0,189,5220,5031,12,0.06230316599976504
189,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_bench_press,1:active0,11562,16023,4461,12,0.06135470800109033
190,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_bench_press,2:active0,28488,28679,191,1,0.015062500000567525
191,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_bench_press,3:active0,29239,32500,3261,7,0.041591374998461106
192,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_biceps_curl,0:active0,442354,445725,3371,12,0.04715658299937786
193,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_biceps_curl,1:active0,457530,460792,3262,12,0.045703624999077874
194,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_biceps_curl,2:active0,473693,477150,3457,12,0.04723079199902713
195,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_rdl,0:active0,172761,178310,5549,12,0.06654770799832477
196,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_rdl,1:active0,214256,219061,4805,7,0.0560509170009027
197,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_rdl,2:active0,232954,237917,4963,6,0.05535999999847263
198,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_shoulder_press,0:active0,351703,356928,5225,12,0.06281870800012257
199,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_shoulder_press,1:active0,373716,379317,5601,12,0.06345929199960665
200,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_shoulder_press,2:active0,404439,409211,4772,9,0.061762999999700696
201,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_squat,0:active0,537595,541473,3878,12,0.0540404170005786
202,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_squat,1:active0,548391,552435,4044,12,0.05428620900056558
203,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_squat,2:active0,558610,562683,4073,12,0.053109291999135166
204,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_triceps_curl,0:active0,492672,496348,3676,12,0.05115512500015029
205,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_triceps_curl,1:active0,503870,507262,3392,13,0.04972325000017008
206,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_triceps_curl,2:active0,514473,517882,3409,12,0.04911045799963176
207,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_weighted_crunch,0:active0,272075,276473,4398,12,0.060430792000261135
208,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_weighted_crunch,1:active0,283217,287833,4616,7,0.05300833299952501
209,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,db_weighted_crunch,2:active0,296430,300883,4453,12,0.061793083001248306
210,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,one_arm_db_row,0:active0,83302,87981,4679,12,0.06195945899889921
211,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,one_arm_db_row,1:active0,124830,129017,4187,12,0.05933891699896776
212,datasets/workout/yushuan0513workout/yushuan0513workout_whole_session_20260513_144737.csv,yushuan0513workout,one_arm_db_row,2:active0,144426,148023,3597,12,0.05085487500036834
213,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_bench_press,0:active0,118,3724,3606,4,0.03757083399978001
214,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_bench_press,1:active0,9210,13420,4210,14,0.06080324999857112
215,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_bench_press,2:active0,21762,25686,3924,12,0.05358583300039754
216,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_bench_press,3:active0,33400,36571,3171,9,0.044770542001060676
217,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_biceps_curl,0:active0,339943,344330,4387,12,0.056331957999645965
218,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_biceps_curl,1:active0,352875,357443,4568,12,0.05760791600005177
219,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_biceps_curl,2:active0,366969,371251,4282,12,0.05640112500077521
220,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_rdl,0:active0,165362,169505,4143,13,0.06058941700030118
221,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_rdl,1:active0,182230,182870,640,2,0.01855358300053922
222,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_rdl,2:active0,184572,187948,3376,11,0.05055750000065018
223,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_rdl,5:active0,195795,199442,3647,12,0.052400958998987335
224,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_shoulder_press,0:active0,281528,285247,3719,11,0.05031087499992282
225,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_shoulder_press,1:active0,301737,304898,3161,9,0.0446416249997128
226,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_shoulder_press,2:active0,317667,320323,2656,8,0.04012695799974608
227,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_squat,0:active0,466586,470440,3854,11,0.05436687499968684
228,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_squat,1:active0,479026,482799,3773,12,0.05411791699953028
229,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_squat,2:active0,492489,496324,3835,12,0.05456070800028101
230,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_triceps_curl,0:active0,399360,403366,4006,12,0.051879332999305916
231,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_triceps_curl,1:active0,415560,419850,4290,12,0.05708191699886811
232,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_triceps_curl,2:active0,427625,431357,3732,12,0.05115387499972712
233,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_weighted_crunch,0:active0,218748,223451,4703,12,0.06058674999985669
234,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_weighted_crunch,1:active0,230471,235067,4596,12,0.0630788329999632
235,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,db_weighted_crunch,2:active0,243909,248527,4618,12,0.062381874999118736
236,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,one_arm_db_row,0:active0,62963,66776,3813,12,0.05650429099841858
237,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,one_arm_db_row,1:active0,76930,80408,3478,12,0.05312075000074401
238,datasets/workout/ziho0512workout/ziho0512workout_whole_session_20260512_204157.csv,ziho0512workout,one_arm_db_row,2:active0,89099,92606,3507,12,0.053648625000278116
