method_id,method_name,paper_anchor,uses_few_shot_labels,true_sets,true_reps,predicted_reps,unassigned_pred_reps,count_exact_acc,count_pm1_acc,count_mae_reps,count_bias_reps,tut_mae_sec,rep_precision_iou_0.50,rep_recall_iou_0.50,rep_f1_iou_0.50,rep_mean_matched_iou_0.50,rep_precision_iou_0.75,rep_recall_iou_0.75,rep_f1_iou_0.75,rep_mean_matched_iou_0.75,rep_precision_iou_0.90,rep_recall_iou_0.90,rep_f1_iou_0.90,rep_mean_matched_iou_0.90,phase_f1_iou_0.50,phase_f1_iou_0.75,phase_f1_iou_0.90
dcp_dp_fs,DCP-DP-FS,Few-shot Dense Candidate Pool Dynamic Programming,True,236,2720,2654,0,0.678,0.928,0.6271,-0.2797,0.2303,0.7931,0.7739,0.7834,0.7828,0.4706,0.4592,0.4648,0.8813,0.2076,0.2026,0.2051,0.9416,0.5442,0.2103,0.0469
