dataset,comparison,baseline_stage,augmented_stage,baseline_mae,augmented_mae,delta_mae_reduction,baseline_spearman,augmented_spearman,delta_spearman,baseline_pm1_acc,augmented_pm1_acc,delta_pm1_acc,interpretation,evidence_strength
rpe_only_143_sets,exercise_segmentation_gain,M0_global_mean,M1_exercise_mean,1.5505719770425654,1.375191475191475,0.17538050185109033,-0.43830187637152807,0.2703929309831791,0.7086948073547072,0.46153846153846156,0.6153846153846154,0.15384615384615385,Exercise context improves over global mean.,strong_for_module
rpe_only_143_sets,exercise_context_for_progression_gain,M2_set_index_no_exercise,M3_exercise_plus_set_index,1.4322873071173576,1.2434953110421687,0.18879199607518893,0.2994105605761298,0.49397560387410233,0.19456504329797253,0.5944055944055944,0.6713286713286714,0.07692307692307698,Set index is more interpretable when tied to exercise.,strong_for_module
rpe_only_143_sets,tut_segmentation_gain_vs_set_index,M3_exercise_plus_set_index,M4_exercise_plus_cumulative_tut,1.2434953110421687,1.220612760378965,0.02288255066320377,0.49397560387410233,0.5770945736964739,0.08311896982237155,0.6713286713286714,0.6643356643356644,-0.006993006993006978,Cumulative TUT tests whether segmentation-derived dose improves over ordinal set count.,mixed_or_small_for_module
rpe_only_143_sets,lowdim_imu_group_gain_after_tut,M4_exercise_plus_cumulative_tut,M5_plus_lowdim_imu_group,1.220612760378965,1.2095753297642349,0.01103743061473006,0.5770945736964739,0.5655889696090085,-0.011505604087465371,0.6643356643356644,0.6713286713286714,0.006993006993006978,IMU trend tests whether waveform features add beyond cumulative TUT.,not_supported_in_this_setting
rpe_vo2_lag45_96_sets,exercise_segmentation_gain,M0_global_mean,M1_exercise_mean,1.4447337962962965,1.3726851851851851,0.07204861111111138,-0.4566499093238456,0.092940368135197,0.5495902774590425,0.5208333333333334,0.6041666666666666,0.08333333333333326,Exercise context improves over global mean.,mixed_or_small_for_module
rpe_vo2_lag45_96_sets,exercise_context_for_progression_gain,M2_set_index_no_exercise,M3_exercise_plus_set_index,1.3482430588586378,1.3051087405307333,0.043134318327904486,0.16223946052051372,0.24548513660450616,0.08324567608399244,0.6354166666666666,0.6666666666666666,0.03125,Set index is more interpretable when tied to exercise.,mixed_or_small_for_module
rpe_vo2_lag45_96_sets,tut_segmentation_gain_vs_set_index,M3_exercise_plus_set_index,M4_exercise_plus_cumulative_tut,1.3051087405307333,1.0579337213397988,0.24717501919093454,0.24548513660450616,0.5381345983280974,0.29264946172359124,0.6666666666666666,0.7291666666666666,0.0625,Cumulative TUT tests whether segmentation-derived dose improves over ordinal set count.,strong_for_module
rpe_vo2_lag45_96_sets,lowdim_imu_group_gain_after_tut,M4_exercise_plus_cumulative_tut,M5_plus_lowdim_imu_group,1.0579337213397988,1.11398379939678,-0.056050078056981256,0.5381345983280974,0.5364672779526989,-0.0016673203753985177,0.7291666666666666,0.7083333333333334,-0.02083333333333326,IMU trend tests whether waveform features add beyond cumulative TUT.,not_supported_in_this_setting
rpe_vo2_lag45_96_sets,delayed_vo2_gain_after_imu,M5_plus_lowdim_imu_group,M6_plus_delayed_vo2,1.11398379939678,1.2394719415320727,-0.1254881421352927,0.5364672779526989,0.4393041830763513,-0.09716309487634761,0.7083333333333334,0.6666666666666666,-0.04166666666666674,"VO2 tests whether delayed physiology adds beyond exercise, TUT, and IMU trend.",not_supported_in_this_setting
