folder,source_file,source_row_index,row_key,row_instance,exercise_index,exercise,set_id,rep_id,kg,rpe,rpe_class,completed,raw_value,filled_from_previous
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,10,3_2,0,3,db_rdl,2,6,13.0,7.0,7.0,True,7.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,10,3_2,0,3,db_rdl,2,7,13.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,10,3_2,0,3,db_rdl,2,8,13.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,10,3_2,0,3,db_rdl,2,9,13.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,10,3_2,0,3,db_rdl,2,10,13.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,10,3_2,0,3,db_rdl,2,11,13.0,8.0,8.0,True,8,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,0,13.0,1.0,1.0,True,1.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,1,13.0,1.0,1.0,True,1.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,2,13.0,1.0,1.0,True,1.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,3,13.0,2.0,2.0,True,2.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,4,13.0,2.0,2.0,True,2.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,5,13.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,6,13.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,7,13.0,3.0,3.0,True,3,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,8,13.0,3.0,3.0,True,3,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,9,13.0,5.0,5.0,True,5,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,10,13.0,5.0,5.0,True,5,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,12,4_0,0,4,db_weighted_crunch,0,11,13.0,5.0,5.0,True,5,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,13,4_2,0,4,db_weighted_crunch,2,0,13.0,4.0,4.0,True,4.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,13,4_2,0,4,db_weighted_crunch,2,1,13.0,4.0,4.0,True,4.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,13,4_2,0,4,db_weighted_crunch,2,2,13.0,4.0,4.0,True,4.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,13,4_2,0,4,db_weighted_crunch,2,3,13.0,4.0,4.0,True,4.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,13,4_2,0,4,db_weighted_crunch,2,4,13.0,4.0,4.0,True,4.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,13,4_2,0,4,db_weighted_crunch,2,5,13.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,13,4_2,0,4,db_weighted_crunch,2,6,13.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,13,4_2,0,4,db_weighted_crunch,2,7,13.0,6.0,6.0,True,6,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,13,4_2,0,4,db_weighted_crunch,2,8,13.0,6.0,6.0,True,6,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,13,4_2,0,4,db_weighted_crunch,2,9,13.0,6.0,6.0,True,6,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,13,4_2,0,4,db_weighted_crunch,2,10,13.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,13,4_2,0,4,db_weighted_crunch,2,11,13.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,14,4_3,0,4,db_weighted_crunch,3,0,13.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,14,4_3,0,4,db_weighted_crunch,3,1,13.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,14,4_3,0,4,db_weighted_crunch,3,2,13.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,14,4_3,0,4,db_weighted_crunch,3,3,13.0,6.0,6.0,True,6.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,14,4_3,0,4,db_weighted_crunch,3,4,13.0,6.0,6.0,True,6.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,14,4_3,0,4,db_weighted_crunch,3,5,13.0,6.0,6.0,True,6.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,14,4_3,0,4,db_weighted_crunch,3,6,13.0,7.0,7.0,True,7.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,14,4_3,0,4,db_weighted_crunch,3,7,13.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,14,4_3,0,4,db_weighted_crunch,3,8,13.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,14,4_3,0,4,db_weighted_crunch,3,9,13.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,14,4_3,0,4,db_weighted_crunch,3,10,13.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,14,4_3,0,4,db_weighted_crunch,3,11,13.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,16,5_1,0,5,db_shoulder_press,1,0,13.0,1.0,1.0,True,1.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,16,5_1,0,5,db_shoulder_press,1,1,13.0,1.0,1.0,True,1.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,16,5_1,0,5,db_shoulder_press,1,2,13.0,2.0,2.0,True,2.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,16,5_1,0,5,db_shoulder_press,1,3,13.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,16,5_1,0,5,db_shoulder_press,1,4,13.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,16,5_1,0,5,db_shoulder_press,1,5,13.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,16,5_1,0,5,db_shoulder_press,1,6,13.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,16,5_1,0,5,db_shoulder_press,1,7,13.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,16,5_1,0,5,db_shoulder_press,1,8,13.0,8.0,8.0,True,8,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,16,5_1,0,5,db_shoulder_press,1,9,13.0,8.0,8.0,True,8,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,16,5_1,0,5,db_shoulder_press,1,10,13.0,9.0,9.0,True,9,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,16,5_1,0,5,db_shoulder_press,1,11,13.0,9.0,9.0,True,9,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,17,5_2,0,5,db_shoulder_press,2,0,11.0,6.0,6.0,True,6.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,17,5_2,0,5,db_shoulder_press,2,1,11.0,6.0,6.0,True,6.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,17,5_2,0,5,db_shoulder_press,2,2,11.0,7.0,7.0,True,7.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,17,5_2,0,5,db_shoulder_press,2,3,11.0,7.0,7.0,True,7.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,17,5_2,0,5,db_shoulder_press,2,4,11.0,7.0,7.0,True,7.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,17,5_2,0,5,db_shoulder_press,2,5,11.0,8.0,8.0,True,8.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,17,5_2,0,5,db_shoulder_press,2,6,11.0,8.0,8.0,True,8.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,17,5_2,0,5,db_shoulder_press,2,7,11.0,8.0,8.0,True,8,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,17,5_2,0,5,db_shoulder_press,2,8,11.0,9.0,9.0,True,9,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,17,5_2,0,5,db_shoulder_press,2,9,11.0,9.0,9.0,True,9,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,17,5_2,0,5,db_shoulder_press,2,10,11.0,9.0,9.0,True,9,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,17,5_2,0,5,db_shoulder_press,2,11,11.0,10.0,10.0,True,10,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,18,5_3,0,5,db_shoulder_press,3,0,11.0,7.0,7.0,True,7.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,18,5_3,0,5,db_shoulder_press,3,1,11.0,7.0,7.0,True,7.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,18,5_3,0,5,db_shoulder_press,3,2,11.0,7.0,7.0,True,7.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,18,5_3,0,5,db_shoulder_press,3,3,11.0,8.0,8.0,True,8.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,18,5_3,0,5,db_shoulder_press,3,4,11.0,8.0,8.0,True,8.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,18,5_3,0,5,db_shoulder_press,3,5,11.0,8.0,8.0,True,8.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,18,5_3,0,5,db_shoulder_press,3,6,11.0,8.0,8.0,True,8.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,18,5_3,0,5,db_shoulder_press,3,7,11.0,8.0,8.0,True,8,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,18,5_3,0,5,db_shoulder_press,3,8,11.0,9.0,9.0,True,9,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,18,5_3,0,5,db_shoulder_press,3,9,11.0,10.0,10.0,True,10,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,18,5_3,0,5,db_shoulder_press,3,10,11.0,,,False,X,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,20,6_0,0,6,db_biceps_curl,0,0,11.0,1.0,1.0,True,1.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,20,6_0,0,6,db_biceps_curl,0,1,11.0,1.0,1.0,True,1.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,20,6_0,0,6,db_biceps_curl,0,2,11.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,20,6_0,0,6,db_biceps_curl,0,3,11.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,20,6_0,0,6,db_biceps_curl,0,4,11.0,4.0,4.0,True,4.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,20,6_0,0,6,db_biceps_curl,0,5,11.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,20,6_0,0,6,db_biceps_curl,0,6,11.0,6.0,6.0,True,6.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,20,6_0,0,6,db_biceps_curl,0,7,11.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,20,6_0,0,6,db_biceps_curl,0,8,11.0,8.0,8.0,True,8,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,20,6_0,0,6,db_biceps_curl,0,9,11.0,9.0,9.0,True,9,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,20,6_0,0,6,db_biceps_curl,0,10,11.0,9.0,9.0,True,9,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,20,6_0,0,6,db_biceps_curl,0,11,11.0,,,False,X,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,21,6_1,0,6,db_biceps_curl,1,0,10.5,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,21,6_1,0,6,db_biceps_curl,1,1,10.5,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,21,6_1,0,6,db_biceps_curl,1,2,10.5,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,21,6_1,0,6,db_biceps_curl,1,3,10.5,6.0,6.0,True,6.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,21,6_1,0,6,db_biceps_curl,1,4,10.5,7.0,7.0,True,7.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,21,6_1,0,6,db_biceps_curl,1,5,10.5,8.0,8.0,True,8.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,21,6_1,0,6,db_biceps_curl,1,6,10.5,10.0,10.0,True,10.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,21,6_1,0,6,db_biceps_curl,1,7,10.5,,,False,X,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,22,6_2,0,6,db_biceps_curl,2,0,8.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,22,6_2,0,6,db_biceps_curl,2,1,8.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,22,6_2,0,6,db_biceps_curl,2,2,8.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,22,6_2,0,6,db_biceps_curl,2,3,8.0,6.0,6.0,True,6.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,22,6_2,0,6,db_biceps_curl,2,4,8.0,7.0,7.0,True,7.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,22,6_2,0,6,db_biceps_curl,2,5,8.0,7.0,7.0,True,7.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,22,6_2,0,6,db_biceps_curl,2,6,8.0,7.0,7.0,True,7.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,22,6_2,0,6,db_biceps_curl,2,7,8.0,8.0,8.0,True,8,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,22,6_2,0,6,db_biceps_curl,2,8,8.0,9.0,9.0,True,9,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,22,6_2,0,6,db_biceps_curl,2,9,8.0,9.0,9.0,True,9,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,22,6_2,0,6,db_biceps_curl,2,10,8.0,10.0,10.0,True,10,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,22,6_2,0,6,db_biceps_curl,2,11,8.0,,,False,X,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,24,7_0,0,7,db_triceps_curl,0,0,5.0,1.0,1.0,True,1.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,24,7_0,0,7,db_triceps_curl,0,1,5.0,1.0,1.0,True,1.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,24,7_0,0,7,db_triceps_curl,0,2,5.0,2.0,2.0,True,2.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,24,7_0,0,7,db_triceps_curl,0,3,5.0,2.0,2.0,True,2.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,24,7_0,0,7,db_triceps_curl,0,4,5.0,2.0,2.0,True,2.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,24,7_0,0,7,db_triceps_curl,0,5,5.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,24,7_0,0,7,db_triceps_curl,0,6,5.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,24,7_0,0,7,db_triceps_curl,0,7,5.0,3.0,3.0,True,3,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,24,7_0,0,7,db_triceps_curl,0,8,5.0,3.0,3.0,True,3,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,24,7_0,0,7,db_triceps_curl,0,9,5.0,4.0,4.0,True,4,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,24,7_0,0,7,db_triceps_curl,0,10,5.0,4.0,4.0,True,4,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,24,7_0,0,7,db_triceps_curl,0,11,5.0,4.0,4.0,True,4,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,25,7_1,0,7,db_triceps_curl,1,0,8.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,25,7_1,0,7,db_triceps_curl,1,1,8.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,25,7_1,0,7,db_triceps_curl,1,2,8.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,25,7_1,0,7,db_triceps_curl,1,3,8.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,25,7_1,0,7,db_triceps_curl,1,4,8.0,4.0,4.0,True,4.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,25,7_1,0,7,db_triceps_curl,1,5,8.0,4.0,4.0,True,4.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,25,7_1,0,7,db_triceps_curl,1,6,8.0,4.0,4.0,True,4.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,25,7_1,0,7,db_triceps_curl,1,7,8.0,5.0,5.0,True,5,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,25,7_1,0,7,db_triceps_curl,1,8,8.0,5.0,5.0,True,5,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,25,7_1,0,7,db_triceps_curl,1,9,8.0,6.0,6.0,True,6,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,25,7_1,0,7,db_triceps_curl,1,10,8.0,6.0,6.0,True,6,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,25,7_1,0,7,db_triceps_curl,1,11,8.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,26,7_2,0,7,db_triceps_curl,2,0,8.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,26,7_2,0,7,db_triceps_curl,2,1,8.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,26,7_2,0,7,db_triceps_curl,2,2,8.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,26,7_2,0,7,db_triceps_curl,2,3,8.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,26,7_2,0,7,db_triceps_curl,2,4,8.0,6.0,6.0,True,6.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,26,7_2,0,7,db_triceps_curl,2,5,8.0,6.0,6.0,True,6.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,26,7_2,0,7,db_triceps_curl,2,6,8.0,6.0,6.0,True,6.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,26,7_2,0,7,db_triceps_curl,2,7,8.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,26,7_2,0,7,db_triceps_curl,2,8,8.0,7.0,7.0,True,7,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,26,7_2,0,7,db_triceps_curl,2,9,8.0,8.0,8.0,True,8,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,26,7_2,0,7,db_triceps_curl,2,10,8.0,8.0,8.0,True,8,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,26,7_2,0,7,db_triceps_curl,2,11,8.0,8.0,8.0,True,8,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,28,8_0,0,8,db_squat,0,0,15.0,1.0,1.0,True,1.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,28,8_0,0,8,db_squat,0,1,15.0,1.0,1.0,True,1.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,28,8_0,0,8,db_squat,0,2,15.0,1.0,1.0,True,1.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,28,8_0,0,8,db_squat,0,3,15.0,1.0,1.0,True,1.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,28,8_0,0,8,db_squat,0,4,15.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,28,8_0,0,8,db_squat,0,5,15.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,28,8_0,0,8,db_squat,0,6,15.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,28,8_0,0,8,db_squat,0,7,15.0,3.0,3.0,True,3,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,28,8_0,0,8,db_squat,0,8,15.0,3.0,3.0,True,3,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,28,8_0,0,8,db_squat,0,9,15.0,4.0,4.0,True,4,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,28,8_0,0,8,db_squat,0,10,15.0,4.0,4.0,True,4,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,28,8_0,0,8,db_squat,0,11,15.0,4.0,4.0,True,4,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,29,8_1,0,8,db_squat,1,0,15.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,29,8_1,0,8,db_squat,1,1,15.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,29,8_1,0,8,db_squat,1,2,15.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,29,8_1,0,8,db_squat,1,3,15.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,29,8_1,0,8,db_squat,1,4,15.0,3.0,3.0,True,3.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,29,8_1,0,8,db_squat,1,5,15.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,29,8_1,0,8,db_squat,1,6,15.0,5.0,5.0,True,5.0,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,29,8_1,0,8,db_squat,1,7,15.0,5.0,5.0,True,5,False
hsianshun0514workout,datasets/workout/hsianshun0514workout/hsianshun0514workout.xlsx,29,8_1,0,8,db_squat,1,8,15.0,5.0,5.0,True,5,False
